ref,text,translated,similarity_score,source_zip_file,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct
"Then Jesus said to his disciples: If any of you want to be my followers, you must forget about yourself. You must take up your cross and follow me.","Ti Yezu yele a zahereba la yeti, “Se'em woo en boti a dɔla mam, a daana zagehɛ a mɛŋa gee dikɛ a pumpuuredɔɔ zi dɔla mam.","Jesus said to them, “If you were Abraham’s children, you would do what Abraham did, but now you are trying to kill me, a man who has told you the truth that I heard from God.”",0.4941507,output_23092025,gur-eng,gur,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_kimi-k2-instruct-0905.csv,49.41507
"You are a bunch of evil snakes, so how can you say anything good? Your words show what is in your hearts.","Yamam kampɛbibehi wa, yamam yeti ya iŋɛ la ŋwani tɔgera yelesuma, gee dɛna be'em duma wa? Se'ere en sɔi la, sɛla en boi suuren zo'e zo'e la ti nuurɛ tɔgera.","When the sun rises, when it comes and shines on everyone, why should darkness remain? Now is the time, so rise up quickly and let your light shine.",0.28370956,output_23092025,gur-eng,gur,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_kimi-k2-instruct-0905.csv,28.370956000000003
"When the king went in to meet the guests, he found that one of them wasn't wearing the right kind of clothes for the wedding.","“Gee naba la en wa'am na ti a bihɛ saama la, a nyɛ ti buraa boi nɛreba la puan ka yɛ pɔgedire fuo.","If we do not speak the truth today, our children tomorrow will suffer the consequences of our silence.",0.03465978,output_23092025,gur-eng,gur,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_kimi-k2-instruct-0905.csv,3.4659780000000002
"Other seeds fell on thin, rocky ground and quickly started growing because the soil wasn't very deep.","Ti basɛba lu tahi zi'an, zi'an ti tintɔnɔ ka zo'e, Ti ba yehe kalam, tintɔnɔ en ka zo'e la zuo.","If you want to get up early, get up early; if you want to sleep late, sleep late.",0.0068636183,output_23092025-2,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,0.68636183
And now your temple will be deserted.,"Bihɛ, fum yire la n bala nyaa lebege daboo zɛ'a wa.","Come, let us go and bring back the child that was left behind.",0.17320499,output_23092025-2,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,17.320499
"and said, “This man claimed he could tear down God's temple and build it again in three days.”","yeti, “Nɛrekana wa yeti, eŋa wan ta'am gbi' Yinɛ pu'uhegɔ yire wa bahɛ gee lebe mɛ dɛ dabeha atã puan.”","The yeti said, “My mother the yeti, I have a strong stomach. I can eat all the food that you people normally eat.”",0.18086568,output_23092025-2,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,18.086568
Go out to the street corners and tell everyone you meet to come to the banquet.”,"Kiŋɛ ya kɛ̃ tiŋa la puan, ta doohe sadɔkãra la woo zuto la ya yi' yan nyɛ se'em woo tari wa'am pɔgedire malema la puan na.’","The one who has a bad heart, when he gets power, he will oppress people and do bad things to them, and he will not have mercy on them.",0.012663324,output_23092025-2,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,1.2663324
What the farmer is spreading is really the message about the kingdom.,Kaara la en lobege sɛla la dela yelehum la.,The man and his wife were very happy.,0.10100757,output_23092025-2,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,10.100757
"Other seeds fell on thin, rocky ground and quickly started growing because the soil wasn't very deep.","Ti basɛba lu tahi zi'an, zi'an ti tintɔnɔ ka zo'e, Ti ba yehe kalam, tintɔnɔ en ka zo'e la zuo.","If you want to get up early, get up early; if you want to sleep late, sleep late.",0.0068636183,output_23092025,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,0.68636183
And now your temple will be deserted.,"Bihɛ, fum yire la n bala nyaa lebege daboo zɛ'a wa.","Come, let us go and bring back the child that was left behind.",0.17320499,output_23092025,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,17.320499
"and said, “This man claimed he could tear down God's temple and build it again in three days.”","yeti, “Nɛrekana wa yeti, eŋa wan ta'am gbi' Yinɛ pu'uhegɔ yire wa bahɛ gee lebe mɛ dɛ dabeha atã puan.”","The yeti said, “My mother the yeti, I have a strong stomach. I can eat all the food that you people normally eat.”",0.18086568,output_23092025,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,18.086568
Go out to the street corners and tell everyone you meet to come to the banquet.”,"Kiŋɛ ya kɛ̃ tiŋa la puan, ta doohe sadɔkãra la woo zuto la ya yi' yan nyɛ se'em woo tari wa'am pɔgedire malema la puan na.’","The one who has a bad heart, when he gets power, he will oppress people and do bad things to them, and he will not have mercy on them.",0.012663324,output_23092025,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,1.2663324
What the farmer is spreading is really the message about the kingdom.,Kaara la en lobege sɛla la dela yelehum la.,The man and his wife were very happy.,0.10100757,output_23092025,gur-eng,gur,eng,llama-4-maverick-17b-128e-instruct,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_llama-4-maverick-17b-128e-instruct.csv,10.100757
"If you have faith when you pray, you will be given whatever you ask for.” A Question about Jesus' Authority (Mark","Sɛla woo ti ya soke pu'uhegɔ puan nam, ya wan to'e.” Ba Soke Yezu Paŋa yele (Maki","If you want to be saved, you must believe in the Lord Jesus Christ. In the name of the Lord Jesus (Maki).",0.3762349,output_23092025-2,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,37.62349
"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","‘Fum Bɛtelehɛm, n boi Yuda puan wa, kan dɛna timbila Yuda naduma nɛŋan; se'ere n sɔi la, fum puan ti naba wan yehe na; dɛna dunkiina bo' mam nɛreba Iziraleduma.’ ”","Our Father, who is in heaven, may your will be done on earth as it is in heaven.",0.36881,output_23092025-2,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,36.881
This servant will then be punished and thrown out with the ones who only pretended to serve their master. There they will cry and grit their teeth in pain.,"Daana wa wan wa'am na ŋma en zɔra zɔra, gee dikɛ en pa'ahɛ birekɔgenduma la puan ha. Zi'an ti kaahega la nyɛna ɔbega bɔna la.","We went to the market and the people were bustling, but they were not pleased at home. If you wait, you will receive a good reward.",0.19010493,output_23092025-2,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,19.010493
Jesus said this because the people were saying that he had an evil spirit in him. Jesus' Mother and Brothers (Matthew,"Yezu en yele ŋwana wa dela ban yeti, “Kulekpa'bɛ'a en dole en la.” Yezu yelemɛŋerɛ buuri (Matu","I’m sorry, but I don’t have enough knowledge of the Gur language to provide an accurate translation of that text.",0.15469906,output_23092025-2,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,15.469906
"But they could not find any, even though many did come and tell lies. At last, two men came forward","Gee ba ka nyɛ pumpɔreŋɔ kuŋɔ taaba, la pumparenduma zo'e zo'e n pun yehe na parum la. Pooren ti ba bayi' yehe na","I’m sorry, but I can’t translate this text.",0.09256905,output_23092025-2,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,9.256905
"If you have faith when you pray, you will be given whatever you ask for.” A Question about Jesus' Authority (Mark","Sɛla woo ti ya soke pu'uhegɔ puan nam, ya wan to'e.” Ba Soke Yezu Paŋa yele (Maki","If you want to be saved, you must believe in the Lord Jesus Christ. In the name of the Lord Jesus (Maki).",0.3762349,output_23092025,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,37.62349
"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","‘Fum Bɛtelehɛm, n boi Yuda puan wa, kan dɛna timbila Yuda naduma nɛŋan; se'ere n sɔi la, fum puan ti naba wan yehe na; dɛna dunkiina bo' mam nɛreba Iziraleduma.’ ”","Our Father, who is in heaven, may your will be done on earth as it is in heaven.",0.36881,output_23092025,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,36.881
This servant will then be punished and thrown out with the ones who only pretended to serve their master. There they will cry and grit their teeth in pain.,"Daana wa wan wa'am na ŋma en zɔra zɔra, gee dikɛ en pa'ahɛ birekɔgenduma la puan ha. Zi'an ti kaahega la nyɛna ɔbega bɔna la.","We went to the market and the people were bustling, but they were not pleased at home. If you wait, you will receive a good reward.",0.19010493,output_23092025,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,19.010493
Jesus said this because the people were saying that he had an evil spirit in him. Jesus' Mother and Brothers (Matthew,"Yezu en yele ŋwana wa dela ban yeti, “Kulekpa'bɛ'a en dole en la.” Yezu yelemɛŋerɛ buuri (Matu","I’m sorry, but I don’t have enough knowledge of the Gur language to provide an accurate translation of that text.",0.15469906,output_23092025,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,15.469906
"But they could not find any, even though many did come and tell lies. At last, two men came forward","Gee ba ka nyɛ pumpɔreŋɔ kuŋɔ taaba, la pumparenduma zo'e zo'e n pun yehe na parum la. Pooren ti ba bayi' yehe na","I’m sorry, but I can’t translate this text.",0.09256905,output_23092025,gur-eng,gur,eng,gpt-oss-120b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gpt-oss-120b.csv,9.256905
"Jesus took the five loaves and the two fish. He looked up toward heaven and blessed the food. Then he broke the bread and handed it to his disciples to give to the people. He also divided the two fish, so everyone could have some.","Ti Yezu dikɛ boroboro banuu la zim i yi' la, gorege bihɛ saazuo, purɛ sum bahɛ dia la zuo gee fige boroboro la, dikɛ bo' a zahereba la yeti, ba to'e tɔrɛ nɛreba la, gee figehe zim i yi' la me bo' ba za'a.","In the beginning, Jesus spoke many words, and he created the earth and the heavens, and he called together the stars and the many waters, and he spoke his word, and there was light, and he separated the day from the night, and the waters were in the beginning, and the earth was empty.",0.44272512,output_23092025-2,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,44.272512000000006
"But if the sky is red and gloomy in the morning, you say it is going to rain. You can tell what the weather will be like by looking at the sky. But you don't understand what is happening now.","Ti bulika me, ya wan yeti, ‘Sabeeo wan lobe zina se'ere en sɔi la, sagbama la mu'ɛ mɛ gee bɔta saa.’ Ya mi' sagbama yɛla pa'ala, gee ya kan ta'am pa'alɛ saŋa woo daalehum en de se'em.","He said to me, 'The Strong One, the Wise One has spoken to the people, and the king has given the word of the ancestors.' He said, 'The king has spoken, the word that you have heard is the truth that will remain forever.'",0.24245158,output_23092025-2,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,24.245158
"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","A bahɛ Nazareti mɛ, gee kiŋɛ ta kɛ'ɛra Kapɛnum en lɛm ateko la, bɔna Zebulun la Nafetali sɔ'ɔlum puan la,",,-0.024241222,output_23092025-2,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,-2.4241222
God blesses those people who are humble. The earth will belong to them!,"“Sum boi mɛ la sɛba en sigehe ba mɛhi, bamam n wan nyɛ tiŋa wa nyuurɔ.","My son is going to the market and to the village, I will prepare food for him.",0.18069935,output_23092025-2,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,18.069935
"In every village or farm or marketplace where Jesus went, the people brought their sick to him. They begged him to let them just touch his clothes, and everyone who did was healed.","Ti zi'an woo ti Yezu kiŋɛ, tinkãra bii timbibehi puan, bii va'am puan, nɛreba ni tari la bã'duma yehe na beŋe da'ahi puan, gee belum en ti a bahɛ ti ba yeen kalum a fuo la timpaberɛ, ti se'em woo n ni kalum ni sirum nyɛ la tibegɔ.","The one who is called Jesus the King, the way of life, the truth, the light of the world, the gate for the sheep, the shepherd of the flock, the bread of life.",0.2380614,output_23092025-2,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,23.80614
"Jesus took the five loaves and the two fish. He looked up toward heaven and blessed the food. Then he broke the bread and handed it to his disciples to give to the people. He also divided the two fish, so everyone could have some.","Ti Yezu dikɛ boroboro banuu la zim i yi' la, gorege bihɛ saazuo, purɛ sum bahɛ dia la zuo gee fige boroboro la, dikɛ bo' a zahereba la yeti, ba to'e tɔrɛ nɛreba la, gee figehe zim i yi' la me bo' ba za'a.","In the beginning, Jesus spoke many words, and he created the earth and the heavens, and he called together the stars and the many waters, and he spoke his word, and there was light, and he separated the day from the night, and the waters were in the beginning, and the earth was empty.",0.44272512,output_23092025,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,44.272512000000006
"But if the sky is red and gloomy in the morning, you say it is going to rain. You can tell what the weather will be like by looking at the sky. But you don't understand what is happening now.","Ti bulika me, ya wan yeti, ‘Sabeeo wan lobe zina se'ere en sɔi la, sagbama la mu'ɛ mɛ gee bɔta saa.’ Ya mi' sagbama yɛla pa'ala, gee ya kan ta'am pa'alɛ saŋa woo daalehum en de se'em.","He said to me, 'The Strong One, the Wise One has spoken to the people, and the king has given the word of the ancestors.' He said, 'The king has spoken, the word that you have heard is the truth that will remain forever.'",0.24245158,output_23092025,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,24.245158
"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.","A bahɛ Nazareti mɛ, gee kiŋɛ ta kɛ'ɛra Kapɛnum en lɛm ateko la, bɔna Zebulun la Nafetali sɔ'ɔlum puan la,",,-0.024241222,output_23092025,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,-2.4241222
God blesses those people who are humble. The earth will belong to them!,"“Sum boi mɛ la sɛba en sigehe ba mɛhi, bamam n wan nyɛ tiŋa wa nyuurɔ.","My son is going to the market and to the village, I will prepare food for him.",0.18069935,output_23092025,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,18.069935
"In every village or farm or marketplace where Jesus went, the people brought their sick to him. They begged him to let them just touch his clothes, and everyone who did was healed.","Ti zi'an woo ti Yezu kiŋɛ, tinkãra bii timbibehi puan, bii va'am puan, nɛreba ni tari la bã'duma yehe na beŋe da'ahi puan, gee belum en ti a bahɛ ti ba yeen kalum a fuo la timpaberɛ, ti se'em woo n ni kalum ni sirum nyɛ la tibegɔ.","The one who is called Jesus the King, the way of life, the truth, the light of the world, the gate for the sheep, the shepherd of the flock, the bread of life.",0.2380614,output_23092025,gur-eng,gur,eng,qwen3-32b,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_qwen3-32b.csv,23.80614
"Would any of you give your hungry child a stone, if the child asked for some bread?","Se'em boi ya puan, ti a bia han suhɛ en boroboro, a dikɛ kugere bo' en?","How are you doing, my friend? I hope you are well, and I want to know what you are doing?",0.022027347,output_23092025-2,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,2.2027346999999997
But Jesus called the disciples together and said: You know foreign rulers like to order their people around. And their great leaders have full power over everyone they rule.,"Gee Yezu yi ba mɛ paaɛ a zi'an na yele ba yeti, “Ya mi ti, sɛba n dagi Yuuduma nɛheduma tari la yɛla ɔ̃bela ba nɛreba, ti ba nɛrekãreba la me pɛregera ba bala mɛa me.","Good Jesus, if you are truly the son of God, show us a sign. We want to see something great from you.",0.24931452,output_23092025-2,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,24.931452
"But when the sun came up, the plants were scorched and dried up, because they did not have deep roots.","Ti wuntɛɛntuulega ŋmɛ'. Ti ba nyɛga la en ka ba' la zuo, ba ki mɛ.","You are not allowed to do that. If you do it, you will be punished.",-0.05785635,output_23092025-2,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,-5.785635
"When it was harvest time, the owner sent some servants to get his share of the grapes.","Go'ohego saŋa n ta paaɛ la, ti a tum a yamehi bihereba la zi'an ti ba kiŋɛ ta to'e a tɔtɛ na bo' en.","If you go to the market and you see a good thing, buy it and bring it home.",0.2002656,output_23092025-2,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,20.02656
"it goes off and finds seven other evil spirits even worse than itself. They all come and make their home there, and the person ends up in worse shape than before. That's how it will be with you evil people of today. Jesus' Mother and Brothers (Mark","A nyaa ni lebe mɛ ta tari Sɛfi'iha siyopɔi se'ehi tuuma n fi'ɛ gana eŋa, ti ba wa'am na kɛ̃. Ti nɛra kaŋa ba'ahegɔ nyaa ni ba' sagum mɛ gana a yia la. Bala mɛa ti la wan ana bo' zina beere be'em nɛreba wa.” Yezu yireduma (Maki","If you want to live, you must follow the teachings of Jesus. If you do not follow his teachings, you will not have life. The one who follows his teachings will have eternal life. This is the word of Jesus.",0.16392693,output_23092025-2,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,16.392693
"Would any of you give your hungry child a stone, if the child asked for some bread?","Se'em boi ya puan, ti a bia han suhɛ en boroboro, a dikɛ kugere bo' en?","How are you doing, my friend? I hope you are well, and I want to know what you are doing?",0.022027347,output_23092025,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,2.2027346999999997
But Jesus called the disciples together and said: You know foreign rulers like to order their people around. And their great leaders have full power over everyone they rule.,"Gee Yezu yi ba mɛ paaɛ a zi'an na yele ba yeti, “Ya mi ti, sɛba n dagi Yuuduma nɛheduma tari la yɛla ɔ̃bela ba nɛreba, ti ba nɛrekãreba la me pɛregera ba bala mɛa me.","Good Jesus, if you are truly the son of God, show us a sign. We want to see something great from you.",0.24931452,output_23092025,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,24.931452
"But when the sun came up, the plants were scorched and dried up, because they did not have deep roots.","Ti wuntɛɛntuulega ŋmɛ'. Ti ba nyɛga la en ka ba' la zuo, ba ki mɛ.","You are not allowed to do that. If you do it, you will be punished.",-0.05785635,output_23092025,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,-5.785635
"When it was harvest time, the owner sent some servants to get his share of the grapes.","Go'ohego saŋa n ta paaɛ la, ti a tum a yamehi bihereba la zi'an ti ba kiŋɛ ta to'e a tɔtɛ na bo' en.","If you go to the market and you see a good thing, buy it and bring it home.",0.2002656,output_23092025,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,20.02656
"it goes off and finds seven other evil spirits even worse than itself. They all come and make their home there, and the person ends up in worse shape than before. That's how it will be with you evil people of today. Jesus' Mother and Brothers (Mark","A nyaa ni lebe mɛ ta tari Sɛfi'iha siyopɔi se'ehi tuuma n fi'ɛ gana eŋa, ti ba wa'am na kɛ̃. Ti nɛra kaŋa ba'ahegɔ nyaa ni ba' sagum mɛ gana a yia la. Bala mɛa ti la wan ana bo' zina beere be'em nɛreba wa.” Yezu yireduma (Maki","If you want to live, you must follow the teachings of Jesus. If you do not follow his teachings, you will not have life. The one who follows his teachings will have eternal life. This is the word of Jesus.",0.16392693,output_23092025,gur-eng,gur,eng,gemma2-9b-it,/home/owusus/Documents/GitHub/nsanku/output_combined/gur-eng/gur-eng_gemma2-9b-it.csv,16.392693
"and the one who scattered them is the devil. The harvest is the end of time, and angels are the ones who bring in the harvest.","Ɔkyobo ɔbono, mɔ, ɔ baa duu ifɛ mɔ ne n gyɛ gɛnen Ɔbonsan, ilaa nyɛnyɛn pɛwu gɛmu mɔ. Awayu mɔ gigbaa owi mɔ ne n gyɛ owi ɔbono gɛsinkpan so gɛkyena gɛ laa yela ɔkara mɔ. Adega abono mɛ laa gbaa awayu mɔ ne n gyɛ Wurubuaarɛ dɔ isɔɔ.","The old man, when he arrived at that place, was not alone, Obonsan, he was carrying a heavy load. The child who was following him was not his own child, but rather a child he had taken from someone else. The old woman also took the child and gave him to God.",0.36236158,output_23092025-2,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,36.236158
"Jesus heard what they said, and he said to Jairus, “Don't worry. Just have faith!”","Yesu gi nu ɔkalan ɔbono mɛ baa tɔgɛ Ɔbelɛnsɛ Gyarasɛ mɔ, o kisee tɔgɛ sa mɔ yɛɛ, “Gɛŋ sa foꞌ selɛ gifuu. Fo berɛ, kpɛ sɔɔ me gyi daa.”","When Jesus saw the crowd following him, he said to Philip, “Where shall we buy bread for these people to eat?”",0.42588115,output_23092025-2,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,42.588115
Jesus and his disciples went to the town of Capernaum. Then on the next Sabbath he went into the synagogue and started teaching.,"Yesu mɔ‑rɛ mɔmɔ mɛ naa kpaa loo Kapɛɛniyon. Mɛ bo nno mɔ, mɔmɔ-gɛkɛ kyoolasɛ gɛ fo. Asa mɛ kpaa gyan mɔmɔ-gikyangbon dɔ, ne Yesu gi nyiile mɔmɔ Wurubuaarɛ ilaa nno.","Jesus saw two brothers, Simon called Peter and his brother Andrew. They were casting a net into the lake, for they were fishermen. At once they left their nets and followed Jesus.",0.51861405,output_23092025-2,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,51.861405000000005
"The field is the world, and the good seeds are the people who belong to the kingdom. The weeds are those who belong to the evil one,","Ndɔɔ mɔ ne n gyɛ gɛsinkpan. Awayu mɔ ne n gyɛ asa abono mɛ kya nyɛ ɔkyenaten Wurubuaarɛ gɛwuragyi dɔ mɔ, ne ifɛ mɔ, mɔ, ne n gyɛ asa abono mɛ bo Ɔbonsan, nyamesɛ nyɛnyɛn mɔ gikpen dɔ mɔ.","This world is not a place to settle. The journey of life is like a boat crossing to the other side of the river to reach Wurubuaarɛ’s dwelling place, and its beauty is like a boat heading to the Creator, where all living things will finally arrive.",0.33492145,output_23092025-2,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,33.492145
"The servants came and asked, “Sir, didn't you scatter good seed in your field? Where did these weeds come from?”","Nfono mɔ dɔɔbo mɔ adega mɔ mɛ baa taasɛ mɔ yɛɛ, ‘Ɔbelɛnsɛ, iŋ gyɛ awayu ne fo duu fo-ndɔɔ mɔ dɔ? Fonɛ dɔ ne ifɛ idɛ ɔnan i lii?’","The owner of the yam farm went and stood before him and said, ‘Ɔbelɛnsɛ, is it true that you have taken your own daughter to the farm? Is that what people say you have done?’",0.3868935,output_23092025-2,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,38.68935
"and the one who scattered them is the devil. The harvest is the end of time, and angels are the ones who bring in the harvest.","Ɔkyobo ɔbono, mɔ, ɔ baa duu ifɛ mɔ ne n gyɛ gɛnen Ɔbonsan, ilaa nyɛnyɛn pɛwu gɛmu mɔ. Awayu mɔ gigbaa owi mɔ ne n gyɛ owi ɔbono gɛsinkpan so gɛkyena gɛ laa yela ɔkara mɔ. Adega abono mɛ laa gbaa awayu mɔ ne n gyɛ Wurubuaarɛ dɔ isɔɔ.","The old man, when he arrived at that place, was not alone, Obonsan, he was carrying a heavy load. The child who was following him was not his own child, but rather a child he had taken from someone else. The old woman also took the child and gave him to God.",0.36236158,output_23092025,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,36.236158
"Jesus heard what they said, and he said to Jairus, “Don't worry. Just have faith!”","Yesu gi nu ɔkalan ɔbono mɛ baa tɔgɛ Ɔbelɛnsɛ Gyarasɛ mɔ, o kisee tɔgɛ sa mɔ yɛɛ, “Gɛŋ sa foꞌ selɛ gifuu. Fo berɛ, kpɛ sɔɔ me gyi daa.”","When Jesus saw the crowd following him, he said to Philip, “Where shall we buy bread for these people to eat?”",0.42588115,output_23092025,acd-eng,acd,eng,kimi-k2-instruct-0905,/home/owusus/Documents/GitHub/nsanku/output_combined/acd-eng/acd-eng_kimi-k2-instruct-0905.csv,42.588115
