verse_number,english_verse,translation_verse
12,But the ones who should have been in the kingdom will be thrown out into the dark. They will cry and grit their teeth in pain.”,"ši maṅtše̱yeli le̱ṅ bii le̱, aafãame̱ *awo gbe̱se̱ duṅ le̱ mli; dše̱i yāfó ke̱ nyãnyõdši ašišikpemo̱ aahĩ. *"
7,"“I will go and heal him,” Jesus replied.",Ni Iesu kē̱le̱ ake̱: Miba ní mabatšále̱.
10,"When Jesus heard this, he was so surprised that he turned and said to the crowd following him, “I tell you in all of Israel I've never found anyone with this much faith!","Ši beni Iesu nu ene̱ le̱, ehĩe fele̱ yā, ni ekē̱ mei ní nyie ese̱ le̱ ake̱: Le̱le̱ṅ, mīkē̱nye ake̱, Israel mli tete minako hemo̱-ke̱-yeli ní da tamo̱ ene̱ dã!"
6,"“Lord, my servant is at home in such terrible pain that he can't even move.”","ni ekē̱ ake̱: Nuṅtšo̱, miwenū kă ši ye̱ šĩa ni ēye kū̃mo̱-hela, ēna nõ naakpa."
11,"Many people will come from everywhere to enjoy the feast in the kingdom of heaven with Abraham, Isaac, and Jacob.","Ši mīkē̱nye ake̱: Mei pī aadše̱ *bokã ke̱ anai aba, ni †ame̱ke̱ Abraham ke̱ Isak ke̱ Iakob aabatrá ši ye̱ ṅwei maṅtše̱yeli le̱ mli; *Ies."
13,"Then Jesus said to the officer, “You may go home now. Your faith has made it happen.” Right then his servant was healed. Jesus Heals Many People (Mark","Ni Iesu kē̱ asrafoi-oha-atše̱ le̱ ake̱: *Ya, bo̱ni ohe oye le̱, áfe nakai ahão. Ni atšá ewenū le̱ ye̱ no ṅmle̱tſā le̱ noṅṅ no̱. *"
29,"Suddenly they shouted, “Jesus, Son of God, what do you want with us? Have you come to punish us before our time?”","Ni na, ame̱blo̱ ame̱kē̱: Mẽ sane wo̱ke̱o yo̱, bo Iesu, *Nyoṅmo̱ bi le̱? ani oba wohedšramo̱wō †dãni be le̱ áše̱? *Luk."
34,"Everyone in town came out to meet Jesus. When they saw him, they begged him to leave their part of the country.","Ni na, maṅ mū le̱ fẽ dše kpo ame̱ke̱ Iesu bakpe, ni beni ame̱nale̱ le̱, ame̱kpale̱ fai ake̱ edše ame̱kpokpai le̱ ano̱ eya."
15,"He took her by the hand, and the fever left her. Then she got up and served Jesus a meal.","Ni emõ enine ši, ni fulu le̱ tše ye̱ eno, ni ete ši ni esúmo̱ame̱."
18,"When Jesus saw the crowd, he went across Lake Galilee.","Ši beni Iesu na mei pī ye̱ ehewo̱ le̱, efá ake̱ afo ṅšo̱ le̱ aya ese̱gbe̱. Mar."
21,"Another disciple said to Jesus, “Lord, let me wait till I bury my father.”","Ši ekaselo̱i le̱ ateṅ mokroko hũ kē̱-le̱ ake̱: Nuṅtšo̱, ṅmẽmi gbe̱ ní mayafũ mitše̱ dã."
25,"so the disciples went over to him and woke him up. They said, “Lord, wake up! Save us before we drown!”","Ni ekaselo̱i le̱ ba eṅõ ni ame̱batšĩele̱ ame̱kē̱: Nuṅtšo̱, heremo̱ wo̱yiwala, wo̱mīlādše!"
23,"After Jesus left in a boat with his disciples,",Ni ebote le̱le̱ ko mli ni ekaselo̱i le̱ nyie ese̱.
24,"a terrible storm suddenly struck the lake, and waves started splashing into their boat. Jesus was sound asleep,","Ni na, ṅšo̱ le̱ efe hãmãhãmã āhũ ní ṅšo̱kei mīkũmo̱ miwo le̱le̱ le̱ mli; ši le̱ le̱ ewo̱."
27,"The men in the boat were amazed and said, “Who is this? Even the wind and the waves obey him.” Two Men with Demons in Them (Mark",Ši gbomei le̱ ahĩe feame̱ yā ame̱kē̱: Mẽ gbomo sro̱to ne̱ ní kō̱yo̱ ke̱ ṅšo̱ tete boo̱le̱ toi ne̱? (
28,"After Jesus had crossed the lake, he came to shore near the town of Gadara and started down the road. Two men with demons in them came to him from the tombs. They were so fierce that no one could travel that way.","Ni beni eba se̱ le̱ gbe̱ ye̱ Gergesibii ašikpoṅ le̱ no̱ le̱, mei enyo̱ ni daimonioi yo̱ ame̱mli ke̱le̱ bakpe, ame̱dše̱ gbohĩĩ afũhe le̱, ni ame̱hĩe ewo la tšṍ, bo̱ni moko nyẽẽ nakai gbe̱ le̱ no̱ atšṍ."
30,Not far from there a large herd of pigs was feeding.,Ni kplotoi aku kple ko mīye nii ye̱ šoṅṅ.
31,"So the demons begged Jesus, “If you force us out, please send us into those pigs!”","Ni daimonioi le̱ kpale fai ame̱kē̱: Ke̱dši ofãwo̱ le̱, ṅmẽwo̱ gbe̱ ní wo̱yabote kplotoi aku le̱ mli."
32,"Jesus told them to go, and they went out of the men and into the pigs. All at once the pigs rushed down the steep bank into the lake and drowned.","Ni ekē̱ame̱ ake̱: Nyeyaä! Ni ame̱dše kpo ame̱yabote kplotoi aku le̱ mli; ni na, ku mū le̱ fẽ wo foi ke̱-dše̱ goṅ le̱ no̱ ke-yaſie ṅšo̱ le̱ mli, ni ame̱gboi ye̱ nu le̱ mli."
33,"The people taking care of the pigs ran to the town and told everything, especially what had happened to the two men.","Ni mei ní kwe̱o̱ame̱ le̱ dšo foi, ame̱te mã le̱ṅ ni ame̱yagba sãdši le̱ fẽ ke̱ mei ni daimonioi yo̱ ame̱mli le̱ anõ le̱ hũ."
17,"No one pours new wine into old wineskins. The wine would swell and burst the old skins. Then the wine would be lost, and the skins would be ruined. New wine must be put into new wineskins. Both the skins and the wine will then be safe. A Dying Girl and a Sick Woman (Mark","Asaṅ aṅõõ wein hē awoo woloto̱i memedši amli; no le̱ woloto̱i le̱ aafle̱, ni wein le̱ aaſie ši, ni woloto̱i le̱ aafite; ši wein hẽ le̱, woloto̱i hēi amli moṅ ake̱-woo̱, ni enyo̱ le̱ fẽ fitee. ("
26,News about this spread all over that part of the country. Jesus Heals Two Blind Men,Ni ne̱ke̱ sane ne̱ dšidse ye̱ dše̱i šikpoṅ mū le̱ fẽ no̱.
7,The man got up and went home.,Ni ete ši ete ewe.
27,"As Jesus was leaving that place, two blind men began following him and shouting, “Son of David, have pity on us!”","Ni beni Iesu dše dše̱i ehoo le̱, ſilafoi enyo̱ nyie ese̱ ni ame̱blo̱ö̱ ame̱kē̱o̱ ake̱: Nawo̱ mo̱bo̱, David bi!"
32,"As Jesus and his disciples were on their way, some people brought to him a man who could not talk because a demon was in him.","Ši beni nomei dšeo̱ kpo le̱, na, ake̱ mumui ko ní daimonio yo̱ emli ba eṅõ."
18,"While Jesus was still speaking, an official came and knelt in front of him. The man said, “My daughter has just now died! Please come and place your hand on her. Then she will live again.”","Beni ewieo̱ wiemo̱i ne̱ etšõo̱ame̱ le̱, na, onukpa ko ba bakotole̱ ekē̱: Mibiyō édše mli amrõ ne̱; ši ba ní obaṅõ onine oṅmẽ eno̱, ni ehĩe atsẽ."
22,"Jesus turned. He saw the woman and said, “Don't worry! You are now healed because of your faith.” At that moment she was healed.","Ši Iesu tšṍ ehe, ni beni enale̱ le̱ ekē̱: Biyō, hã otšui anyõ omli, ohemo̱-ke̱-yeli le̱ éhere oyiwala! Ni yō le̱ he wale ye̱ no ṅmle̱tſā le̱ no̱ noṅṅ."
33,"After Jesus had forced the demon out, the man started talking. The crowds were so amazed they began saying, “Nothing like this has ever happened in Israel!”","Ni beni efa daimonio le̱, mumui le̱ wie. Ni mei le̱ anā kpe̱ ame̱he ame̱kē̱: Anako ne̱ke̱ noko pẽṅ ye̱ Israel!"
15,Jesus answered: The friends of a bridegroom aren't sad while he is still with them. But the time will come when he will be taken from them. Then they will go without eating.,"Ni Iesu kē̱ame̱ ake̱: Ani yōkpēmo̱ le̱ he bialo̱i le̱ aanyẽ aye ṅko̱mo̱ gbĩĩ abo̱ ni ayemforowu le̱ ke̱ame̱ yo̱ le̱? Ši gbĩĩ aaba momo, ní aaṅõ *ayemforowu le̱ ke̱-adše ame̱teṅ ke̱-ate, ni no dãni ame̱ahĩ ṅmä. *Ioh."
16,No one uses a new piece of cloth to patch old clothes. The patch would shrink and tear a bigger hole.,"Ši moko eṅõõ mamanā hē etáá atade momo; edšake̱ noni aṅõ-tá ní kũle̱ aṅõ-tšĩ flo̱ le̱, yeo̱ atade le̱, ni flo̱ le̱ lē̱o̱ moṅ fè tšutšu le̱. Ioh."
21,"She had said to herself, “If I can just touch his clothes, I will be healed.”","Edšake̱ ekē̱ ye̱ emli ake̱: Ke̱dši miná *etade le̱ he mita ke̱ke̱ le̱, mihe aawami. *"
19,Jesus and his disciples got up and went with the man.,Ni Iesu te ši ni eke̱ ekaselo̱i le̱ nyie ese̱.
20,A woman who had been bleeding for twelve years came up behind Jesus and barely touched his clothes.,"Ni na, yō ko nī he yeo̱ ko̱ láfo̱semo̱ afii nyoṅma ke̱ enyo̱ le̱ badše ese̱gbe̱ eta etade nāmū le̱ he."
25,"But after the crowd had been sent out of the house, Jesus went to the girl's bedside. He took her by the hand and helped her up.","Ši beni aſie mei le̱, ete tšũ le̱ṅ, ni emo no nine ši, ni oblayō le̱ te ši."
28,"After Jesus had gone indoors, the two blind men came up to him. He asked them, “Do you believe I can make you well?” “Yes, Lord,” they answered.","Ši beni ebote šĩa le̱, ſilafoi le̱ ba eṅõ; ni Iesu biame̱ ake: Nyeheo̱ nyeyeo̱ ake̱ manyẽ ene̱ mafe lo? Ame̱kē̱le̱ ake: Hẽ, Nuṅtšo̱!"
29,"Jesus touched their eyes and said, “Because of your faith, you will be healed.”","Ke̱ke̱ ni etra ame̱hĩṅme̱ii le̱ ahe ni ekē̱: *Bo̱ni nyeheo̱ nyeyeo̱ le̱, áfe nakai ahãnye. *"
30,"They were able to see, and Jesus strictly warned them not to tell anyone about him.",Ni ame̱hĩṅme̱ii le̱ gble. Ni Iesu bo̱ame̱ ko̱ko̱ ake: Nyekakwe̱a ní moko mile!
31,But they left and talked about him to everyone in that part of the country. Jesus Heals a Man Who Could Not Talk,"Ši ame̱ le̱, beni ame̱dše dše̱i le, ame̱yadšie eyi ye̱ dše̱i niiaṅ fẽ."
35,Jesus went to every town and village. He taught in their synagogues and preached the good news about God's kingdom. Jesus also healed every kind of disease and sickness.,"Ni Iesu *kpa mãdši le̱ ke̱ akrowai le̱ fẽ no̱, ni etšõo̱ nii ye̱ ame̱kpēhei le̱, ni ešie̱o̱ maṅtše̱yeli le̱ he sanekpakpa le̱, ni etšáa hela-fẽ-hela ke̱ hedšramo̱-fë-hedšramo̱ ye̱ mã le̱ṅ. *"
36,"When he saw the crowds, he felt sorry for them. They were confused and helpless, like sheep without a shepherd.","Ši beni *ena mei babaō le̱, emũsŭṅ tšõle̱ ye̱ ame̱hewo̱, ake̱-ni eto̱ame̱ ni ame̱fe yuyā tamo̱ †tōi ní be̱ kwe̱lo̱ le̱. *"
37,"He said to his disciples, “A large crop is in the fields, but there are only a few workers.","Ke̱ke̱ ni ekē̱ ekaselo̱i le̱ ake̱: Nikpamo̱ le̱ fá moṅ, ši nitšulo̱i le̱ fáá. Luk."
38,Ask the Lord in charge of the harvest to send out workers to bring it in.”,"Nohewo̱ le̱ nyekpaä nikpamo̱ nuṅtšo̱ le̱ fai, koni ewo nitšulo̱i agbe ke̱-ba enikpamo̱ le̱ mli!"
19,"But when someone arrests you, don't worry about what you will say or how you will say it. At that time you will be given the words to say.","Ši ké̱ ame̱ṅõnye ke̱-te le̱, nyekahaoa nyehe ye̱ bo̱ni alo, noni nyeakē̱ hewo̱; ši aaṅõ noni nyeawie ahãnye ye̱ nakai ṅmle̱tſā le̱ mli noṅṅ. Luk."
21,"Brothers and sisters will betray one another and have each other put to death. Parents will betray their own children, and children will turn against their parents and have them killed.","Ši nyemi aaṅõ nyemi ahã gbĕle, ni tše̱ aaṅõ bi ahã, ni bii aate ši awo ame̱fo̱lo̱i ni ame̱ahã agbeame̱. K."
23,"When people mistreat you in one town, hurry to another one. I promise you before you have gone to all the towns of Israel, the Son of Man will come.","Ši ké̱ ame̱mīwaänye yi ye̱ mã ne̱ mli le̱, nyedšoa foi nyeyaä ekroko mli; ši le̱le̱ṅ, mīkē̱nye ake̱: Nyegbeṅ Israel mãdši le̱ fẽ nā *dãni gbomobi le̱ aaba. *"
28,"Don't be afraid of people. They can kill you, but they cannot harm your soul. Instead, you should fear God who can destroy both your body and your soul in hell.",Ni nyekašea mei ni gbeo̱ gbomotšo le̱ ní ame̱nyẽẽ susuma le̱ amegbe le̱ agbeyei; ši moṅ nyešea *moni nyẽo̱ susuma ke̱ gbomotšo fẽ hĩe ekpãtãa ye̱ gehena mli le̱ gbeyei. *Iak.
29,Aren't two sparrows sold for only a penny? But your Father knows when any one of them falls to the ground.,"Ani aflimatai enyo̱ le̱ dšee hĩebii nyoṅma ahõo̱ aheo̱? ši ame̱teṅ ekomeflo enyõṅ šikpoṅ, dša edše̱ nyetše̱ le̱ deṅ."
30,Even the hairs on your head are counted.,Ši nyeyiteṅtšo̱i po le̱ akane fẽ.
31,So don't be afraid! You are worth much more than many sparrows. Telling Others about Christ (Luke,Nohewo̱ le̱ nyekašea gbeyei; nyedšra wa āhũ fè aflimatai babaō.
32,"If you tell others you belong to me, I will tell my Father in heaven you are my followers.","Hewo̱ lo̱ mofẽmo ní gbaä mli tšĩo̱ mitã ye̱ gbomei ahĩe le̱, mi hũ magba mli matšĩ etã ye̱ mitše̱ ní yo̱ ṅwei le̱ hĩe."
34,"Don't think I came to bring peace to the earth! I came to bring trouble, not peace.","Nyekasusua ake̱ miba ní mabahã hedšo̱le̱ aba šikpoṅ le̱ no̱; dšee hedšo̱le̱ hãmo̱ miba, ši klante moṅ,"
35,"I came to turn sons against their fathers, daughters against their mothers, and daughters-in-law against their mothers-in-law.","Edšake̱ miba ní mabatše mo ke̱-dše etše̱ he, ke̱ biyō ke̱-dše enye he, ke̱ šāyō ke̱-dše ešāyō he."
36,Your worst enemies will be in your own family.,Ni modientše̱ šĩateṅbii aatšṍmo̱ ehenye̱lo̱i. Mika
37,"If you love your father or mother or even your sons and daughters more than me, you are not fit to be my disciples.","Moni do̱ö̱ tše̱ lo nye he fèmi le̱, esaami; ni moni do̱ö̱ binū lo biyō he fèmi le̱, esaami."
39,"If you try to save your life, you will lose it. But if you give it up for me, you will surely find it. Rewards (Mark","Moni bāa esusuma yi le̱, eelādšele̱; ni moni lādšeo̱ esusuma ye̱ mihewo̱ le̱, enine aaše̱ no̱. Luk."
42,"And anyone who gives one of my most humble followers a cup of cool water, just because that person is my follower, will be rewarded.","Ni mofẽmo ní aahã mei bibii ne̱ ateṅ mokome nu-hõ kpulu kome pe̱ enu ye̱ kaselo̱ gbe̱i ano̱ le̱, le̱le̱ṅ, mīkē̱nye ake enyõmo̱wo eṅmē̃ṅle gbĩkogbĩko."
7,"As John's followers were going away, Jesus spoke to the crowds about John: What sort of person did you go out into the desert to see? Was he like tall grass blown about by the wind?","Ši beni mene̱mei yaä le̱, Iesu bõi Iohane he wiemo̱ ke̱ mei babaō le̱ tšōmo̱ ake̱: Mẽ kwe̱mo̱ nyete ye̱ *ṅā le̱ no̱ le̱? dſe̱itšo ní kō̱yo̱ hosoo? *"
16,"You people are like children sitting in the market and shouting to each other,",Ši namo he maṅõ ne̱ke̱ yino̱bii ne̱ mato? Ame̱tamo̱ gbekẽbii ní trá dšadši ano̱ ni ame̱tšé̱tšé̱o̱ ame̱nanemei ake̱:
19,"But the Son of Man goes around eating and drinking, and you say, “That man eats and drinks too much! He is even a friend of tax collectors and sinners.” Yet Wisdom is shown to be right by what it does. The Unbelieving Towns (Luke","Gbomobi le̱ ba, ní *eyeo̱ nii ni esā enuo̱ noko le̱, ame̱kē̱ ake̱: Na, nū fulo̱ ke̱ dā̃nulo̱, ntōhelo̱i ke̱ ešafelo̱i ašientše̱ ne̱! Ni abu nilē le̱ bem ye̱ ebii le̱ anā."
23,"People of Capernaum, do you think you will be honored in heaven? You will go down to hell! If the miracles that took place in your town had happened in Sodom, it would still be standing.","Ni bo, *Kapernaum ní awó ono̱ ke̱-še̱ ṅwei le̱, gbohĩĩadše tō̃ aabao ši ke̱-ate; edšake̱ši hewale̱-nitšumo̱i ní atšu ye̱ omli le, aná atšu ye̱ Sodom dšikũle̱, emã ši ke̱-baši ṅmene̱. *"
24,So I tell you on the day of judgment the people of Sodom will get off easier than you. Come to Me and Rest (Luke,"Tše̱bele̱ mīkē̱nye ake̱, edšraṅ hãṅ Sodom šikpoṅ le̱ ye̱ kodšomo̱gbĩ le̱ no̱, tamo̱ bo."
26,"Yes, Father, this is what pleased you.","hē̃, Atā, bo̱ni sa ohĩe dši no."
27,"My Father has given me everything, and he is the only one who knows the Son. The only one who truly knows the Father is the Son. But the Son wants to tell others about the Father, so they can know him too.","Mitše̱ *étu nii fẽ ewo mideṅ; ni mokomoko lee bi le̱, ake̱ dša tše̱ le̱ ke̱ke̱; asaṅ tše̱ le̱ hũ, mokomoko leele̱, ake̱ dša bi le̱, ke̱ moni bi le̱ snmoo̱ ake̱ edšieo̱le̱ etšõo̱ le̱. *"
28,"If you are tired from carrying heavy burdens, come to me and I will give you rest.","Nyebaä miṅō, nye mei fẽ ní eto̱nye ni nyedšatšui fènye le̱, ni mahanye hedšō̱mo̱."
29,"Take the yoke I give you. Put it on your shoulders and learn from me. I am gentle and humble, and you will find rest.","Nyewoa mipã le̱ nyefõa nyeno̱, ni nyekaseami; ši mihe dšo̱, ni mibaã mihe ši ke̱-dše̱ mitsui mli; ni nyeaná hedšō̱mo̱ nyeahã nyesusumai le̱."
30,"This yoke is easy to bear, and this burden is light.","Edšake̱ mipã le̱ tẽremo̱ waa, ni *midšatšu le̱ etšii, *"
23,"The crowds were so amazed they asked, “Could Jesus be the Son of David?”",Ni asafoi le̱ fẽ nā kpe̱ amehe ni ame̱kē̱: Ani dšee David bi le̱ ne̱?
28,"But when I force out demons by the power of God's Spirit, it proves that God's kingdom has already come to you.","Ši ke̱dši mi le̱, Nyoṅmo̱ Mumo̱ le̱ nā *mifãa daimonioi le̱ ye̱ le̱, no le̱ ninamo̱ Nyoṅmo̱ maṅtše̱yeli le̱ eninanye le̱. *"
15,"When Jesus found out what was happening, he left there and large crowds followed him. He healed all of their sick,","Ši beni Iesu kpa ene̱ ši le̱, egbla ehe ši ke̱-dše dše̱i. Ni mei babaō nyie ese̱, ni etšáame̱ fẽ, Mar."
30,"If you are not on my side, you are against me. If you don't gather in the harvest with me, you scatter it.","Moni be̱ migbe̱fãṅ le̱, ši ete ewomi; ni moni ke̱mi buaa nā le̱, gbe̱ egbe̱o̱ eſã. Mar."
22,"Some people brought to Jesus a man who was blind and could not talk because he had a demon in him. Jesus healed the man, and then he was able to talk and see.",Ke̱ke̱ ni ake̱ moko ní daimonio yo̱ emli ní dši ſilafo ke̱ mumui fẽ ba eṅõ; ni etsále ní ſilafo ní dši mumui hũ le̱ wie ni ena nii.
25,"Jesus knew what they were thinking, so he said to them: Any kingdom where people fight each other will end up ruined. And a town or family that fights will soon destroy itself.","Ši noni Iesu yo ame̱dſẽṅmo̱i le̱, ekē̱ame̱ ake̱: Maṅtše̱yeli-fẽ-maṅtše̱yeli ni gbáa woo̱ le̱dientše̱ ehe le̱, edſaä; ni maṅ-fẽ-maṅ alo šĩa-fẽ-šĩa ní gbáa woo̱ le̱dientše̱ ehe le̱, edamo̱o̱ ši."
27,"If I use the power of Beelzebul to force out demons, whose power do your own followers use to force them out? Your followers are the ones who will judge you.","Ni ke̱dši mi le̱, Beelzebul nā mifãa daimonioi ye̱ le̱, nyebihĩĩ le̱, namo nā ame̱fãamo̱-ame̱ ye̱? Nohewo̱ le̱ ame̱ noṅṅ ame̱akodšonye."
43,"When an evil spirit leaves a person, it travels through the desert, looking for a place to rest. But when the demon doesn't find a place,","Ši mumo̱ fõṅ le̱, ké̱ edše gbomo mli le̱, eyanyiee hei gbĩdši etaoo hedšō̱mo̱, ši enáá eko."
45,"it goes off and finds seven other evil spirits even worse than itself. They all come and make their home there, and the person ends up in worse shape than before. That's how it will be with you evil people of today. Jesus' Mother and Brothers (Mark",Ke̱ke̱ le̱ eyaä ni eyaṅõo̱ mumo̱i krokomei kpawo ní dši meifõdši fēle̱ eke̱-fataä ehe; ni ame̱haã ame̱bahĩo̱ dše̱i; *ni nakai gbomo le̱ nāgbēšihĩle̱ le̱ tšṍo̱ eſõṅ fè kleṅkleṅnõ le̱. Nakai noṅṅ aafe yino̱ fõṅ ne̱ hũ. *
33,"A good tree produces good fruit, and a bad tree produces bad fruit. You can tell what a tree is like by the fruit it produces.","Nyete̱oa tšo kpakpa, ní ewo yibii kpakpai; alo nyete̱oa tšo fõṅ, ní ewo yibii fõdši; edšake̱ tšoyibii aṅõ-leo̱ tšo."
34,"You are a bunch of evil snakes, so how can you say anything good? Your words show what is in your hearts.","Nye šinõi aſiei! té aafe tēṅ ní nye mei ní nyedši meifõdši le̱, ní nyeanyẽ ekpakpa nyewieṅ? edšake̱ noni eyi tšui obõ ke-teke no̱ le̱, no noṅṅ nābu wieo̱."
36,"I promise you on the day of judgment, everyone will have to account for every careless word they have spoken.","Ši mīkē̱nye ake̱, yakawiemo̱-fẽ-yakawiemo̱ ní gbomei wieo̱ le̱, ame̱babu he akontā ye̱ kodšomo̱gbĩ le̱ no̱."
37,On that day they will be told they are either innocent or guilty because of the things they have said. A Sign from Heaven (Mark,"Ši owiemo̱i le̱ amli aadše̱ abuo bem, ni owiemo̱i le̱ amli aadše̱ abuo fo̱."
38,"Some Pharisees and teachers of the Law of Moses said, “Teacher, we want you to show us a sign from heaven.”","Ke̱ke̱ ni woloṅmãlo̱i ke̱ Farisifoi le̱ ateṅ meikomei here no̱ ni ame̱kē̱: Tšõlo̱, *wo̱mītao onine nā okadi ko wo̱kwe̱. *"
39,But Jesus replied: You want a sign because you are evil and won't believe! But the only sign you will get is the sign of the prophet Jonah.,"Ši ehere no̱ ekē̱ame̱ ake̱: Yino̱bii fõdši ke̱ gblãfitelo̱i mītao okadi; ši ahãṅame̱ okadi ko, ake̱ dša gbalo̱ Iona okadi le̱."
40,"He was in the stomach of a big fish for three days and nights, just as the Son of Man will be deep in the earth for three days and nights.","Edšake̱ bo̱ni Iona ye ſaneſane ke̱ nyōṅnyōṅ gbĩĩ etẽ ye̱ ṅšo̱ṅlō kpeteṅkple le̱ mũsũṅ le̱, nakai gbomobi le̱ aaye ſaneſane ke̱ nyōṅnyōṅ gbĩĩ etẽ ye̱ šikpoṅ le̱ tšui mli. Iona"
41,"On the day of judgment the people of Nineveh will stand there with you and condemn you. They turned to God when Jonah preached, and yet here is something far greater than Jonah.","Ninivehĩĩ le̱ aate ši awo ne̱ke̱ yino̱bii ne̱ ye̱ kodšomo̱ le̱ mli, ni ame̱abuame̱ fo̱; edšake̱ ame̱tšake ame̱tšuii ye̱ Iona šie̱mo̱ le̱ nā; ni na, moni fẽ Iona ye̱ bie̱. Iona"
42,"The Queen of the South will also stand there with you and condemn you. She traveled a long way to hear Solomon's wisdom, and yet here is something much greater than Solomon. Return of an Evil Spirit (Luke","Wuoyigbe̱ maṅnye le̱ aate ši awo ne̱ke̱ yino̱bii ne̱ ye̱ kodšomo̱ le̱ mli, ni eebuame fo̱; edšake̱ *edše̱ šikpoṅ le̱ nāgbēhe ebabo Salomo nilē le̱ toi; ni na, moni fè Salomo ye̱ bie̱. *"
44,"it says, “I will go back to the home I left.” When it gets there and finds the place empty, clean, and neat,","Ni ekē̱o̱ ake̱: Makũ mise̱ mate miwe heni midše̱ le̱. Ni ké̱ eba le̱, enaä ake̱ ekã ši eflo, ni abē̱ mli, ni awula mli."
46,"While Jesus was still speaking to the crowds, his mother and brothers came and stood outside because they wanted to talk with him.","Ši beni eke̱ asafoi le̱ wieo̱ lolo le̱, na, enye ke̱ enyemimei badamo̱ agbó le̱ nā ame̱mītao ame̱ke̱le̱ awie."
47,"Someone told Jesus, “Your mother and brothers are standing outside and want to talk with you.”","Ni moko bakē̱le̱ ake̱: Na, onye ke̱ onyemimei le̱ damo̱ agbó le̱ nā mitao ame̱ke̱o awie."
48,"Jesus answered, “Who is my mother and who are my brothers?”","Ši ehere no̱ ekē̱ moni bakē̱le̱ le̱ ake̱: Namo dši minye, ni namei dši minyemimei? Luk"
49,"Then he pointed to his disciples and said, “These are my mother and my brothers!","Ni ekpã enineṅ etšõ ekaselo̱i le̱ ekē̱: Na, minye ke̱ minyemimei ne̱!"
50,Anyone who obeys my Father in heaven is my brother or sister or mother.”,"Edšake̱ *mofẽmo ní aafe mitše̱ ní yo̱ ṅwei le̱ suomo̱nānii le̱, le̱ noṅṅ dši minyeminū ke̱ minyemiyō ke̱ minye. *Rom."
17,Many prophets and good people were eager to see what you see and to hear what you hear. But I tell you they did not see or hear. Jesus Explains the Story about the Farmer (Mark,"Edšake̱ le̱le̱ṅ, mīkē̱nye ake̱, gbaloi ke̱ dšalo̱i pī tao ní ame̱na nii ní nye-naä ne̱, ni ame̱yanaa, alo ní ame̱nu nii ní nyenuo̱ ne̱, ni ame̱yanuu."
23,The seeds that fell on good ground are the people who hear and understand the message. They produce as much as,"Ši moni adũ ye̱ šikpoṅ kpakpa no̱ le̱, le̱ dši moni nuo̱ wiemo̱ le̱ ni eyoo̱ se̱, ni esā ewoo̱ yibii hũ, ni ebaä, moko oha, moko hũ nyoṅmai-ekpa, ke̱ moko hũ nyoṅmai-etẽ."
26,"When the plants came up and began to mature, the farmer's servants could see the weeds.","Ši beni ekwẽ ni ewo yibii le̱, ke̱ke̱ le̱ dſe̱i le̱ hũ pue."
27,"The servants came and asked, “Sir, didn't you scatter good seed in your field? Where did these weeds come from?”","Ši šĩatše̱ le̱ tšũdši le̱ ha eṅõ babile̱ ake̱: Nuṅtšo̱, ani dšee dũmo̱nii kpakpai odũ ye̱ obō̱ le̱ mli le̱? nẽgbe̱ eke̱ dſe̱i ne̱ dše̱ mo̱?"
28,"“An enemy did this,” he replied. His servants then asked, “Do you want us to go out and pull up the weeds?”",Ši ekē̱ame̱ ake̱: Henye̱lo̱ ko bafe ene̱ ne̱. Ni etšũdši le̱ kē̱le̱ ake̱: Bĕle̱ ōsumo̱ ake̱ wo̱ya ní wo̱yafãmo̱ lo?
35,"So God's promise came true, just as the prophet had said, “I will use stories to speak my message and to explain things hidden since the creation of the world.” Jesus Explains the Story about the Weeds",koni noni *gbalo̱ le̱ wie le̱ aba mli ake̱: “Magble minā ye̱ abe̱buai amli; magba nii ní aṅõ-tē ke̱-dše̱ dšeṅ šišidšē le̱.” *Lal.
36,"After Jesus left the crowd and went inside, his disciples came to him and said, “Explain to us the story about the weeds in the wheat field.”",Ke̱ke̱ ni Iesu dšie asafoi le̱ agbe̱ ni ete šĩa le̱. Ni ekaselo̱i le̱ ba eṅõ bakē̱le̱ ake̱:. Tšõmo̱wo̱ abō̱ le̱ṅ dſe̱i le̱ he *abe̱bua le̱ šíši. *K.
37,Jesus answered: The one who scattered the good seed is the Son of Man.,Ni ehere no̱ ekē̱ame̱ ake̱: Dũmo̱nii kpakpai adũlo̱ le̱ dši gbomobi le̱;
38,"The field is the world, and the good seeds are the people who belong to the kingdom. The weeds are those who belong to the evil one,",abō̱ le̱ dši dše ne̱ṅ; *dũmo̱nii kpakpai le̱ dši maṅtše̱yeli le̱ṅ bii le̱; dſe̱i le̱ dši mofõṅ le bii le̱; *
39,"and the one who scattered them is the devil. The harvest is the end of time, and angels are the ones who bring in the harvest.",henye̱lo̱ ní dũame̱ le̱ dši abonsam; ṅmãkpamo̱be le̱ dši dše ne̱ṅ nāgbē le̱; ni ṅmā̃kpalo̱i le̱ dši ṅweibo̱foi.
40,Weeds are gathered and burned. That's how it will be at the end of time.,"Agbene bo̱ni abuaä dſe̱i anã ní ake̱ la šãa le̱, nakai noṅṅ aafe ye̱ dše ne̱n nāgbē le."
