verse_number,english_verse,translation_verse
13,"Gideon answered, “Please don't take this wrong, but if the Lord is helping us, then why have all of these awful things happened? We've heard how the Lord performed miracles and rescued our ancestors from Egypt. But those things happened long ago. Now the Lord has abandoned us to the Midianites.”","Ní Geedeeyɔn bí-u yii: «M gbāam̀-si, m-kpiliu. An yaa sá yii ti-Dindaan lafun bí ti-ceeyee, ba pu ní tin bí nee kɔkɔ bāań-ti? Atuŋkpaan ŋin ti-baabi nìn máafì-ti yii ti-Dindaan nìn ŋáaǹ ki tīī-bi u nín nìn nyántìń-bi Eejipiti tiŋkinee bí la sɔ̀? Too, kɔŋkɔnnee ti-Dindaan fātì u-boon ki tīī-ti, ní ki dū-ti ki ŋá Madiyan yab ŋaan.»"
14,"Then the Lord himself said, “Gideon, you will be strong, because I am giving you the power to rescue Israel from the Midianites.”","Niinee ní ti-Dindaan fātì u-watil pú ní ki bí-u yii: «Nì mpɔn ŋun a cáá nee, cùú já kí fīī Isirayeel yab Madiyan yab ŋaan! Man di kaa tú-saaa?»"
15,"Gideon replied, “But how can I rescue Israel? My clan is the weakest one in Manasseh, and everyone else in my family is more important than I am.”","Ní Geedeeyɔn bí-u yii: «M gbāam̀-si, m-kpiliu, mana ní m làá ŋmā kí fīī Isirayeel yab? Manasee naakookun ti nín pēē pēē mmaal puee, man maaliŋun yab di pátì. Kí kūtèe, man di pée sá kiwaŋwaai m-baa dicaŋkun.»"
16,"“Gideon,” the Lord answered, “you can rescue Israel because I am going to help you! Defeating the Midianites will be as easy as beating up one man.”",Ní ti-Dindaan kíí-u yii: «M làá nīn bí a-cee ní á já kí pɔ̄ɔkiǹ Madiyan yab kɔkɔ dicilpu kii bi sá unibambaantee.»
17,"Gideon said, “It's hard to believe that I'm actually talking to the Lord. Please do something so I'll know that you really are the Lord.","Ní Geedeeyɔn bí-u yii: «M yaa lafun ká diyimɔɔl a-ceeyee, á dàkà-mi kudaaŋŋu kubɔ ḿ béé yii tilafuŋman sii di bíi sòoǹ nì mi."
18,"And wait here until I bring you an offering.” “All right, I'll wait,” the Lord answered.","M gbāam̀-si, taa búntí. Á cīití-mi doo ḿ cù kí bɔ́ntiń m-saraau kí cáań kí yóoń a-nimbiin.» Ní ti-Dindaan kíí-u yii: «M làá cīití-si á cùú gítiń.»"
19,"Gideon went home and killed a young goat, then started boiling the meat. Next, he opened a big sack of flour and made it into thin bread. When the meat was done, he put it in a basket and poured the broth into a clay cooking pot. He took the meat, the broth, and the bread and placed them under the big tree.","Ní Geedeeyɔn nín kóò u-dumpu ki cūtìi cúú diŋɔbil ki kūū ki tɔ́kɔǹ, ki lēē ŋyim kiiloobi mmuŋku nì saalaa ki púĺ kpɔnɔb bin kaa cáá ŋkpɔnɔnyɔkɔee. U nìn bāaǹ tinan ki tākaǹ kukabikun, ki kpáatì tikun ki sītì dikumboolin ní ki yōoǹ kɔkɔ ki cáa nyántì teereebinti subu taapu ki yóoǹ ti-Dindaan nimbiin."
20,"God's angel said, “Gideon, put the meat and the bread on this rock, and pour the broth over them.” Gideon did as he was told.","Ní ti-Dindaan tuuŋŋu bí Geedeeyɔn yii: «Dū tinan nì kpɔnɔb bin kaa cáá ŋkpɔnɔnyɔkɔee kí páań ditaŋkpal nee pu, kí kpáatí tikun kí pɔ̀l̄ an pu.» Ní Geedeeyɔn ŋá míǹ."
21,"The angel was holding a walking stick, and he touched the meat and the bread with the end of the stick. Flames jumped from the rock and burned up the meat and the bread. When Gideon looked, the angel was gone.","Ní ti-Dindaan tuuŋŋuee tāntì ŋkpandɔ ŋun ŋu ŋúb́ee nyɔkɔpu ki gbēē tinan nì kpɔnɔb bin kaa cáá ŋkpɔnɔnyɔkɔee, ní ŋŋmi nyáń ditaŋkpal din pu an pée ki wùn̄ tinan nì kpɔnɔbee kɔkɔ múb. Niinee ní ti-Dindaan tuuŋŋuee wáŋkì Geedeeyɔn nimbiin."
22,Gideon realized that he had seen one of the Lord's angels. “Oh!” he moaned. “Now I'm going to die.”,"Niin ní Geedeeyɔn béè yii an sá ti-Dindaan tuuŋŋu, ní u téeń yii: «Óo, m-bɔlii na, m-Dindaan Unimbɔti. Ti-Dindaan tuuŋŋu ní m lafun wál̀ nì m-nimbiliŋ kpìrrr naa!»"
23,“Calm down!” the Lord told Gideon. “There's nothing to be afraid of. You're not going to die.”,"Ní ti-Dindaan bí-u yii: «Ŋgbansɔŋfi ń nīn bí a-cee! Taa fàŋkì báà tiba, aa làá kpú.»"
24,"Gideon built an altar for worshiping the Lord and called it “The Lord Calms Our Fears.” It still stands there in Ophrah, a town in the territory of the Abiezer clan. Gideon Tears Down Baal's Altar","Ní Geedeeyɔn máń nsaraafan ŋubɔ mpaan gbanti pu ki tīī ti-Dindaan ní ki pú-ŋu diyindi yii <Ti-Dindaan sá ŋgbansɔŋfi>. Nì díǹ pu nee, nsaraafan gbanti dáá gbíntìi yú Oofiraa, Abiyeeseer tiŋki kiba poon. Geedeeyɔn wīī diwaal Baal saraafaŋŋu"
25,"That night the Lord spoke to Gideon again: Get your father's second-best bull, the one that's seven years old. Use it to pull down the altar where your father worships Baal and cut down the sacred pole next to the altar.","Kunyeeu gbanti ní ti-Dindaan tùkū Geedeeyɔn yii: «Cúú a-baa najau dimaaliliitiil yau un cáá abin alulee. Míǹ boonee, á cùú gbá kí wīī a-baa waal Baal saraafaŋŋu, kí gāā ŋwindɔ ŋun bi cóoǹ nsaraafanee caŋinee."
26,"Then build an altar for worshiping me on the highest part of the hill where your town is built. Use layers of stones for my altar, not just a pile of rocks. Cut up the wood from the pole, make a fire, kill the bull, and burn it as a sacrifice to me.","Boonee á mā man a-Dindaan a-Nimbɔtiu nsaraafan ŋun sá mmɔntee kigbantaŋ nee pu. Á látí ŋwindɔ ŋun a gāāyee kí dūú kpāā ŋŋmi nsaraafan ŋun a máń-mi mpɔminee pu, ní kí dū dimaaliliitiil najauee kí ŋá saraawɔkaa kí tīī-mi.»"
27,"Gideon chose ten of his servants to help him, and they did everything God had said. But since Gideon was afraid of his family and the other people in Ophrah, he did it all at night.","Geedeeyɔn nìn lēē u-tɔntɔnliibi kansikin binib saalaa ní bi cūtìi ŋá ti-Dindaan nín nìn tùkū-u yii ú ŋá puee. Ama u nín nìn fàŋkí u-baa dicaŋkun yab nì binib bin kíǹ kitiŋinee puee, waa nìn ŋá min ní ti-Dindaan bí yii ú ŋée ŋwiimpu, kunyeeu ní u ŋá."
28,"When the people of the town got up the next morning, they saw that Baal's altar had been knocked over, and the sacred pole next to it had been cut down. Then they noticed the new altar covered with the remains of the sacrificed bull.","Kutaa wúntì kutaafaau pɔ̀lpɔl kitiŋin nib yíkèe ní ki dáań ki ká yii bi gbáń ki wīī diwaal Baal saraafaŋŋu, ki gāā ŋwindɔ ŋun nìn cɔ́ ŋu-caŋinee ní ki dū dimaaliliitiil najauee ki ŋá saraawɔkaa nsaraafan ŋun bi máń mpɔminee pu."
29,"“Who could have done such a thing?” they asked. And they kept on asking, until finally someone told them, “Gideon the son of Joash did it.”","Ní bi kíǹ ki bí ki bàlifī tɔb yii: «Ŋma di kalin nín ŋá mimmee?» Bi bālifì bālifì, ki nyàab̄ nyàab̄ee ní an dāa nyáń yii Joowaasi jipɔɔn Geedeeyɔn di ŋá míǹ."
30,"The men of the town went to Joash and said, “Your son Gideon knocked over Baal's altar and cut down the sacred pole next to it. Hand him over, so we can kill him!”","Ní kitiŋin nib bí Joowaasi yii: «Nyāntiń a-jipɔɔn doo tí kpɔ̀-u, kun puee u gbáń ki wīī diwaal Baal saraafaŋŋu ní ki gāā ŋwindɔ ŋun bi cóoǹ ŋu-caŋinee.»"
31,"The crowd pushed closer and closer, but Joash replied, “Are you trying to take revenge for Baal? Are you trying to rescue Baal? If you are, you will be the ones who are put to death, and it will happen before another day dawns. If Baal really is a god, let him take his own revenge on someone who tears down his altar.”","Ní Joowaasi kíí bin nìn yú u-cee niinee kɔkɔ yii: «Nimbi di làá sòoǹ diwaal Baal bɔti kí tīī-daaa? Nimbi di máaǹ kí jòoń-dàaa? Un kamaa di yaa mɔ́tì diwaal Baal puee máaǹ bí kpɔ̀-u ní kutaa ń nín wúntí. Diwaal Baal yaa lafun nyí yii di sá unimbɔtee, bi nín gbáń ki wīī di-saraafaŋŋuee, dí mɔ̄tì di-ba pu.»"
32,"That same day, Joash changed Gideon's name to Jerubbaal, explaining, “He tore down Baal's altar, so let Baal take revenge himself.” Gideon Defeats the Midianites","Ŋwiin gbanti ní bi nìn páaǹ Geedeeyɔn diyimpaaŋkaal yii <Yeerubaal> ki lī yii: «Diwaal Baal ń mɔ̄tì di-ba pu», kun puee u gbáń ki wīī di-saraafaŋŋu. Isirayeel yab bíi bɔ́ntí kí jáǹ Madiyan yab"
33,"All the Midianites, Amalekites, and other eastern nations got together and crossed the Jordan River. Then they invaded the land of Israel and set up camp in Jezreel Valley.","Madiyan yab nì Amaleeki yab nì ŋwìiń nyalaŋki pú timmu yab sòon̄ ki ŋá kinyɔɔbaantii, ki kóoǹní ki kpáfì, ki dūtì Jɔɔdan buŋŋu ní ki dɔ́miń ki ŋātì dijanjanaapaal Jisirayeel tantakalin ki kāl̀."
34,"The Lord's Spirit took control of Gideon, and Gideon blew a trumpet as a signal for the men in the Abiezer clan to follow him.",Ti-Dindaan Fam nìn gbí Geedeeyɔn ní u búń ŋyin ki yíiń Abiyeeseer maaliŋun yab ní bi-kɔkɔ yíkì ki páaǹ u-boon.
35,"He also sent messengers to the tribes of Manasseh, Asher, Zebulun, and Naphtali, telling the men of these tribes to come and join his army. Then they set out toward the enemy camp.",U nìn lēē binib ki tú bi yíiń Manasee naakookun yab kɔkɔ ní bi mun yíkìń ki páaǹ u-boon. Boonee ní u tú ituun Aseer nì Sabulɔn nì Neefitalii naakɔtin yab cee ní bi mun jɔ́m̀ ki túŋkì-bi nsanni.
37,"Gideon prayed to God, “I know that you promised to help me rescue Israel, but I need proof. Tonight I'll spread a sheep skin on the stone floor of that threshing-place over there. If you really will help me rescue Israel, then tomorrow morning let there be dew on the skin, but let the stone floor be dry.”","m làá kpátí ipii kuti ŋaabuŋu ki bíĺ mmɔŋki dijanjanaapaal pu. Kutaa yaa wúntì ní dimalindi yaa sɔ̄ŋkì ipii kuti ŋaabuŋu ama ní kaa sɔ̄ŋkì dijanjanaapaal laakin kíǹeeyee, mimmee m béè yii a lafun là kí dī man pu kí fīī Isirayeel yab, kii a nín lī puee dee.»"
38,"And that's just what happened. Early the next morning, Gideon got up and checked the sheep skin. He squeezed out enough water to fill a bowl.",Ní an ŋá min Geedeeyɔn lēe. Di sá kutaa wúntì u fīntì kutaafaau ki yōoǹ ipii kuti ŋaabuŋuee ki ŋmáaḿee ní nnyim nyáń ki gbí kisambinyɔkaai kimɔŋ.
39,"But Gideon prayed to God again. “Don't be angry with me,” Gideon said. “Let me try this just one more time, so I'll really be sure you'll help me. Only this time, let the skin be dry and the stone floor be wet.”","Ní Geedeeyɔn bí Unimbɔti yii: «Á taa fōō m-pu diŋuul, m láa gíti sòoǹ nì si diba. Pɔ̄-mi nsan ḿ gíti màkan̄ ipii kuti ŋaabuŋu makandee kí kpèè. Yàntī ipii kuti ŋaabuŋu ń nīn kūń ama ní dimalindi ń tɔ̄ kí sɔ̀ŋkì kitiŋ kɔkɔ dijanjanaapaal pu.»"
40,"That night, God made the stone floor wet with dew, but he kept the sheep skin dry.",Kunyeeu gbantee Unimbɔti tí ŋá Geedeeyɔn nín lī puee. U nìn yāntì ipii kuti ŋaabuŋuee kūń ama ní dimalindi tɔ́ ki sɔ̄ŋkì kitiŋ kɔkɔ dijanjanaapaal pu.
1,"Early the next morning, Gideon and his army got up and moved their camp to Fear Spring. The Midianite camp was to the north, in the valley at the foot of Moreh Hill.","Kutaa wúntì kutaafaau pɔ̀lpɔlee ní Geedeeyɔn un bi páaǹ diyindi yii Yeerubaalee yíkì u nì samaa kɔkɔ ki cūtìi ŋātì dijanjanaapaal Eeni Aroodi buŋŋu caŋin. Madiyan yab bíǹ naapaal nìn bínní ŋgan pú, Mooree gbantaŋki taapu, ditantakalin."
2,"The Lord said, “Gideon, your army is too big. I can't let you win with this many soldiers. The Israelites would think that they had won the battle all by themselves and that I didn't have anything to do with it.","Ní ti-Dindaan bí Geedeeyɔn yii: «Binib bin bí a-ceeyee wīikí tikpil ḿ dū Madiyan yab kí ŋá bi-ŋaan, kun puee Isirayeel yab dāa ŋūǹ kí gāā bi-bindi m-nimbiin kí lì yii: <Ti nì ti-pɔŋŋu ní ti jáń ki fīī ti-ba!>"
3,"So call your troops together and tell them that anyone who is really afraid can leave Mount Gilead and go home.” Twenty-two thousand men returned home, leaving Gideon with only","An puee á bāakì kí tùkù diniwul kɔkɔ yii: <Ni-kansikin un di yaa fàŋkí u-wunti gbáàyee, udaan ń gbèen̄ Galaadi jool pu doo kí fàtīí nīn gítí!>» Ní binib kutukub mmuŋku nì bili bātì samaa poon ki fātìi nín gítí ní an kíǹ binib kutukub saalaa."
10,"but if you're still afraid, you and your servant Purah should sneak down to their camp.","Ama a yaa fàŋkéee, sii nì a-tɔntɔnliu Puura ń dá láá nóó kí sìntī dijanjanaapaal watil pú dibalin."
4,"“Gideon,” the Lord said, “you still have too many soldiers. Take them down to the spring and I'll test them. I'll tell you which ones can go along with you and which ones must go back home.”","Ní ti-Dindaan tùkū Geedeeyɔn yii: «Binib nee dáá gbíntìi wīikí tikpil! Yàntī bí sìntī mbunni ḿ lútí bin làá nóó-see kí tīī-si. Un kamaa ní m yaa bí yii ú nóó-si kí cùee, udaan ń nóó-si. Un ní m yaa tí bí yii ú taa nóó-si kí cùee, udaan ń taa nóó-si.»"
5,"When Gideon led his army down to the spring, the Lord told him, “Watch how each man gets a drink of water. Then divide them into two groups—those who lap the water like a dog and those who kneel down to drink.”","Ní Geedeeyɔn yāntì binib nín sìntī mbunni ní ti-Dindaan bí-u yii: «Un kamaa làá dū u-limbil kí nyɔ̀ nnyim kii kibɔkɔ nín nyù puee, á gàntī udaan kí yóoń dijandi diba, ní kí gàntī un kamaa yaa gbāaǹ u-tabiŋyiliŋ pu ki nyùn̄ nnyimee kí yóoń dijandi diba mun.»"
6,"Three hundred men scooped up water in their hands and lapped it, and the rest knelt to get a drink.","Binib bin nìn dū bi-limbiliŋ ki nyùn̄ nnyim kii iboo nín nyù puee nìn kpáfì binib alaataa ata, ama binib bin nìn kíǹee kɔkɔ nìn gbāaǹ bi-tabiŋyiliŋ pu ní ki nyùn̄ nnyim."
7,"The Lord said, “Gideon, your army will be made up of everyone who lapped the water from their hands. Send the others home. I'm going to rescue Israel by helping you and your army of","Ní ti-Dindaan bí Geedeeyɔn yii: «Binib alaataa ata bin dū bi-limbiliŋ ki nyùn̄ nnyim nee pu ní m làá dī kí fīī-ni ní kí dū Madiyan yab kí ŋá a-ŋaan. Binib bin kíǹee bimbee, báà ŋma ń nīn kùǹ u-dumpu.»"
9,"That night, the Lord said to Gideon. “Get up! Attack the Midianite camp. I am going to let you defeat them,","Kunyeeu gbanti ní ti-Dindaan bí Geedeeyɔn yii: «Yīkì kí sìntī Madiyan yab naapaal pu kí jáǹ-bi, di sá yii m dū-bi ki ŋá a-ŋaan."
11,"When you hear what the Midianites are saying, you'll be brave enough to attack.” Gideon and Purah worked their way to the edge of the enemy camp, where soldiers were on guard duty.","A yaa bàn̄ niinee, a làá gbìl̄ tin binib bí ki sòoǹee. Án làá tīī-si kunyannyaau ní á ŋmā kí sìntī Madiyan yab naapaal pu kí cùú jáǹ-bi.» Niinee Geedeeyɔn nì u-tɔntɔnliu cōom̀ ki tin gūū Madiyan yab naapaal."
12,"The camp was huge. The Midianites, Amalekites, and other eastern nations covered the valley like a swarm of locusts. And it would be easier to count the grains of sand on a beach than to count their camels.","Madiyan yab nì Amaleeki yab nì ŋwìiń nyalaŋki pú timmu yab kɔkɔ nìn kpátìi gbí ditantakalin ní bɔ̀mmm, ki wīikí kii inaakitoonee. Baa nìn ŋūǹ kí kàaǹ bi-gutaamui gba, kun puee i nìn wīikí ní tikpil tikpil, kii tiŋku gbandi bul nín wīikí puee."
13,"Gideon overheard one enemy guard telling another, “I had a dream about a flat loaf of barley bread that came tumbling into our camp. It hit the headquarters tent, and the tent flipped over and fell to the ground.”","Ŋyunti ŋun Geedeeyɔn bàn̄ee, uninja ubɔ nìn bí ki máafí u-bɔɔ kudamintiiu kun u dámintèe. U nìn bíi lì yii: «Kpèè, m dáá pée dámintì kudamintiiu kubɔ dee. Kudamintiiu gbanti poonee, m ká ɔɔji kpɔnɔu ubɔ bí ki ŋàaǹ ki màntī Madiyan yab naapaal yilpu. Kpɔnɔee ŋàan̄ ki bàn̄ tanti ubɔ ní ki yá-u ki lúkú ní u lábitì ki cìb̄ kitiŋ.»"
14,"The other soldier answered, “Your dream must have been about Gideon, the Israelite commander. It means God will let him and his army defeat the Midianite army and everyone else in our camp.”","Ní u-bɔɔ kíí-u yii: «Án sɔ̄ kí lā, an máaǹ ki pée sá uisirayeelja Joowaasi jipɔɔn Geedeeyɔn tàataajiki ní a dámintì. Unimbɔti dū Madiyan yab nì bi-janjanaapaal kɔkɔ ki ŋá u-ŋaan dee.»"
15,"As soon as Gideon heard about the dream and what it meant, he bowed down to praise God. Then he went back to the Israelite camp and shouted, “Let's go! The Lord is going to let us defeat the Midianite army.”","Geedeeyɔn nín gbìl̄ bi máafì kudamintiiuee pu nì bi nín lēē ku-taapu mun puee, ní u gbāaǹ u-tabiŋyiliŋ pu ki jáam̀ Unimbɔti. Boonee ní u yíkì ki nín gítí Isirayeel yab naapaal pu ki bàn̄ee ki bí-bi yii: «Ní yīkìmaan, kun puee ti-Dindaan dū Madiyan yab nì bi-naapaal ki ŋá ni-ŋaan!» Geedeeyɔn jáń ki pɔ́ɔkiǹ Madiyan yab"
18,"Gideon said, “When we get to the enemy camp, spread out and surround it. Then wait for me to blow a signal on my trumpet. As soon as you hear it, blow your trumpets and shout, ‘Fight for the Lord! Fight for Gideon!’ ”","M làá búń ŋyin, man nì bin làá nīn bí m-ceeyee kɔkɔ. Ni mun ń búń iyin míǹ mbaantiim, kí nīn còom̄ ki màntīi gɔ́ǹ dijanjanaapaal ki tátí ki lì yii: <Ti-Dindaan yindi pu nì Geedeeyɔn yindi pu!>»"
19,"Gideon and his group reached the edge of the enemy camp a few hours after dark, just after the new guards had come on duty. Gideon and his soldiers blew their trumpets and smashed the clay jars that were hiding the torches.","Geedeeyɔn nì u-yab binib dilaataal bin nìn nóó-uee nìn bàn̄ Madiyan yab naapaal caŋin kunyataasiiu búmbum ní. Ŋyunti gbantee bi nìn kpántì bijanjaliibi bin fōō bikpikib bin nìn dáá kpákatì sintil pu kpalaayee dee. Di sá ní Geedeeyɔn nì u-yab nìn kíĺ ki bíi búǹ iyin, ki fátí ki wìil̄ mbamu mun bi nìn ŋúb́ee."
20,"The rest of Gideon's soldiers blew the trumpets they were holding in their right hands. Then they smashed the jars and held the burning torches in their left hands. Everyone shouted, “Fight with your swords for the Lord and for Gideon!”","Niinee ní akiti atee kíĺ ki bíi búǹ iyin ki fátí ki wìil̄ mbamu. Bi nìn ŋúb́ iŋminaapool ŋŋaŋgan ní ki ŋúb́ iyin ŋŋaŋgiil ki búǹ, ní ki nìn tátí mpɔn ki lì yii: «Tí jámaan ti-Dindaan yindi pu nì Geedeeyɔn yindi pu!»"
21,The enemy soldiers started yelling and tried to run away. Gideon's troops stayed in their positions surrounding the camp,"Isirayeel yab māntìi gɔ́ń Madiyan yab naapaal míǹ, báà ŋma gbíntìi yú u-paaŋŋu. Dijanjanaapaal puee, báà ŋma nìn kíĺ ki bíi sáń ki tátí an kɔkɔ pu ki nyàab̀ kí ŋmátí."
22,"and blew their trumpets again. As they did, the Lord made the enemy soldiers pull out their swords and start fighting each other. The enemy army tried to escape from the camp. They ran to Acacia Tree Town, toward Zeredah, and as far as the edge of the land that belonged to the town of Abel-Meholah near Tabbath.","Ŋyunti ŋun Isirayeel yab binib alaataa atee bí ki búǹ iyinee, ní ti-Dindaan yāntì dijanjanaapaal kɔkɔ puee báà ŋma kíǹ ki fàtī u-tàataajiki ki sàatī u-juti. Ní binib kɔkɔ sáǹ ki kátì ki tin bàn̄ Beeti-Siita tiŋki, ki gítí Seereera tiŋki watil pú, ní ki yōoǹ ki tin cáa gūū Abeel-Meewoola tiŋki, Tabaati tiŋki caŋin."
23,"Gideon sent word for more Israelite soldiers to come from the tribes of Naphtali, Asher, and both halves of Manasseh to help fight the Midianites.","Niinee ní bi yíiń Isirayeel yab bininjab bin sá Neefitalii nì Aseer nì Manasee naakɔtinee, ní bi kùl̄ ki páaǹ Madiyan yab boon."
24,"He also sent messengers to tell all the men who lived in the hill country of Ephraim, “Come and help us fight the Midianites! Put guards at every spring, stream, and well, as far as Beth-Barah before the Midianites can get to them. And guard the Jordan River.” Troops from Ephraim did exactly what Gideon had asked,","Geedeeyɔn nìn lēē binib ki tú Eefiraayiim jooŋŋi pu bí cùú bāakì kí tùkù bin kóò niinee yii: «Ní sìntīmaan kí tūŋkì Madiyan yab, kí péeǹ-bi kí jī mpaan anyimbɔbil nì inyimbul kɔkɔn, kí yòon̄ kí tin cáá sāā Beeti-Baara tiŋki nì Jɔɔdan buŋŋu.» Míǹ ní bi yíiń Eefiraayiim yab bininjab kɔkɔ ki kpáfì ní bi cūtìi jíń mpaan anyimbɔbil nì inyimbul kɔkɔn, ki yōoǹ ki tin cáa sāā Beeti-Baara tiŋki nì Jɔɔdan buŋŋu."
25,"and they even helped chase the Midianites on the east side of the Jordan River. These troops captured Raven and Wolf, the two Midianite leaders. They killed Raven at a large rock that has come to be known as Raven Rock, and they killed Wolf near a wine-pit that has come to be called Wolf Wine-Pit. The men of Ephraim brought the heads of the two Midianite leaders to Gideon.",Bi nìn cúú Madiyan kpilib bili. Bi nìn yíì ubɔ Ooreeb ní ki yíì un kíǹee Seeyeeb. Bi nìn kūū Ooreeb laakin bi yíì yii Ooreeb Taŋkpalee ní ki kūū Seeyeeb laakin bi yíì yii Seeyeeb Bɔbil din poon bi tà fiinyi biliŋ ki lèekī ndamamee. Bi kūū bikpilib gbanti liitil míǹ ki dóòyee ní ki nìkī ki jìn̄ Madiyan yab ki dūtì Jɔɔdan buŋŋu. Bi nìn ŋúbiń Ooreeb nì Seeyeeb yiliŋ ki nyánní lapu pu buŋgbandi ki cáań ki tīī Geedeeyɔn.
1,"But the men were really upset with Gideon and complained, “When you went to war with Midian, you didn't ask us to help! Why did you treat us like that?”","Niinee ní Eefiraayiim yab bālifì Geedeeyɔn yii: «Ba bɔti ní a ŋá-ti mimmee? A nín cá kí jáǹ Madiyan yabee, ba ŋá ní aa yíiń-ti?» Bi nìn nyáń u-pu an kaa kítì."
2,"Gideon answered: Don't be upset! Even though you came later, you were able to do much more than I did. It's just like the grape harvest: The grapes your tribe doesn't even bother to pick are better than the best grapes my family can grow.","Ní Geedeeyɔn kíí-bi yii: «Tin man ŋée kɔkɔ téé tin nimbi ŋá neeee? Nimbi Eefiraayiim yab nín ŋá tin nee, báà an yaa kaa pée náaǹ gba, an kaa jítiǹ man nì m-nabiyaamu Abiyeeseer yab nín ŋá tin kɔkɔee kpataaa puɔɔɔ?"
3,"Besides, God chose you to capture Raven and Wolf. I didn't do a thing compared to you. By the time Gideon had finished talking, the men of Ephraim had calmed down and were no longer angry with him. Gideon Finishes Destroying the Midianite Army",Nimbi ŋaan ní Unimbɔti dū Madiyan yab kpilib Ooreeb nì Seeyeeb ki ŋá. Ba ní man ŋúń ki ŋá kí dūú ŋmàntīǹ tin nimbi ŋée?» Geedeeyɔn nín sòon̄ an nyɔɔbundee ní bi-ŋuul sɔ̄ŋkì u-pu. Geedeeyɔn bí Jɔɔdan buŋŋu ŋwìiń nyalaŋki pú
5,"The town of Succoth was nearby, so he went there and asked, “Please give my troops some food. They are worn out, but we have to keep chasing Zebah and Zalmunna, the two Midianite kings.”","Bi bàn̄ Sukooti tiŋkinee ní Geedeeyɔn bí niin yab yii: «M gbāam̀-ni, ní tīīmaan binib bin nóó-mi nee tijin bí jī, kun puee bi gīī tikpil. M bíi jì Madiyan yab bɔtiibi Seeba nì Salmuuna boon ní.»"
6,"The town leaders of Succoth answered, “Why should we feed your army? We don't know if you really will defeat Zebah and Zalmunna.”",Ama ní Sukooti kpilib kíí-u yii: «Seeba nì Salmuuna gíti dáá kɔ́ a-ŋaan ní timbi ń tīī a-janjaliibi tijin bí jāaa?»
7,"“Just wait!” Gideon said. “After the Lord helps me defeat them, I'm coming back here. I'll make a whip out of thorns and rip the flesh from your bones.”","Ní Geedeeyɔn bí-bi yii: «Too, an ŋān̄. Ní nīn nyí yii ti-Dindaan yaa dū Seeba nì Salmuuna ki ŋá m-ŋaanee, m làá dāá gítiń kí dū ikuŋkuŋfi in nyēē kuteeunee nì abɔjanaakun kí gbá-ni.»"
8,"After leaving Succoth, Gideon went to Penuel and asked the leaders there for some food. But he got the same answer as he did at Succoth.",U yíkì ki nín jɔ́ḿ Peenuyeel tiŋkin ki bàn̄ ki sòon̄ niin yab tibɔbaantiilee ní Peenuyeel yab mun kíí-u kii Sukooti yab nín kíí-u puee.
9,"“I'll come back safe and sound,” Gideon said, “but when I do, I'm going to tear down your tower!”","Ní u bí Peenuyeel yab mun yii: «M yaa fātìi gítìń nì laafiya, m làá gbá kí wīī ni-difɔkɔku kun bí nee!»"
15,"Gideon went to the town officials and said, “Here are Zebah and Zalmunna. Remember how you made fun of me? You said, ‘We don't know if you really will defeat those two Midianite kings. So why should we feed your worn-out army?’ ”","Ní Geedeeyɔn nín cá Sukooti tiŋki yab cee ki bàn̄ ki bí-bi yii: «Ni téetí yii ni nìn sīī-mi ki lī yii: <Seeba nì Salmuuna gíti dáá kɔ́ a-ŋaan ní timbi ń tīī a-janjaliibi bin gīīyee tijin bí jāaa?> Too, Seeba nì Salmuuna gbanti sɔ̀!»"
12,"and the enemy panicked. Zebah and Zalmunna tried to escape, but Gideon chased and captured them.","Seeba nì Salmuuna nìn sáǹ ki kátì, ama ní Geedeeyɔn kùl̄ ki páaǹ Madiyan bɔtiibi bili gbanti boon áli ki tin cúú-bi. U nìn yāntì dinyoondi kɔ́ bi-janjakitil kɔkɔ."
13,"After the battle, Gideon set out for home. As he was going through Heres Pass,","Joowaasi jipɔɔn Geedeeyɔn nín nìn nyánní kujaau ki fàtīi gítińee, u nìn dūu dīń Eereesi gbantaŋki pú ní."
14,"he caught a young man who lived in Succoth. Gideon asked him who the town officials of Succoth were, and the young man wrote down",U bāań Sukooti tiŋkinee ní ki cúú niin naacimpɔmbiki kiba ki yóoǹ ní ki bālifì-kì Sukooti yab kpilib nì bi-tindaŋkpilib yiŋŋi ní kinaacimpɔmbikee dūu ŋmàn̄ ŋgban pu ki tīī-u. Bi nìn sá binib imuŋku ita nì saalaa ní.
16,Gideon made a whip from thorn plants and used it to beat the town officials.,"Geedeeyɔn lī mimmee ní ki cúú Sukooti yab kpilib, ní ki yōoǹ ikuŋkuŋfi in nyēē kuteeunee nì abɔjanaakun ki dūu dáaĺ Sukooti yab tafal ní an bàn̄-bi tiŋan pu."
17,"Afterwards he went to Penuel, where he tore down the tower and killed all the town officials.","U nìn gbáń ki wīī Peenuyeel tiŋki mun difɔkɔku, ní ki pɔ̄fì ki-nib."
18,"Then Gideon said, “Zebah and Zalmunna, tell me about the men you killed at Tabor.” “They were a lot like you,” the two kings answered. “They were dignified, almost like royalty.”",Míǹ boonee ní u bālifì Seeba nì Salmuuna yii: «Binib bin ni nìn kūū Tabɔɔr jool puee nìn bí mana ní?» Ní bi kíí-u yii: «Bi nìn bí kii sii mun nín pée bí pu nan ní. Bi-kɔkɔ nìn bí kii bɔtiijabee ní.»
