verse_number,english_verse,translation_verse
31,"Our Lord, we pray that all your enemies will die like Sisera. But let everyone who loves you shine brightly like the sun at dawn. Midian Steals Everything from Israel There was peace in Israel for about","Enyɛnpe Ebɔrɛ, shin nɛ fo doŋana kikɛ e mur fanɛ Sisɛra na! Ama shin nɛ bekama nɛ baa sha fo na e baa du fanɛ epeŋi ka bee pete na! Ndoŋ nna nɛ kayurwushi naŋ ba efuli na so beeŋ wora nfɛ adena."
1,"Then once again the Israelites started disobeying the Lord, so he let the nation of Midian control Israel for seven years.",Nɛ Israɛlebi na naŋ wora alubi n da Enyɛnpe Ebɔrɛ na so nɛ e shin nɛ Midianebi pɔɔ bumo so. Nfɛ ashunu nɛ Israɛlebi na bee shuŋ bumo.
2,The Midianites were so cruel that many Israelites ran to the mountains and hid in caves.,"Ŋkpal Midianebi na ka daa chɔ Israɛlebi na eleŋ ga so, Israɛlebi na daŋ fin mboŋ nna ŋ ŋana ashi abeelaŋ to nɛ abeeana so nɛ mboŋ nɛ basa maaŋ wu bumo."
3,"Every time the Israelites planted crops, the Midianites invaded Israel together with the Amalekites and other eastern nations.","Jemanɛ kikɛ nɛ Israɛlebi na baŋ ya dɔ n duu bumo be adɔjibi, Midianebi nɛ Amalɛkebi nɛ basa nɛ b wɔ keshishɛrsawule be epeŋilarkpa be kaba so na, bee ba nna m ba kaa kɔ bumo."
5,"They rode in on their camels, set up their tents, and then let their livestock eat the crops as far as the town of Gaza. The Midianites stole food, sheep, cattle, and donkeys. Like a swarm of locusts, they could not be counted, and they ruined the land wherever they went.","Bumo be asɔbɔya nɛ ewajɛbu kikɛ nɛ b kɔ a ba. Bumo be keba du fanɛ elotɔr ka kaa nna a ba. K du kpakpa nɛ esa e tiŋ ŋ karga bumo m pin kananɛ bumo nɛ bumo be enyɔma sa. Baa ba nna m ba ka jija kasawule na,"
7,"The Midianites took almost everything that belonged to the Israelites, and the Israelites begged the Lord for help.","Ndoŋ nna nɛ Israɛlebi na shu n tre Enyɛnpe Ebɔrɛ nɛ e chɛ bumo to ŋ kɔ Midianebi,"
9,"Then the Lord sent a prophet to them with this message: I am the Lord God of Israel, so listen to what I say. You were slaves in Egypt, but I set you free and led you out of Egypt into this land. And when nations here made life miserable for you, I rescued you and helped you get rid of them and take their land.","Ma e suge menyi Ijiptebi be enɔ to nseŋ kɔ m pɔɔ men doŋana so n sa menyi. Jemanɛ nɛ menyee yɔ na, ma e ju bumo kasawule na so nseŋ sɔ kumo n sa menyi."
10,"I am your God, and I told you not to worship Amorite gods, even though you are living in the land of the Amorites. But you refused to listen. The Lord Chooses Gideon","Ma alɛ e kaŋɛ menyi na fanɛ ma e la Enyɛnpe, menyi be Ebɔrɛ na, men sa maŋ kaŋ shuŋ Amɔriebi nɛ men tase bumo be kasawule so ere be agbirana. Ama menyi maŋ nu n sa ma.”"
11,"One day an angel from the Lord went to the town of Ophrah and sat down under the big tree that belonged to Joash, a member of the Abiezer clan. Joash's son Gideon was nearby, threshing grain in a shallow pit, where he could not be seen by the Midianites.","Kachako nɛ Enyɛnpe Ebɔrɛ na be malaika ba kadebi nɛ baa tre Ofra na nseŋ ba chena kedibigboŋ ko be kifito ashi kanyɛn ko nɛ baa tre Joash, nɛ e shi Abiyeza be kabuna na be kelɔnɛ so. Loŋ be saŋɛ na nɛ Joash pibinyɛn, Gidiɔn malɛ ŋana e bri ayu kegoro so, saŋɛ na so Midianebi na maaŋ wu mo."
12,"The angel appeared and spoke to Gideon, “The Lord is helping you, and you are a strong warrior.”","Ndoŋ nna nɛ malaika na lar Gidiɔn so nseŋ kaŋɛ mo: “Enapo lempo, Enyɛnpe Ebɔrɛ na wɔ fo kutɔ!”"
13,"Gideon answered, “Please don't take this wrong, but if the Lord is helping us, then why have all of these awful things happened? We've heard how the Lord performed miracles and rescued our ancestors from Egypt. But those things happened long ago. Now the Lord has abandoned us to the Midianites.”","Nɛ Gidiɔn malɛ yɛ: “Gafra, shin nɛ ŋ kule m bishi, nɛ fanɛ Enyɛnpe Ebɔrɛ na wɔ anyi kutɔ, manɛ nna nɛ le be asheŋ ere kikɛ bee tu anyi? Nnɛ nɛ mbe emamachisheŋ nɛ an tutoana bee ji amo be asheŋ na yɔ? B yɛ, Enyɛnpe Ebɔrɛ na e lara anyi ashi Ijipt be efuli so m ba nfe. Ama naniere Enyɛnpe Ebɔrɛ na kplaŋ anyi so nna n sa Midianebi na.”"
14,"Then the Lord himself said, “Gideon, you will be strong, because I am giving you the power to rescue Israel from the Midianites.”",Ndoŋ nna nɛ Enyɛnpe Ebɔrɛ na gbagba kaŋɛ mo: “Ta eleŋgboŋ nɛ fo kɔ ere n ya kɔ n sɔ Israɛlebi na ashi Midianebi na be enɔ to. Ma e naa shuŋi fo!”
15,"Gideon replied, “But how can I rescue Israel? My clan is the weakest one in Manasseh, and everyone else in my family is more important than I am.”","Nɛ Gidiɔn kaŋɛ: “Enyɛnpe Ebɔrɛ, nuso nɛ ma alɛ le beeŋ tiŋ n yɔ n ya mɔlga Israɛl? Ma kabuna e maŋ kɔ eleŋ ashi Manase be yiri ebi kikɛ to. Ma alɛ e la kebibi ashi ma kanaŋ to.”"
16,"“Gideon,” the Lord answered, “you can rescue Israel because I am going to help you! Defeating the Midianites will be as easy as beating up one man.”",Ndoŋ nna nɛ Enyɛnpe Ebɔrɛ na naŋ kaŋɛ mo le: “Ma e naaŋ chɛ fo to nɛ fo tiŋ m pɔɔ Midianebi na kikɛ so fanɛ b ka la esa koŋwule na.”
17,"Gideon said, “It's hard to believe that I'm actually talking to the Lord. Please do something so I'll know that you really are the Lord.","Nɛ Gidiɔn naŋ kaŋɛ: “Nɛ k la kashenteŋ fanɛ fo e naaŋ chɛ ma to bre, kumo ere fo sa ma tɔɔnɛ ko nɛ m pin fanɛ fo Enyɛnpe Ebɔrɛ na gbagba e naa malga ŋ kutɔ na."
18,"And wait here until I bring you an offering.” “All right, I'll wait,” the Lord answered.","Jande, jo ma nɛ m bar ma kakɛ ere m ba sa fo pɔɛŋ nɛ fo baa yɔ.” Nɛ Enyɛnpe Ebɔrɛ na kaŋɛ: “Meeŋ jo nɛ fo yɔ m ba.”"
19,"Gideon went home and killed a young goat, then started boiling the meat. Next, he opened a big sack of flour and made it into thin bread. When the meat was done, he put it in a basket and poured the broth into a clay cooking pot. He took the meat, the broth, and the bread and placed them under the big tree.",Ndoŋ nna nɛ Gidiɔn yɔ mbe laŋ to n ya mɔ kaboelote fɔlbi n daŋɛ nseŋ ta nyifu beeŋ wora kilo kudu n wora bodobodo nɛ yiisi maŋ wɔ amo to. Kumo be kaman nɛ e ta eblaŋ na nɛ amo be epuchu kikɛ n wɔtɔ kapuliya to n taga kelantaŋɛ to n sulɔ m ba sa Enyɛnpe Ebɔrɛ be malaika na ashi kedibigboŋ na be kifito.
20,"God's angel said, “Gideon, put the meat and the bread on this rock, and pour the broth over them.” Gideon did as he was told.",Nɛ Enyɛnpe Ebɔrɛ be malaika na kaŋɛ mo: “Ta eblaŋ na nɛ bodobodo na n deŋi kefalta ere so nseŋ chulgi epuchu na ŋ wurge amo so.” Nɛ Gidiɔn wora loŋ.
21,"The angel was holding a walking stick, and he touched the meat and the bread with the end of the stick. Flames jumped from the rock and burned up the meat and the bread. When Gideon looked, the angel was gone.","Ndoŋ nna nɛ Enyɛnpe Ebɔrɛ na be malaika na teŋi mbe kekpabi nɛ k bɔɔ mo enɔ na m beta eblaŋ na nɛ bodobodo na nɛ edɛ shi kefalta na to n suse m pɛ amo nɛ a chɔɔ m mur. Epul na to, Gidiɔn maŋ naŋ wu malaika na."
23,“Calm down!” the Lord told Gideon. “There's nothing to be afraid of. You're not going to die.”,Ama le nɛ Enyɛnpe Ebɔrɛ na kaŋɛ mo: “Shin nɛ fo kagbene e dese fo! Sa maa lɔ kufu. Fo maaŋ wu.”
24,"Gideon built an altar for worshiping the Lord and called it “The Lord Calms Our Fears.” It still stands there in Ophrah, a town in the territory of the Abiezer clan. Gideon Tears Down Baal's Altar","Kumo be kaman nɛ Gidiɔn pɔr bɔrɛsure n yili nseŋ nase ndoŋ ketre fanɛ: “Enyɛnpe Ebɔrɛ na la kayurwushiwura nna.” Hale nɛ mbre, bɔrɛsure na kraa yil Ofra nɛ k wɔ Abiyeza be kabuna ebi be kasawule so na."
25,"That night the Lord spoke to Gideon again: Get your father's second-best bull, the one that's seven years old. Use it to pull down the altar where your father worships Baal and cut down the sacred pole next to the altar.",Kumo be kanyɛso nɛ Enyɛnpe Ebɔrɛ na naŋ ba kaŋɛ Gidiɔn: “Ya keni fo tuto be kenalu to n lara gbolu nɛ e fo nfɛ ashunu na nseŋ bure mbe kegbirsure nɛ e pɔr n yili Baal na nseŋ naŋ tia kegbirche Ashira be kedibi tenteŋ nɛ k yil m mata kumo na n lɛ.
26,"Then build an altar for worshiping me on the highest part of the hill where your town is built. Use layers of stones for my altar, not just a pile of rocks. Cut up the wood from the pole, make a fire, kill the bull, and burn it as a sacrifice to me.",Kumo be kaman nɛ fo pɔr bɔrɛsure nɛ k daga n sa Enyɛnpe fo Ebɔrɛ na ketempreŋ ere so. Feeŋ ta Ashira be kedibi na m ba kpal to m puga edɛ nseŋ mɔ gbolu na n chɔɔ kumo so n lara sarga n sa ma.”
27,"Gideon chose ten of his servants to help him, and they did everything God had said. But since Gideon was afraid of his family and the other people in Ophrah, he did it all at night.","Ndoŋ nna nɛ Gidiɔn keta mbe nyɛrbi kudu n ya wora kusɔ nɛ Enyɛnpe Ebɔrɛ na kaŋɛ mo na. Ama ŋkpal e ka daa ŋana mbe kanaŋ to ebi nɛ kade na to ebi so, kanyɛso nɛ e daŋ wora loŋ."
28,"When the people of the town got up the next morning, they saw that Baal's altar had been knocked over, and the sacred pole next to it had been cut down. Then they noticed the new altar covered with the remains of the sacrificed bull.","Kade na to ebi ka koso kachipurso nɛ Baal be kegbirsure bure a dese nɛ kegbir cheso Ashira be kedibi tenteŋ nɛ k yil m mata kumo na malɛ gba, kuya to. Kumo be kaman nɛ b naŋ wu fanɛ b ta gbolu gba n chɔɔ n lara sarga bɔrɛsure popɔr ko so."
29,"“Who could have done such a thing?” they asked. And they kept on asking, until finally someone told them, “Gideon the son of Joash did it.”","Ndoŋ nna nɛ b fara a bishi abar: “Wanɛ e wora le?” Nɛ b kaŋɛ bumo fanɛ Joash pibinyɛn, Gidiɔn e wora loŋ."
30,"The men of the town went to Joash and said, “Your son Gideon knocked over Baal's altar and cut down the sacred pole next to it. Hand him over, so we can kill him!”","Nɛ b ya kaŋɛ Joash: “Shin nɛ fo pibinyɛn na e lar m ba. E daga luwu, ŋkpal manɛ so, mo e ya bure Baal be kegbirsure nseŋ naŋ ku Ashira be kedibi nɛ k yil m mata kumo na n lɛ na.”"
31,"The crowd pushed closer and closer, but Joash replied, “Are you trying to take revenge for Baal? Are you trying to rescue Baal? If you are, you will be the ones who are put to death, and it will happen before another day dawns. If Baal really is a god, let him take his own revenge on someone who tears down his altar.”","Nɛ Joash kaŋɛ basa nɛ b diewu m ba na le: “Menyee sha kekɔ n sa Baal nna a? Menyee sha kumɔlga mo nna a? Ta a ba kachipurso, fo kama nɛ fee sha kekɔ n sa Baal beeŋ wu! Nɛ Baal la kegbir kashenteŋto nna, mo gbagba beeŋ kɔ esa kama nɛ e bure mbe kegbirsure na n sa mbe kumu.”"
32,"That same day, Joash changed Gideon's name to Jerubbaal, explaining, “He tore down Baal's altar, so let Baal take revenge himself.” Gideon Defeats the Midianites","Loŋ be kamɔnchɛ na nɛ b sa Gidiɔn ketre popɔr Jerub Baal. Ŋkpal manɛ so, b yɛ, “Baal e naaŋ kɔ mo ŋkpal e ka bure kumo be kegbirsure so.”"
33,"All the Midianites, Amalekites, and other eastern nations got together and crossed the Jordan River. Then they invaded the land of Israel and set up camp in Jezreel Valley.",Midianebi nɛ Amalɛkebi nɛ basa nɛ b shi epeŋilarkpa be kaba so na kikɛ daŋ ba abar so nna m ba far Jɔɔdan be lɔr na n dii nseŋ ba yuu bumo be abuu ashi Jizreel be Ketaŋɛ to n chena.
34,"The Lord's Spirit took control of Gideon, and Gideon blew a trumpet as a signal for the men in the Abiezer clan to follow him.","Ndoŋ nna nɛ Enyɛnpe Ebɔrɛ na be Kiyoyu ba Gidiɔn so nɛ e foŋ kabel n tre Abiyeza be kabuna be benyɛn kikɛ fanɛ b ba bɛ mo so,"
35,"He also sent messengers to the tribes of Manasseh, Asher, Zebulun, and Naphtali, telling the men of these tribes to come and join his army. Then they set out toward the enemy camp.",nseŋ naŋ shuŋi mbɔ n tre benyɛn nɛ b wɔ Manase nɛ Ashɛr nɛ Zɛbyulɔn nɛ Naftali be eyiri to kikɛ fanɛ b kre to n lar m ba kɔ kena. Nɛ bumo kikɛ malɛ kre to n ya tu mo.
37,"Gideon prayed to God, “I know that you promised to help me rescue Israel, but I need proof. Tonight I'll spread a sheep skin on the stone floor of that threshing-place over there. If you really will help me rescue Israel, then tomorrow morning let there be dew on the skin, but let the stone floor be dry.”",kumo ere fo shin nɛ ketebi nɛ meeŋ ku n nase kegoro ere so nawule e pɔ bunyaŋ kachipurso nɛ kasawule na bre e kraŋ wɔl a dese. Aloŋ nɛ meeŋ pin fanɛ feeŋ wora kashenteŋto.”
38,"And that's just what happened. Early the next morning, Gideon got up and checked the sheep skin. He squeezed out enough water to fill a bowl.","Kusɔ nɛ e kaŋɛ na e daŋ wora. Kare ka chɛ nɛ Gidiɔn wule ŋ koso n ya nyaŋ ketebi na to, nɛ nchu nɛ e lar kumo to na bɔlɔ cheenshi nuunchu."
39,"But Gideon prayed to God again. “Don't be angry with me,” Gideon said. “Let me try this just one more time, so I'll really be sure you'll help me. Only this time, let the skin be dry and the stone floor be wet.”","Ndoŋ nna nɛ Gidiɔn naŋ kaŋɛ Ebɔrɛ le: “Jande, sa maŋ nya agbo n wɔtɔ ma. Mee sha kenaŋkule kusɔ koŋwule ko nna saŋɛ na so meeŋ pin asheŋ na to geeŋ. Kusɔ nɛ mee sha e la fanɛ fo shin nɛ ketebi na bre e wɔl a dese nɛ kegoro na malɛ e pɔ bunyaŋ.”"
40,"That night, God made the stone floor wet with dew, but he kept the sheep skin dry.",Loŋ be kanyɛ na nɛ Ebɔrɛ shin nɛ ketebi na wɔl a dese nɛ kegoro na kikɛ pɔ bunyaŋ ŋ kulti kumo.
1,"Early the next morning, Gideon and his army got up and moved their camp to Fear Spring. The Midianite camp was to the north, in the valley at the foot of Moreh Hill.","Kare ka chɛ kachipurdidi, nɛ Gidiɔn nɛ mbe benapo kikɛ ya wora bumo keeyi to n chena m mata kechubu nɛ baa tre Harɔd na ase. A laŋɛ bumo be kelargato be esoso be kaba so nɛ Midianebi na malɛ wora bumo be keeyi to n chena ketaŋɛ nɛ k mata kepreŋsawule nɛ baa tre Moree na ase."
2,"The Lord said, “Gideon, your army is too big. I can't let you win with this many soldiers. The Israelites would think that they had won the battle all by themselves and that I didn't have anything to do with it.",Nɛ Enyɛnpe Ebɔrɛ na kaŋɛ Gidiɔn: “Benapo nɛ fo kɔ na shi ga n sa ma nɛ m bɔla bumo so m pɔɔ Midianebi na so. M maa sha Israɛlebi na e fɛ fanɛ bumo gbagba e tiŋ ŋ kɔ m pɔɔ so nsaa maŋ pin fanɛ ma e kɔ n sa bumo.
3,"So call your troops together and tell them that anyone who is really afraid can leave Mount Gilead and go home.” Twenty-two thousand men returned home, leaving Gideon with only","Amoso kaŋɛ basa na le: Fo kama nɛ kufu kɔ fo, fo bɛta a yɔ epe. Anyi ere beeŋ baa wɔ kebee nɛ baa tre Giliad ere ase nfe.” Amoso basa ŋgboŋ alfa adunyɔ nɛ anyɔ e daŋ bɛta n yɔ epe nseŋ ka basa ŋgboŋ kudu Gidiɔn kutɔ."
10,"but if you're still afraid, you and your servant Purah should sneak down to their camp.","Nɛ fee lɔ kufu keyakɔ bumo bre, fo nɛ fo kayɛrbi Pura e pete boeŋ n yɔ Midianebi na be keeyi to."
4,"“Gideon,” the Lord said, “you still have too many soldiers. Take them down to the spring and I'll test them. I'll tell you which ones can go along with you and which ones must go back home.”",Ndoŋ nna nɛ Enyɛnpe Ebɔrɛ na naŋ kaŋɛ Gidiɔn le: “Basa na kraa shi ga. Keta bumo n yɔ nchu ase nɛ n ya barga bumo so n sa fo. Meeŋ ŋini fo emo nɛ e beeŋ yɔ nɛ emo nɛ e maaŋ yɔ.”
5,"When Gideon led his army down to the spring, the Lord told him, “Watch how each man gets a drink of water. Then divide them into two groups—those who lap the water like a dog and those who kneel down to drink.”",Nɛ Gidiɔn keta bumo n yɔ nchu ase. Ndoŋ nɛ Enyɛnpe Ebɔrɛ na kaŋɛ mo: “Barga bekama nɛ baaŋ ta nnɔ m pugi nchu na so a nuu fanɛ njɔnɔ na ashi bumo nɛ baaŋ gbir amuli so n ta enɔ a jɔ a nuu na to.”
6,"Three hundred men scooped up water in their hands and lapped it, and the rest knelt to get a drink.","Basa alfa asa e daŋ ta bumo be enɔana a jɔ nchu na a nuu, nɛ bumo nɛ b ka na malɛ kikɛ gbir amuli so n ta bumo be nnɔ m pugi nchu na so a nuu."
7,"The Lord said, “Gideon, your army will be made up of everyone who lapped the water from their hands. Send the others home. I'm going to rescue Israel by helping you and your army of",Kumo be kaman nɛ Enyɛnpe Ebɔrɛ na kaŋɛ Gidiɔn: “Basa alfa asa nɛ b ta bumo be enɔana a jɔ nchu na a nuu na nɛ meeŋ bɔla so m mɔlga menyi nseŋ shin nɛ men pɔɔ Midianebi na so. Shin nɛ basa nɛ b ka na kikɛ e bɛta a yɔ pe.”
9,"That night, the Lord said to Gideon. “Get up! Attack the Midianite camp. I am going to let you defeat them,","Kumo be kanyɛso nɛ Enyɛnpe Ebɔrɛ na kaŋɛ Gidiɔn le: “Men koso ŋ gbelge to n ya kɔ Midianebi na, ŋkpal manɛ so, meeŋ shin nɛ men pɔɔ bumo so."
11,"When you hear what the Midianites are saying, you'll be brave enough to attack.” Gideon and Purah worked their way to the edge of the enemy camp, where soldiers were on guard duty.",Feeŋ ya nu asheŋ nɛ baa malga nɛ a sa fo kenyɛn nɛ fo ya kɔ bumo.” Ndoŋ nna nɛ Gidiɔn nɛ Pura pete n yɔ Midianebi na be keeyi na be laŋgar.
12,"The camp was huge. The Midianites, Amalekites, and other eastern nations covered the valley like a swarm of locusts. And it would be easier to count the grains of sand on a beach than to count their camels.",Midianebi nɛ Amalɛkebi nɛ eyiri nɛ b shi epeŋilarkpa na kikɛ daŋ pesaŋ to nna n sɔ ketaŋɛ na to kikɛ fanɛ elotɔr ka gama abar so na. Enyɔma nɛ b daa kɔ ndoŋ na be keshi daa du fanɛ teku ase be shishɛr nna.
13,"Gideon overheard one enemy guard telling another, “I had a dream about a flat loaf of barley bread that came tumbling into our camp. It hit the headquarters tent, and the tent flipped over and fell to the ground.”",Gidiɔn nɛ Pura ka ya fo kakpa nɛ Midianebi na wɔ na nɛ b nu Midianebi na be eko ka bee kute edare ko nɛ e ku. E yɛ: “Ŋ ku edare fanɛ ayu be nyifu be bodobodo ka gbelti m ba tɔr anyi be echenakpa nfe nseŋ ŋe wajɛbu ko nɛ kumo kikɛ buri to n tɔr.”
14,"The other soldier answered, “Your dream must have been about Gideon, the Israelite commander. It means God will let him and his army defeat the Midianite army and everyone else in our camp.”",Nɛ mo barkasa na kaŋɛ: “Fo edare ere bee laŋɛ Gidiɔn be kaplɛa so nna! K bee ŋini fanɛ Ebɔrɛ beeŋ shin nɛ mo nɛ mbe benapo e pɔɔ Midian be benapo nɛ ekama nɛ e wɔ keeyi ere to nfe so.”
15,"As soon as Gideon heard about the dream and what it meant, he bowed down to praise God. Then he went back to the Israelite camp and shouted, “Let's go! The Lord is going to let us defeat the Midianite army.”",Gidiɔn ka nu edare na nɛ kumo be kifito nɛ e bunyaŋ Ebɔrɛ nseŋ bɛta n yɔ mo braana Israɛlebi na kutɔ n ya kaŋɛ: “Men koso! Enyɛnpe Ebɔrɛ na teŋ shin nɛ an pɔɔ Midianebi na so.”
18,"Gideon said, “When we get to the enemy camp, spread out and surround it. Then wait for me to blow a signal on my trumpet. As soon as you hear it, blow your trumpets and shout, ‘Fight for the Lord! Fight for Gideon!’ ”","Nɛ ma nɛ bekama nɛ b wɔ ŋ kutɔ na baŋ foŋ anyi be mbel, menyi alɛ gba e foŋ menyeya ŋ kulti bumo n chambɔ keeyi na to nseŋ ponte awɔrso ŋ kaŋɛ le: ‘Men kɔ n sa Enyɛnpe Ebɔrɛ na nseŋ kɔ n sa Gidiɔn gba!’ ”"
19,"Gideon and his group reached the edge of the enemy camp a few hours after dark, just after the new guards had come on duty. Gideon and his soldiers blew their trumpets and smashed the clay jars that were hiding the torches.","Kanyɛso, jemanɛ nɛ basa bee ku aya na, nɛ Gidiɔn nɛ basa kalfa nɛ mo nɛ bumo daa la na fo bumo doŋana na. Jemanɛ na so nɛ bekumpo pɔtɛ ba sɔ bekumpo nɛ b daa yil a da bumo be keeyi to so na so. Ndoŋ nna nɛ Gidiɔn nɛ mo braana foŋ bumo be mbel nseŋ bure mpuya nɛ b daŋ keta na."
20,"The rest of Gideon's soldiers blew the trumpets they were holding in their right hands. Then they smashed the jars and held the burning torches in their left hands. Everyone shouted, “Fight with your swords for the Lord and for Gideon!”",Nɛ ntuŋ anyɔ nɛ a ka na ebi malɛ gba foŋ bumo be mbel nseŋ bure bumo be mpuya. Nɛ bumo kikɛ keta bumo be mbulpi enɔ bena to nseŋ keta mbel na malɛ enɔ jisa to nseŋ ponte awɔrso ŋ kaŋɛ: “Ta fo tokobi ŋ kɔ n sa Enyɛnpe Ebɔrɛ na nɛ Gidiɔn!”
21,The enemy soldiers started yelling and tried to run away. Gideon's troops stayed in their positions surrounding the camp,"Gidiɔn be benapo na kikɛ kraa yil nna ŋ kulti Midianebi na n wɔtɔ, nɛ Midianebi na kikɛ fara a boŋ to nsaa shile a mɔlga bumo be amu."
22,"and blew their trumpets again. As they did, the Lord made the enemy soldiers pull out their swords and start fighting each other. The enemy army tried to escape from the camp. They ran to Acacia Tree Town, toward Zeredah, and as far as the edge of the land that belonged to the town of Abel-Meholah near Tabbath.","Gidiɔn nɛ mbe benapo alfa asa na ka foŋ bumo be mbel na nɛ Enyɛnpe Ebɔrɛ na shin nɛ keyeŋiyeŋi tɔr bumo doŋana na so nɛ b pee etokobi a kɔ abar, nseŋ fara a shile a yɔ Bɛf Shitta nɛ k wɔ Zarera be kaba so na. B daŋ shile hale n ya fo Abel Mɛhola nɛ k taga Tabat to na."
23,"Gideon sent word for more Israelite soldiers to come from the tribes of Naphtali, Asher, and both halves of Manasseh to help fight the Midianites.",Ndoŋ nna nɛ Gidiɔn kela n tre Naftaliebi nɛ Ashɛrebi nɛ Manaseebi kikɛ nɛ b ba ju m buu Midianebi na so.
24,"He also sent messengers to tell all the men who lived in the hill country of Ephraim, “Come and help us fight the Midianites! Put guards at every spring, stream, and well, as far as Beth-Barah before the Midianites can get to them. And guard the Jordan River.” Troops from Ephraim did exactly what Gideon had asked,",Nɛ Gidiɔn shuŋi mbɔ Efrayimebi nɛ b chena kebeesawule so na kutɔ ŋ kaŋɛ: “Men gbelge to m ba kɔ Midianebi na. Men baa kuŋ bumo nɛ b sa maŋ nya n dii Jɔɔdan nɛ mbombi nɛ a wɔ Bɛf Bara na.” Ndoŋ nna nɛ Efrayimebi na lar n ya yili Jɔɔdan be lɔr na ase a kuŋ hale n ya fo Bɛf Bara.
25,"and they even helped chase the Midianites on the east side of the Jordan River. These troops captured Raven and Wolf, the two Midianite leaders. They killed Raven at a large rock that has come to be known as Raven Rock, and they killed Wolf near a wine-pit that has come to be called Wolf Wine-Pit. The men of Ephraim brought the heads of the two Midianite leaders to Gideon.","Efrayimebi na daŋ pɛ Orɛb nɛ Ziib, nɛ b la Midianebi na be bewura nna nseŋ mɔ Orɛb ashi kefalta ko ase nɛ naniere baa tre ndoŋ Orɛb be kefalta nseŋ naŋ mɔ Ziib malɛ kakpa nɛ baa wora yabra nɛ baa tre ndoŋ Ziib be Yabra ase. Kumo be kaman nɛ b ku Orɛb nɛ Ziib be amu m ba sa Gidiɔn ashi Jɔɔdan be lɔr na ase nseŋ kraŋ ju m buu Midianebi na so."
1,"But the men were really upset with Gideon and complained, “When you went to war with Midian, you didn't ask us to help! Why did you treat us like that?”",Ade kikɛ be kaman nɛ Efrayimebi na bishi Gidiɔn le: “Manɛ nna nɛ fo wora anyi loŋ? Manɛ so nɛ fo maŋ kela n tre anyi saŋɛ nɛ men daa yɔ nɛ men ya kɔ Midianebi na kena na?” Nɛ b bile asheŋ ga.
2,"Gideon answered: Don't be upset! Even though you came later, you were able to do much more than I did. It's just like the grape harvest: The grapes your tribe doesn't even bother to pick are better than the best grapes my family can grow.","Nɛ Gidiɔn kaŋɛ bumo le: “Kusɔ nɛ ma ere wora maŋ fo kusɔ nɛ menyi ere wora so. Kusɔ nɛ menyi, Efrayimebi, wora ere bee bɔlɔ kenishi a chɔ kusɔ nɛ ma kabuna ebi kikɛ wora."
3,"Besides, God chose you to capture Raven and Wolf. I didn't do a thing compared to you. By the time Gideon had finished talking, the men of Ephraim had calmed down and were no longer angry with him. Gideon Finishes Destroying the Midianite Army","Ŋkpal manɛ so, Ebɔrɛ be eleŋ so nɛ men tiŋ m mɔ Orɛb nɛ Ziib, nɛ b la Midianebi na be bewura anyɔ na. Manɛ nɛ ma alɛ wora nɛ k fo kumo so?” E ka malga le nɛ bumo be ŋgbene wushi bumo."
5,"The town of Succoth was nearby, so he went there and asked, “Please give my troops some food. They are worn out, but we have to keep chasing Zebah and Zalmunna, the two Midianite kings.”","B ka ta n ya fo kade nɛ baa tre Sukɔf na, nɛ Gidiɔn kaŋɛ ndoŋebi le: “Men jande, men sa ma benapo ere ajibi ŋkpal manɛ so, b gben nsaa chɛl nna na; ama anyi alɛ kraa ju Zeba nɛ Zalmuna nɛ b la Midian be bewura na nna.”"
6,"The town leaders of Succoth answered, “Why should we feed your army? We don't know if you really will defeat Zebah and Zalmunna.”",Ama le nɛ Sukɔf be kade be benimu na kaŋɛ: “Manɛ so nɛ anyeeŋ sa fo benapo ajibi? Menyi maŋ naŋ nya Zeba nɛ Zalmuna m pɛ.”
7,"“Just wait!” Gideon said. “After the Lord helps me defeat them, I'm coming back here. I'll make a whip out of thorns and rip the flesh from your bones.”","Ndoŋ nna nɛ Gidiɔn kaŋɛ le: “Ŋkpal kusɔ nɛ men kaŋɛ ere so, nɛ Enyɛnpe Ebɔrɛ na kaŋ shin nɛ an tiŋ m pɔɔ Zeba nɛ Zalmuna so, meeŋ bɛta m ba ku ewi nɛ egɔnnyaŋɛ ŋ kuya menyi so nɛ men be eyurana a marga so.”"
8,"After leaving Succoth, Gideon went to Penuel and asked the leaders there for some food. But he got the same answer as he did at Succoth.",Kede be kaman nɛ Gidiɔn naŋ yɔ kade nɛ baa tre Penuɛl na n ya kule bumo alɛ gba ajibi nɛ e sa mbe benapo. Nɛ bumo alɛ gba kaŋɛ mo kusɔ nɛ Sukɔfebi na daŋ kaŋɛ mo na.
9,"“I'll come back safe and sound,” Gideon said, “but when I do, I'm going to tear down your tower!”","Ndoŋ nna nɛ e kaŋɛ Penuɛlebi na le: “Mee yɔ nɛ m ba. Ma alɛ kaŋ bɛta m ba nɛ alenfia, meeŋ bure menyi be ketempreŋ jeŋgreŋ ere.”"
