verse_number,english_verse,translation_verse
20,"But you are the Lord's people, because he rescued you from Egypt, that fiery furnace.",Amaa Yawɛ n-yihi ya kuriti nyɛligibu daaŋa ni na Ijipti ni yi ti leei omaŋmaŋ’ ni su ninvuɣ’ shɛba kaman yi ni nyɛ shɛm pumpɔŋɔ ŋɔ.
21,"The Lord was angry with me because of what you said, and he told me that he would not let me cross the Jordan River into the good land that he is giving you.","Ka din pahi nyɛla, Yawɛ je suli niŋ ma yi zuɣu, ka po pɔri yɛli ma ni n ku du Jɔɔdɛn mɔɣili ŋɔ, ni n ku kpe tiŋgbɔn viɛl’ shɛli ŋun’ Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni zaŋ tin ya ni yi su la ni."
22,"So I must stay here and die on this side of the Jordan, but you will cross the river and take the land.","Dama n ni kpi tiŋgbɔŋ ŋɔ ni; n ku du Jɔɔdɛn mɔɣili, amaa yinim’ ni du li chaŋ ti deei tiŋgbɔn viɛlli maa su."
23,"Always remember the agreement that the Lord your God made with you, and don't make an idol in any shape or form.","Dinzuɣu miriya ka yi ti tam Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni daa lɔn ya alikauli shɛl’ la yɛla, ka mali wuni ŋmahindi binshɛŋa Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni zali ya ni di nyɛla din chihiri la."
24,"The Lord will be angry if you worship other gods, and he can be like a fire destroying everything in its path.","Dama Yawɛ ŋun nyɛ yi Naawuni ŋɔ nyɛla buɣim din dira, o nyɛla Naawuni ŋun zabiri nyuli."
27,"Only a few of you will survive, and the Lord will force you to leave the land and will scatter you among the nations.","Yawɛ ni ti wurim ya kpɛhi zuliya shɛb’ ni, ka yi kalinli ti ku lan galisi Yawɛ ni yɛn kari ya bahi zuliya shɛb’ ni maa."
28,"There you will have to worship gods made of wood and stone, and these are nothing but idols that can't see or hear or eat or smell.","Nimaani ka yi ni ti jɛmdi wuna din nyɛ kuɣa mini dari, ka nyɛ ninsalinim’ ni zaŋ bɛ nuhi mali binshɛŋa, ka di ku tooi nya bee n-wum bee n-di bee n-wum nyom ŋɔ."
30,"In all of your troubles, you may finally decide that you want to worship only the Lord. And if you turn back to him and obey him completely, he will again be your God.","Dimbɔŋɔnim’ zaa yi ti paai ya saha shɛli yi nandahima maa ni, yi ni ŋmaligi labi Yawɛ ŋun nyɛ yi Naawuni ŋɔ sani nti deeg’ o yɛligu."
31,"The Lord your God will have mercy—he won't destroy you or desert you. The Lord will remember his promise, and he will keep the agreement he made with your ancestors.","Dama Yawɛ ŋun nyɛ yi Naawuni ŋɔ nyɛla Naawuni ŋun zɔri nambɔɣu, o ku chɛn ya bahi bee n-kun ya; o mi ku tam o ni daa po pɔri lo yi yaannim’ alikauli shɛl’ la yɛla."
34,"When the Lord your God brought you out of Egypt, you saw how he fought for you and showed his great power by performing terrifying miracles. You became his people, and at Mount Sinai you heard him talking to you out of fiery flames. And yet you are still alive! Has anything like this ever happened since the time God created humans? No matter where you go or who you ask, you will get the same answer. No one has ever heard of another god even trying to do such things as the Lord your God has done for you.","Bee wun’ so na mi m-buɣisi ni o chaŋ ti pii niriba zuliya shɛli sunsuuni n-zaŋ ba leeg’ o dahalali niriba, ka zaŋ zahimbunim’ mini shihira ni alahiziba tuma ni tɔbu, ka teeg’ o nuu din mali kpiɔŋ n-wuhi yiko din mali dabiɛm pam kaman Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni daa niŋ shɛm tin ya yi nimbansi ni Ijipti la?"
36,"The Lord wants you to know he is the only true God, and he wants you to obey him. That's why he let you see his mighty miracles and his fierce fire on earth, and why you heard his voice from that fire and from the sky.","O daa chɛ ka o kukoli yi zuɣusaa na ka yi wum li ni di chɛ ka o wuhi ya. O daa wuhi ya o buɣim titali dunia ŋɔ ni, ka yi daa wum o kukoli buɣim sunsuuni."
37,The Lord loved your ancestors and decided that you would be his people. So the Lord used his great power to bring you out of Egypt.,"O ni daa yuri yi yaannim’ la zuɣu ka o daa pii bɛ bihi bɛ kalinsi nyaaŋa, ka daa be yi sani n-yihi ya Ijipti na. O daa zaŋ o yiko"
38,"Now you face other nations more powerful than you are, but the Lord has already started forcing them out of their land and giving it to you.","n-kari zuliya shɛb’ bɛn daa galisi ka mali kpiɔŋ gari ya, ka zaŋ ya na ti zaŋ bɛ tiŋgbɔŋ tin ya, ka yi su li kaman di ni nyɛ shɛm zuŋɔ dabisili ŋɔ."
39,"So remember that the Lord is the only true God, whether in the sky above or on the earth below.","Dinzuɣu baŋmiya zuŋɔ dabisili ŋɔ, ka zaŋ li niŋ yi suhuri ni ni Yawɛ n-nyɛ zuɣusaa mini dunia ŋɔ Naawuni, ka so lan kani pah’ o zuɣu."
40,"Today I am explaining his laws and teachings. And if you always obey them, you and your descendants will live long and be successful in the land the Lord is giving you. Safe Towns","Gbibiy’ o zalikpana min’ o zaligu shɛŋa n ni zaani ya zuŋɔ dabisili ŋɔ yi mini yi bihi biɛrisuŋ zuɣu, ka lala zuɣu chɛ ka yi yuui Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni zaŋ tiŋgbɔn shɛli tiri ya sahakam ŋɔ ni.” Tiliginsim fɔntinsi din be Jɔɔdɛn mɔɣili wulimpuhili polo"
46,"The Israelites had come from Egypt and were camped east of the Jordan River near Beth-Peor, when Moses gave these laws and teachings. The land around their camp had once belonged to King Sihon of Heshbon. But Moses and the Israelites defeated him",Jɔɔdɛn mɔɣili duli Bɛtipɛɔr tooni vinvamli din daa be Amɔrinim’ naa Sihɔn ŋun daa be Hɛshibɔn la tiŋgbɔŋ ni la. Ŋuna ka Musa mini Izraɛlnim’ daa tuhi nyaŋ saha shɛli bɛ ni daa yi Ijipti na la.
47,"and King Og of Bashan, and took their lands. These two Amorite kings had ruled the territory east of the Jordan River","Ka bɛ daa deeg’ o mini Bashan naa Ogi bɛn daa nyɛ Amɔrinim’ nanim’ ayi bɛn daa be Jɔɔdɛn mɔɣili duli wulimpuhili polo maa tiŋgbɔna ʒini,"
48,"from the town of Aroer on the edge of the Arnon River gorge, north to Mount Hermon.","zaŋ Aroa din daa be Arinɔn vinvamli naŋgbaŋgbiriŋ la hal ti paai Siriɔn Zoli ,"
49,"Their land included the eastern side of the Jordan River valley, as far south as the Dead Sea below the slopes of Mount Pisgah.",zaŋ tabili Araba din daa be Jɔɔdɛn mɔɣili duli wulimpuhili polo la zaa hal ti taɣi Araba Teeku Pisiga zolɔŋ la ni.
1,"Moses called together the people of Israel and said: Today I am telling you the laws and teachings that you must follow, so listen carefully.","Ka Musa daa boli Izraɛlnim’ zaa na ti yɛli ba, “Yinim’ Izraɛlnima, wummiya zalikpan’ shɛŋa mini zaligu shɛŋa n ni wuhiri ya zuŋɔ dabisili ŋɔ. Bɔhimmiya li ka dol’ li viɛnyɛliŋga."
17,Do not murder.,“Miri ka a ku ninsala.
2,The Lord our God made an agreement with our nation at Mount Sinai.,Yawɛ ŋun nyɛ ti Naawuni ŋɔ daa lo ti alikauli Sinai zoli gbini.
3,"That agreement wasn't only with our ancestors but with us, who are here today.","Pa ti yaannim’ kɔŋko ka Yawɛ daa lo alikauli ŋɔ, amaa tinim’ bɛn zaa na be ti nyɛviya ni zuŋɔ dabisili ŋɔ."
4,"The Lord himself spoke to you out of the fire,",Yi ninni ka Yawɛ daa tɔɣisi ya yɛtɔɣa buɣim puuni zoli gbini la.
5,"but you were afraid of the fire and refused to go up the mountain. So I spoke with the Lord for you, then I told you that he had said:","Di saha maa n daa ʒiɛla yi mini Yawɛ sunsuuni ni n zaŋ Yawɛ yɛtɔɣa maa tɔɣisi ya, dama yi daa zɔrila dabiɛm buɣim maa zuɣu, ka daa bi du zoli maa zuɣu. Ka o daa yɛli,"
6,"I am the Lord your God, the one who brought you out of Egypt where you were slaves.",‘Man’ Yawɛ ŋun nyɛ yi Naawuni ŋɔ n-daa yihi ya Ijipti tiŋgbɔŋ ni dabitim ni na.’ ”
7,Do not worship any god except me.,Miriya ka yi mali wun’ shɛŋa pahi n zuɣu.
8,Do not make idols that look like anything in the sky or on earth or in the ocean under the earth.,Miriya ka yi ti mali wuni ŋ-ŋmahindi binshɛli din be zuɣusaa bee binshɛli din be tiŋgbani puuni bee binshɛli din be kom ni tiŋgbani puuni.
9,"Don't bow down and worship idols. I am the Lord your God, and I demand all your love. If you reject me and worship idols, I will punish your families for three or four generations.","Miriya ka yi ti damdi li tiŋa bee n-jɛm li; dama man’ Yawɛ ŋun nyɛ yi Naawuni ŋɔ nyɛla Naawuni ŋun zabiri nyuli, n darigiri ninvuɣ’ shɛb’ bɛn zaɣisi ma bihi tiba bɛ banima taali zuɣu hal ti paai ʒiɛmani din pahir’ ata mini din pahir’ anahi ni."
10,"But if you love me and obey my laws, I will be kind to your families for thousands of generations.","Amaa ninvuɣ’ tusa bɛn yuri ma, ka doli n fukumsi zaligunima, n wuhiri n yurilim maŋli bɛ sani."
11,"Do not misuse my name. I am the Lord your God, and I will punish anyone who misuses my name.","“Miriya ka yi booni Yawɛ ŋun nyɛ yi Naawuni ŋɔ yuli yiriŋyiriŋ, dama Yawɛ ku chɛ ŋunkam boon’ o yuli yiriŋyiriŋ taali."
13,"You have six days when you can do your work,","Zaŋmiya daba ayɔbu tum yi tuma zaa,"
14,"but the seventh day of the week belongs to me, your God. No one is to work on that day—not you, your children, your oxen or donkeys or any other animal, not even those foreigners who live in your towns. And don't make your slaves do any work.",amaa dabisi’ shɛli din pahir’ ayopɔin maa nyɛla Yawɛ ŋun nyɛ yi Naawuni ŋɔ Vuhim Dabisili; di tumiya tuuni kam yi maŋmaŋa bee yi bidibisi bee yi bipuɣinsi bee yi daba bɛn nyɛ dɔbba bee yi paɣiba bee yi naɣilaa bee yi buŋa bee yi biŋkɔb’ so bee saan’ so ŋun be yi tinsi ni din ni chɛ ka yi daba bɛn nyɛ dɔbba mini paɣiba gba ni vuhi kaman yi ni yɛn vuhi shɛm.
19,Do not steal.,“Bee miri ka a zu.
22,"When we were gathered at the mountain, the Lord spoke to us in a loud voice from the dark fiery cloud. The Lord gave us these commands, and only these. Then he wrote them on two flat stones and gave them to me. The People Were Afraid (Exodus",“Yɛtɔɣa ŋɔ ka Yawɛ daa duh’ o yee yɛli yi salo maa zaa zoli maa gbini buɣim mini sagbani ni zibisim titali sunsuuni la; ka o daa bi lan pahi yɛtɔɣ’ shɛli. O daa sab’ li pala kuɣ’ parilana ayi zuɣu n-zaŋ li ti ma.” Dabiɛm gbahi niriba maa (Yibu
23,"When fire blazed from the mountain, and you heard the voice coming from the darkness, your tribal leaders came to me","“Ka yi ni daa wum kukoli maa zibisim maa sunsuuni ka buɣim dir’ zoli maa, yi zuliya zuɣulaannim’ mini yi kpamba daa vumi miri ma na"
24,"and said: Today the Lord our God has shown us how powerful and glorious he is. He spoke to us from the fire, and we learned that people can live, even though God speaks to them.","ti yɛli ‘Nyama, Yawɛ ŋun nyɛ ti Naawuni ŋɔ wuhi ti o jilima min’ o galisim ni nyɛ shɛm, ka ti wum o kukoli buɣim sunsuuni; zuŋɔ dabisili ŋɔ ti nyaya ni Naawuni ni tooi tɔɣisi ninsal’ yɛtɔɣa, ka ninsal’ maa na be o nyɛvili ni."
25,"But we don't want to take a chance on being killed by that terrible fire, and if we keep on hearing the Lord's voice, we will die.","Dinzuɣu pumpɔŋɔ bɔzuɣu ka ti lan yɛn bo kum ti timaŋa? Dama buɣim titali ŋɔ ni ti di ti. Ti yi lan wum Yawɛ ŋun nyɛ ti Naawuni ŋɔ kukoli pahi, ti ni kpi."
26,"Has anyone else ever heard the only true God speaking from fire, as we have? And even if they have, would they live to tell about it?","Dama bɛn mali niŋgbuŋ zaa ŋuni n-na mi n-wum Naawuni ŋun be ŋɔ kukoli ni tɔɣisiri yɛtɔɣa buɣim sunsuuni kaman ti ni wum shɛm ŋɔ, ka na be o nyɛvili ni?"
27,"Moses, go up close and listen to the Lord. Then come back and tell us, and we will do everything he says.","Amaŋmaŋ’ cham’ miri ha ti wum Yawɛ ŋun nyɛ ti Naawuni ŋɔ ni yɛn yɛli shɛm. Di nyaaŋa ka a yɛli ti Yawɛ ŋun nyɛ ti Naawuni ŋɔ ni yɛl’ a shɛm zaa, ka ti wum ka niŋ li.’"
28,"The Lord heard you and said: Moses, I heard what the people said to you, and I approve.","“Ka Yawɛ daa wum yi ni yɛli ma yɛtɔɣ’ shɛŋa maa, ka yɛli ma, ‘N wum niriba maa ni yɛl’ a yɛtɔɣ’ shɛŋa maa, bɛ mali yɛlimaŋli bɛ ni tɔɣisi yɛtɔɣa shɛŋa maa zaa puuni."
29,I wish they would always worship me with fear and trembling and be this willing to obey me! Then they and their children would always enjoy a successful life.,"Bɛ yi daa pun mali tɛha ŋɔ tatabo ni bɛ zɔri ma, ka doli n fukumsi zaligunima zaa sahakam, dindina binshɛɣukam naan niŋ viɛnyɛliŋga bɛ mini bɛ bihi sani."
30,"Now, tell them to return to their tents,",Cham’ ti yɛli ba ka bɛ labi bɛ suɣa ni.
31,"but you come back here to me. After I tell you my laws and teachings, you will repeat them to the people, so they can obey these laws in the land I am giving them. Moses said:","Amaa nyini zanim’ baɣili ma kpe, ka n yɛl’ a fukumsi zalikpana mini zaligu shɛŋa din pahi, ka a zaŋ wuhi ba ka bɛ ti dol’ li n ni zaŋ tiŋgbɔn shɛli ti ba ni bɛ su maa ni.’"
33,"Follow them, because they make a path that will lead to a long successful life in the land the Lord your God is giving you.","Doliya Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni zali ya so’ shɛŋa la zaa din ni chɛ ka yi be, ka binshɛɣukam niŋ viɛnyɛliŋga yi sani, ka yi ti mali nyɛvili wɔɣila tiŋgbɔn shɛli yi ni ti yɛn su maa ni.”"
1,"The Lord told me to give you these laws and teachings, so you can obey them in the land he is giving you. Soon you will cross the Jordan River and take that land.",“Pumpɔŋɔ fukumsi zalikpana ŋɔ mini zaligu shɛŋa din pahi ŋɔ ka Yawɛ ŋun nyɛ yi Naawuni ŋɔ zali ma ni n zaŋ wuhi ya ka yi ti doli li yi ni chani ni yi ti ʒini tiŋgbɔn shɛli maa ni
3,"Pay attention, Israel! Our ancestors worshiped the Lord, and he promised to give us this land that is rich with milk and honey. Be careful to obey him, and you will become a successful and powerful nation.","Dinzuɣu yinim’ Izraɛlnima, wummiya, ka dol’ li viɛnyɛliŋga din ni chɛ ka binshɛɣukam niŋ viɛnyɛliŋga yi sani, ka yi nab’ pam pahi tiŋgbɔn shɛli din mali bihim mini shiri pam ŋɔ ni kaman Yawɛ ŋun nyɛ yi yaannim’ Naawuni ŋɔ ni daa lɔn ya alikauli shɛm la."
4,"Listen, Israel! The Lord our God is the only true God!","“Izraɛlnima, wummiya: Yawɛ n-nyɛ ti Naawuni, kulla Yawɛ kɔŋko."
5,"So love the Lord your God with all your heart, soul, and strength.",Di simdi ni yi yu Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni yi suhuri zaa ni yi shia zaa ni yi yaa zaa.
7,"and tell them to your children over and over again. Talk about them all the time, whether you're at home or walking along the road or going to bed at night, or getting up in the morning.","Zaŋmiya li wuhi yi bihi, ka tɔɣisim’ di yɛla yi yi be yiŋa ni yi yi ti be luɣ’ shɛli polo ni yi yi ti doya ni yi yi ti yiɣisi."
8,Write down copies and tie them to your wrists and foreheads to help you obey them.,"Zaŋmiya li lo yi nuhi ni ka di leei shihirili, ka zaŋ li lo m-pa yi gbɛri zuɣu kaman saba la."
9,Write these laws on the door frames of your homes and on your town gates. Worship Only the Lord Moses said to Israel:,Ka sabi li pa yi yiŋ’ dunɔpaɣirisi zuɣu mini yi dunɔdaya zuɣu.” Saɣisigu zaŋ chaŋ zaligu zaɣisibu polo
10,"The Lord promised your ancestors Abraham, Isaac, and Jacob that he would give you this land. Now he will take you there and give you large towns, with good buildings that you didn't build,","“Yawɛ ŋun nyɛ yi Naawuni ŋɔ yi ti zaŋ ya ti niŋ o ni daa lo yi yaannim’ bɛn nyɛ Ibrahimma mini Yisahaku ni Yaakubu alikauli ni o ni zaŋ tiŋgbɔn shɛli tin ya la ni, tiŋgbɔn shɛli din mali fɔntin’ kara din viɛla, ka pa yi ni me shɛŋa"
11,"and houses full of good things that you didn't put there. The Lord will give you wells that you didn't have to dig, and vineyards and olive orchards that you didn't have to plant. But when you have eaten so much that you can't eat any more,","mini nɛma balibu kam ni pali yiya shɛŋa, ka di pala yinima n-zaŋ li niŋ di ni ni kɔbil’ shɛŋa din gbi n-doya, ka di pala yinima n-gbi li ni wain tihi mini olivi tihi puri, ka di pala yinima n-sa li, ka yi yi ti di n-tiɣi,"
12,don't forget it was the Lord who set you free from slavery and brought you out of Egypt.,yin’ miriya ka yi tam Yawɛ ŋun daa yihi ya Ijipti tiŋgbɔŋ ni dabitim ni na la yɛla.
13,"Worship and obey the Lord your God with fear and trembling, and promise that you will be loyal to him.","Di simdi ka yi ti zɔri Yawɛ ŋun nyɛ yi Naawuni ŋɔ ka jɛmd’ o, ka zaŋm’ o yuli kɔŋko pom’ pɔri."
14,Don't have anything to do with gods that are worshiped by the nations around you.,Miriya ka yi jɛm ninvuɣ’ shɛb’ bɛn gili ya ŋɔ zaa wuna.
15,"If you worship other gods, the Lord will be furious and wipe you off the face of the earth. The Lord your God is with you,","Dama Yawɛ ŋun nyɛ yi Naawuni be yi sani ŋɔ nyɛla Naawuni ŋun zabiri nyuli. Yawɛ ŋun nyɛ yi Naawuni ŋɔ suhu ni yiɣisi bahi yi zuɣu, ka o kpihim’ yi birili dunia ŋɔ ni."
16,"so don't try to make him prove that he can help you, as you did at Massah.",“Miriya ka yi zahim Yawɛ ŋun nyɛ yi Naawuni ŋɔ kaman yi ni daa zahim o shɛm Masa la.
19,"and live in a way that pleases him. Then you will be able to go in and take this good land from your enemies, just as he promised your ancestors.",ka yi ti kari yi dimnim’ bɛn zaa be di ni kaman Yawɛ ni lɔn ya alikauli shɛm.
21,"Then you will answer: We were slaves of the king of Egypt, but the Lord used his great power and set us free.","Di saha yin’ ti yɛlimiya yi bihi maa, ‘Ti daa nyɛla Firawuna daba be Ijipti, amaa ka Yawɛ daa zaŋ o nuu din mali yaa yihi ti Ijipti maa na."
22,"We saw him perform miracles and make horrible things happen to the king, his officials, and everyone else.",Yawɛ daa wuhi ti shihira ka tum alahiziba tuun’ kara din mali dabiɛm pam jɛndi Ijipti mini Firawuna ni o yiŋnim’ zaa ti ninni.
23,"The Lord rescued us from Egypt, so he could bring us into this land, as he had promised our ancestors.",Ka o daa yihi ti nimaani na nti zaŋ o ni daa po pɔri ni o ni zaŋ tiŋgbɔn shɛli ti ti yaannim’ la ti ti.
25,"That's why the Lord our God demands that we obey his laws and worship him with fear and trembling. And if we do, he will protect us and help us be successful.","Ka ti yi doli fukumsi zaligunim’ ŋɔ zaa viɛnyɛliŋga kaman Yawɛ ŋun nyɛ ti Naawuni ŋɔ ni zali ti shɛm, dindina ti niŋ din tuhi.’ ”"
11,So be sure to obey his laws and teachings I am giving you today. The Lord Will Bless You if You Obey (Deuteronomy,Dinzuɣu doliya n ni zaŋdi fukumsi zalikpan’ shɛŋa mini zaligu shɛŋa din pahi n-tiri ya zuŋɔ dabisili ŋɔ viɛnyɛliŋga.” Noli deebu alibarika (Zaligu
16,"When the Lord helps you defeat your enemies, you must destroy them without pity! And don't get trapped into worshiping their gods.","Ka yi ti ku Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni zaŋ ninvuɣ’ shɛb’ niŋ yi nuu ni la zaa, ka ku zo ba nambɔɣu. Miriya ka yi ti jɛm bɛ wuna, dama di ni ti leei zana yi sani."
2,"the Lord will force them out of the land. Then you must destroy them without mercy. Don't make any peace treaties with them,","Yawɛ ŋun nyɛ yi Naawuni ŋɔ yi ti zaŋ ba niŋ yi nuu ni, ka yi nyaŋ ba, di saha yin’ kumiya bɛ zaa. Di ti lɔnya ba alikauli, yi mi di ti zo ba nambɔɣu."
4,"If you do, those people will lead your descendants to worship other gods and to turn their backs on the Lord. That will make him very angry, and he will quickly destroy Israel.","Dama lala ni chɛ ka yi bihi maa chɛ ma dolibu ka jɛmdi binnana, di saha Yawɛ suhu ni ti yiɣisi bahi yi zuɣu, ka o kun ya yomyom."
5,"So when you conquer these nations, tear down the altars where they worship their gods. Break up their sacred stones, cut down the poles that they use in worshiping the goddess Asherah, and throw their idols in the fire. The Lord's Chosen People Moses said:","Amaa yi ni ti yɛn niŋ ba shɛm m-bɔŋɔ: Ti daamiya bɛ maligu bimbina luhi, ka wurim bɛ binwɔɣila la, ka chɛ ŋ-ŋmaai bɛ Ashɛrim la luhi tiŋa, ka nyo bɛ wuna buɣim."
6,"Israel, you are the chosen people of the Lord your God. There are many nations on this earth, but he chose only Israel to be his very own.","Dama yi nyɛla ninvuɣ’ shɛb’ bɛn be kasi Yawɛ ŋun nyɛ yi Naawuni ŋɔ sani, Yawɛ ŋun nyɛ yi Naawuni ŋɔ m-pii ya dunia ŋɔ niriba zaa sunsuuni n-zaŋ ya leeg’ o niriba bɛn nyɛ o ninvuɣ’ gahinda."
8,"but the Lord chose you because he loves you and because he had made a promise to your ancestors. Then with his mighty arm, he rescued you from the king of Egypt, who had made you his slaves.","Di daa nyɛla Yawɛ ni yuri ya, ka gbib’ o ni daa po yi yaannim’ pɔri shɛl’ la zuɣu ka ŋun’ Yawɛ daa zaŋ o nuu din mali kpiɔŋ n yihi ya dabitim ni, ka fan ya Ijipti naa Firawuna nuu ni bahi maa."
9,"You know that the Lord your God is the only true God. So love him and obey his commands, and he will faithfully keep his agreement with you and your descendants for a thousand generations.","Dinzuɣu baŋmiya ni Yawɛ ŋun nyɛ yi Naawuni ŋɔ n-nyɛ Naawuni, o nyɛla Naawuni ŋun ʒe yim, ka gbib’ alikauli ni yɛlimaŋli zaŋ chaŋ ninvuɣ’ shɛb’ bɛn yur’ o ka dol’ o fukumsi zaligunim’ sani zaŋ ti paai ʒiɛmani tuhili niriba."
10,"But if you turn against the Lord, he will quickly destroy you.",O darigiri ninvuɣ’ shɛb’ bɛn zaɣis’ o tibili. Yawɛ ku niŋ zinchili zaŋ chaŋ ninvuɣ’ shɛb’ bɛn zaɣis’ o tibili darigibu polo.
14,God will bless you more than any other nation—your families will grow and your livestock increase.,Yi ni ti mali alibarika gari zuliya kam. Ka dɔɣibu kalinsi ti ku be yi ni bee yi biŋkɔbiri ni.
13,"The Lord will love you and bless you by giving you many children and plenty of food, wine, and olive oil. Your herds of cattle will have many calves, and your flocks of sheep will have many lambs.","O ni yuri ya ka niŋ alibarika niŋ yi ni, ka chɛ ka yi zuliya nabi. O ni lan niŋ alibarika niŋ yi bihi mini yi puri atam ni ni yi chi ni yi wain tihi ni ni yi olivi kpam ni, ka chɛ ka yi niɣi nabi, ka yi biŋkɔbbaligu nabi o ni daa po pɔri yi yaannim’ sani ni o ni zaŋ tiŋgbɔn shɛli tin ya maa ni."
12,"If you completely obey these laws, the Lord your God will be loyal and keep the agreement he made with you, just as he promised our ancestors.","“Yi yi wum zaligunim’ ŋɔ ka dol’ li viɛnyɛliŋga, Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni gbib’ o ni daa po pɔri lo yi yaannim’ alikauli shɛli zaŋ chaŋ yi sani la."
15,"You will no longer suffer with the same horrible diseases that you sometimes had in Egypt. You will be healthy, but the Lord will make your enemies suffer from those diseases. Destroy the Nations and Their Gods Moses said to Israel:","Yawɛ ni ti yihi dɔriti balibu kam yi ni, ka Ijipti dɔr’ biɛ’ shɛŋa zaa din daa gbahiri ya la, o ku lan chɛ ka di gbahi ya. Amaa o ni chɛ ka di gbahi ninvuɣ’ shɛb’ bɛn zaa jɛn ya."
17,"You may be thinking, “How can we destroy these nations? They are more powerful than we are.”","“Ka yi yi yɛli yi suhu ni, ‘Zuliyanim’ ŋɔ galisiya gari ti, wula ka ti lee yɛn tooi niŋ kari ba?’"
18,But stop worrying! Just remember what the Lord your God did to Egypt and its king.,"Di zɔriya ba dabiɛm, kul teemiya Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni daa niŋ Firawuna mini Ijiptinim’ zaa shɛm la yɛla,"
19,You saw how the Lord used his tremendous power to work great miracles and bring you out of Egypt. And he will again work miracles for you when you face these enemies you fear so much.,"yi nina ni daa nya zahimbu kar’ shɛŋa mini shihiri shɛŋa ni alahiziba tuun’ shɛŋa Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni daa teeg’ o nuu din mali yaa yihi ya na shɛm la, lala ka Yawɛ ŋun nyɛ yi Naawuni ŋɔ yɛn niŋ yi ni zɔri ninvuɣ’ shɛb’ dabiɛm maa zaa."
20,"Some of them may try to survive by hiding from you, but the Lord will make them panic, and soon they will be dead.","Din pahi, Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni chɛ ka alɔbo lu bɛ zuɣu hal ka bɛ ni ninvuɣ’ shɛb’ bɛn daa kpalim mini bɛn daa zo n-tiligi ti kpi."
21,"So don't be frightened when you meet them in battle. The Lord your God is great and fearsome, and he will fight at your side.","Miriya ka yi zɔri ba, dama Yawɛ ŋun nyɛ yi Naawuni ka be yi sani ŋɔ nyɛla Naawuni ŋun galisi ka o yɛla mali dabiɛm."
22,"As you attack these nations, the Lord will force them out little by little. He won't let you get rid of them all at once—if he did, there wouldn't be enough people living in the land to keep down the number of wild animals.","Yawɛ ŋun nyɛ yi Naawuni ŋɔ ni kari zuliya shɛb’ bɛn be yi tooni maa zaa biɛlabiɛla; yi ku tooi kari ba naai yomyom, di yi niŋ lala mɔɣu ni biŋkɔb’ biɛri ni ti galisi nyaŋ ya."
24,"But when you attack your enemies, the Lord will make them panic, and you will easily destroy them. You will defeat their kings one after another until they are gone, and no one will remember they ever lived.","O ni ti zaŋ bɛ nanim’ niŋ yi nuu ni, ka yi ti kpihim bɛ yuya dunia ŋɔ ni. So ti ku tooi zaŋ o nyɔɣu yɔn ya hal ka yi ti ku bɛ zaa."
1,"Israel, do you want to go into the land the Lord promised your ancestors? Do you want to capture it, live there, and become a powerful nation? Then be sure to obey every command I am giving you.","“N ni zaŋ zalikpan’ shɛŋa zaa tiri ya zuŋɔ dabisili ŋɔ, doliya li viɛnyɛliŋga, dina n-ni chɛ ka yi be ka nabi, ka chaŋ ti ʒini Yawɛ ni daa po pɔri lo alikauli n-zaŋ tiŋgbɔn shɛli ti yi yaannim’ la ni."
3,"so he made you go hungry. Then he gave you manna, a kind of food that you and your ancestors had never even heard about. The Lord was teaching you that people need more than food to live—they need every word that the Lord has spoken.","O daa chɛ ka kum gbahi ya, ka yi siɣisi yimaŋa ka o zaŋ manna dihi ya, din daa nyɛ yi mini yi yaannim’ ni ʒi shɛli ni di chɛ ka yi baŋ ni pa bindirigu kɔŋko n-chɛ ka daadam be, amaa yɛtɔɣili kam din yiri Yawɛ nol’ ni na n-chɛ ka daadam be."
5,"So keep in mind that the Lord has been correcting you, just as parents correct their children.","Baŋmiya yi suhuri ni ni nir’ ni saɣisir’ o bidibiga shɛm, lala ka Yawɛ ŋun nyɛ yi Naawuni ŋɔ gba saɣisiri ya."
6,Obey the commands the Lord your God has given you and worship him with fear and trembling.,Dinzuɣu doliya Yawɛ ŋun nyɛ yi Naawuni ŋɔ fukumsi zalikpana maa ka dol’ o soya ka zɔr’ o.
7,The Lord your God is bringing you into a good land with streams that flow from springs in the valleys and hills.,"Dama Yawɛ ŋun nyɛ yi Naawuni ŋɔ zaŋ ya mi tahiri tiŋgbɔn viɛlli ni, tiŋgbɔn shɛli din mali kulibɔna din kom zɔri mini kɔbil’ nina ni tiŋgbani puuni kom din puhiri yiri vinvama ni mini daboya ni na;"
