verse_number,english_verse,translation_verse
34,"After he killed some of them, the others turned to him with all their hearts.","Ne ewu wo la, wobiaa ete sena, eye wotrɔna hedia Mawu;"
35,"They remembered God Most High, the mighty rock that kept them safe.","woɖoa ŋku edzi be, Mawue nye yewoƒe agakpe, eye Mawu, dziƒoʋitɔ la, enye yewoƒe xɔnametɔ."
36,"But they tried to flatter God, and they told him lies;","Wovivi nume nɛ kple woƒe nu, eye wotsɔ woƒe aɖe da alakpa nɛ;"
38,"Yet God was kind. He kept forgiving their sins and didn't destroy them. He often became angry, but never lost his temper.","Ke eya la nublanuikpɔla wònye, etsɔa vodada kena, eye metsrɔ̃a ame o; eɖoa asi eƒe dɔmedzoe dzi zi geɖe, eye meɖea esi le eƒe dziku katã ŋu o."
39,God remembered that they were made of flesh and were like a wind that blows once and then dies down.,"Eɖoa ŋku edzi be, ŋutilã wonye, ƒuƒu, si yina, eye megatrɔna gbɔna o la, wonye."
40,"While they were in the desert, they often rebelled and made God sad.","Zi nenie womehedze aglã ɖe eŋu le gbeadzi, eye womedo dziku nɛ le gbedadaƒo o!"
41,They kept testing him and caused terrible pain for the Holy One of Israel.,"Wole Mawu tetekpɔ dzi ɖaa, eye wodo dziku na Israel ƒe kɔkɔetɔ la."
42,They forgot about his power and how he had rescued them from their enemies.,"Womeɖo ŋku eƒe asi dzi le gbesigbe wòɖe wo tso ketɔ la si me,"
43,God showed them all kinds of wonderful miracles near Zoan in Egypt.,esime wòwɔ eƒe dzesiwo le Egipte kple eƒe nukunuwo le Zoan-tagba la o.
44,"He turned the rivers of Egypt into blood, and no one could drink from the streams.","Ene woƒe tɔsisiwo trɔ zu ʋu, eye womete ŋu nowoƒe tɔʋuwo o."
45,"He sent swarms of flies to pester the Egyptians, and he sent frogs to cause them trouble.","Eɖo togbatowo ɖe wo dome woɖu wo, kple ekpɔkplɔwo wogblẽ wo."
46,God let worms and grasshoppers eat their crops.,Etsɔ woƒe numiemiewo na ʋetrawo kple woƒe agblemenuwo na ʋetsuviwo.
47,He destroyed their grapevines and their fig trees with hail and floods.,"Eto woƒe weinkawo nyanyanya kple dzikpe, eye woƒe gbotiwo kple ketsi."
48,Then he killed their cattle with hail and their other animals with lightning.,Etsɔ woƒe lãwo na dzikpe kple woƒe lãhawo na dzikedzo.
49,God was so angry and furious that he went into a rage and caused them great trouble by sending swarms of destroying angels.,"Eɖo eƒe dɔmedzoe heliheli, nyanyrã, dziku kple xaxa ɖe wo, siwo nye dɔla vɔ̃ɖiwo ƒe ha."
50,God released his anger and slaughtered them in a terrible way.,"Eɖe mɔ na eƒe dɔmedzoe, meɖe woƒe luʋɔ tso ku nu o, eye wòtsɔ woƒe agbe de asi na ɖɔvɔ̃."
51,He killed the first-born son of each Egyptian family.,"Eye wòwu woƒe ŋgɔgbeviwo katã le Egipte, woƒe ŋuse ƒe ŋgɔgbeawo le Xam ƒe agbadɔwo me."
52,Then God led his people out of Egypt and guided them in the desert like a flock of sheep.,"Ena eƒe dukɔ ho abe alẽwo ene, eye wòkplɔ wo le gbedzi abe lãhawo ene."
53,"He led them safely along, and they were not afraid, but their enemies drowned in the sea.","Ekplɔ wo dedie, be womevɔ̃ o; ke woƒe tutɔwo la atsiaƒu nyẽ tsyɔ wo dzi."
54,God brought his people to the sacred mountain that he had taken by his own power.,"Eye wòkplɔ wo va eƒe anyigba kɔkɔe la dzi, va to, si eƒe nuɖusi xɔ la gbɔe."
55,"He made nations run from the tribes of Israel, and he let the tribes take over their land.","Enyã dukɔwo le wo ŋgɔ, eye wòdzidze nu ɖe edzi na wo, ne wòanye wo tɔ, eye Israel-toawo nɔ woƒe agbadɔwo me."
56,"But the people tested God Most High, and they refused to obey his laws.","Ke wote Mawu, dziƒoʋitɔ la kpɔ, wodze aglã, eye womelé eƒe seawo me ɖe esi o."
57,"They were as unfaithful as their ancestors, and they were as crooked as a twisted arrow.","Wote ɖe megbe, eye womeɖi anukware o abe wo fofowo ke ene, woƒo asa abe dati doagblɔ ene."
58,"God demanded all their love, but they made him angry by worshiping idols.","Wotsɔ woƒe nuxeƒewo do dziku nɛ, eye woƒe legbawo wotsɔ do adãe."
59,So God became furious and completely rejected the people of Israel.,"Mawu see, dzi kui, egbe Israel keŋkeŋ,"
60,"Then he deserted his home at Shiloh, where he lived here on earth.","eye wògblẽ nɔƒe, si le Silo, agbadɔ, si wòtu ɖe amegbetɔwo dome la ɖi."
61,He let enemies capture the sacred chest and let them dishonor him.,"Etsɔ eƒe ŋusẽ de aboyo me, eye wòtsɔ eƒe atsyɔ̃ɖoɖo de asi na ketɔ te"
62,God took out his anger on his chosen ones and let them be killed by enemy swords.,"Etsɔ ete dukɔ de asi na yi, eye dzi kui ɖe eƒe ɖomenyinu ŋu."
63,"Fire destroyed the young men, and the young women were left with no one to marry.","Dzo fiã eƒe ɖekakpuiwo, eye womedzi srɔ̃ɖeha na eƒe ɖetugbiwo o."
64,"Priests died violent deaths, but their widows were not allowed to mourn.","Eƒe nunɔlawo tsi yi nu, eye avi bu ɖe eƒe ahosiwo."
65,"Finally the Lord woke up, like a soldier startled from a drunken sleep.","Tete Aƒetɔ la nyɔ abe alɔ̃dɔla ene, abe kɔlẽtɔ, si wein na wòle aseye tsom ene,"
66,God scattered his enemies and made them ashamed forever.,eye wònyã eƒe futɔwo ɖe megbe; ŋukpe mavɔe wòdo wo.
67,Then the Lord decided not to make his home with Joseph's descendants in Ephraim.,"Ke edo vlo Yosef ƒe agbadɔ, eye metia Efrayim-to la o,"
68,"Instead he chose the tribe of Judah, and he chose Mount Zion, the place he loves.","ke boŋ etia Yuda-to la, Zion-to, si wòlɔ̃na."
69,There he built his temple as lofty as the mountains and as solid as the earth he made to last forever.,"Eye wotu eƒe kɔkɔeƒe la abe dziŋgɔli ene, abe anyigba, si gɔme wóɖo anyi tegbee ene."
70,The Lord God chose David to be his servant and took him from tending sheep,"Etia eƒe dɔla Dawid, eye wòkplɔe mo alẽkpɔwo gbɔe;"
71,"and from caring for lambs. Then God made him the leader of Israel, his own nation.","eɖee le alẽ vinɔwo yome, ne wòakplɔ ele dukɔ Yakob kple eƒe domenyinu Israel."
72,David treated the people fairly and guided them with wisdom.,"Ekpɔ wo dzi le eƒe dzi dzɔdzoe nu, eye wòtsɔ asi dzeaɖaŋu kplɔ woe."
1,"Our God, foreign nations have taken your land, disgraced your temple, and left Jerusalem in ruins.","Asaƒ ƒe ha. Mawu, dukɔwo nye zi de wò domenyinu dzi, wogblẽ kɔ ɖo na wò gbedoxɔ kɔkɔe la, eye wotsɔ Yerusalem wɔ anyiglãgoe."
2,They have fed the bodies of your servants to flesh-eating birds; your loyal people are food for savage animals.,"Wotsɔ wò dɔlawo ƒe kukuawo na dziƒoxewo, ne woaɖu, kple wò ame kɔkɔewo ƒe lã na gbemelãwo."
3,"All Jerusalem is covered with their blood, and there is no one left to bury them.","Wokɔ woƒe nu ɖe Yerusalem ŋu goɖoo abe tsi ene, eye amea ɖeke meli aɖi wo o."
4,Every nation around us sneers and makes fun.,Míezu ŋukpe na míaƒe aƒelikawo kple alɔmeɖenu kpakple vlododo na amesiwo ƒo xlã mi?
5,"Our Lord, will you keep on being angry? Will your angry feelings keep flaming up like fire?","Yehowa, ɣekaɣi nado dziku ɖaa ase ɖo, eye wò ŋuʋaʋã nabi abe dzo ene?"
6,Get angry with those nations that don't know you and won't worship you!,"Trɔ wò dziku heliheli la kɔ ɖe dukɔ, siwo menya wò o, kpakple fiaɖuƒe, siwo meyɔ wò ŋkɔ o la dzi!"
7,They have gobbled up Jacob's descendants and left the land in ruins.,"Elabena womi Yakob, eye wodo aƒedo enɔƒewo."
8,Don't make us pay for the sins of our ancestors. Have pity and come quickly! We are completely helpless.,"Megaɖi tsãtɔwo ƒe vodadawo na mí o! Netsɔ, nakpɔ nublanui na mí, elabena míegbɔdzɔ ŋutɔ!"
9,"Our God, you keep us safe. Now help us! Rescue us. Forgive our sins and bring honor to yourself.","Mía xɔname ƒe Mawu, xɔ na mi le wò ŋkɔ ƒe bubu la ta; ɖe mí, eye natsɔ mía nuvɔ̃wo ke mí le wò ŋkɔ la ta!"
10,"Why should nations ask us, “Where is your God?” Let us and the other nations see you take revenge for your servants who died a violent death.","Nukaŋuti dukɔwo anɔ gbɔgblɔm be: Afika woƒe Mawu la le? Wò dɔlawo ƒe ʋu, si wokɔ ɖe anyi, ƒe hlɔ̃biabia nedze le mía ŋku me ɖe dukɔwo ŋu!"
11,Listen to the prisoners groan! Let your mighty power save all who are sentenced to die.,Gatɔwo ƒe ŋeŋe nede gbɔwò! Le wò alɔ ƒe sesẽ la nu na kuviwo nakpɔtɔ ɖi!
12,"Each of those nations sneered at you, our Lord. Now let others sneer at them, seven times as much.","Oo, Aƒetɔ, ɖo míaƒe aƒelikawo ƒe vlo, si wodo wò la, teƒe ɖe akɔnu na wo zi adre!"
13,"Then we, your people, will always thank you. We are like sheep with you as our shepherd, and all generations will hear us praise you.","Ke mí, wò dukɔ kple wò lãnyiƒe ƒe alẽwo, míada akpe na wò tegbee, eye míaxlẽ wò ŋkɔxɔxɔ afia le dzidzimewo katã me."
1,"Shepherd of Israel, you lead the descendants of Joseph, and you sit on your throne above the winged creatures. Listen to our prayer and let your light shine","Asaf ƒe ha na henɔ la, ne woadzi ɖe „dzogbenya ƒe ɖasediɖi“ ƒe gbe nu."
2,"for the tribes of Ephraim, Benjamin, and Manasseh. Save us by your power.","Wò, Israel kplɔla, see! Wò, amesi kpɔ Yosef dzi abe alẽ ene, eye nèbɔbɔ nɔ kerubiwo dzi gli la, do!"
3,"Our God, make us strong again! Smile on us and save us.","Na wò ŋusẽ nana azɔli dzi le Efrayim, Benyamin kple Manase ŋgɔ, eye ya xɔ na mí!"
4,"Lord God All-Powerful, how much longer will the prayers of your people make you angry?","Mawu, gaɖo mí te, na wò ŋku me naklẽ, ne míakpɔ xɔname!"
5,"You gave us tears for food, and you made us drink them by the bowlful.","Yehowa, Mawu Zebaot, ɣeka ɣi nado dziku ɖe wò dukɔ ƒe gbedodoɖa ŋu ase ɖo?"
6,"Because of you, our enemies who live nearby laugh and joke about us.","Ena aɖatsibolo wo woɖu, eye nèna aɖatsi wo taŋtaŋ wono."
7,"Our God, make us strong again! Smile on us and save us.","Etsɔ mí ɖo dzrenui na míaƒe aƒelikawo, eye míaƒe futɔwo le alɔme ɖem."
8,We were like a grapevine you brought out of Egypt. You chased other nations away and planted us here.,"Mawu Zebaot, gaɖo mí te, na wò ŋku me naklẽ, ne míakpɔ xɔname!"
9,"Then you cleared the ground, and we put our roots deep, spreading over the land.","Eho weinka tso Egipte, eye nènyã dukɔwo ɖa hetsɔe do."
10,Shade from this vine covered the mountains. Its branches climbed the mighty cedars,"Edzra eŋu ɖo, eye wòɖe ke hexɔ anyigba."
11,and stretched to the sea; its new growth reached to the river.,"Eƒe vɔvɔli do ɖe towo dzi, eye wòɖe alɔ ɖe Mawu ƒe sedertiwo ŋu."
12,"Our Lord, why have you torn down the wall from around the vineyard? You let everyone who walks by pick the grapes.","Eɖe alɔ do keke atsiaƒu nu ke, eye eƒe ɖɔ de tɔsisi la nu."
13,Now the vine is gobbled up by pigs from the forest and other wild animals.,"Nukaŋuti nèvuvu kpɔ le eŋu, be amesiwo katã to mɔ dzi yina la, nanɔ ekem?"
15,"With your own hands you planted its roots, and you raised it as your very own.","Mawu Zebaot, trɔ dzro, do kɔ ɖa tso dziƒo, kpɔ nu, eye galé ŋku ɖe weinka sia,"
16,Enemies chopped the vine down and set it on fire. Now show your anger and destroy them.,"kple alɔ, si wò nuɖusi tsɔ ɖo, kpakple dzedze, si dzi nèkpɔ wòtsi la ŋu!"
17,"But help the one who sits at your right side, the one you raised to be your very own.","Dzo fiã wo, wolã wo, eye wò ŋku me ŋɔdzidodo na wotsrɔ̃."
18,"Then we will never turn away. Put new life into us, and we will worship you.","Wò asi nenɔ wò nuɖusi ƒe ame kple amegbetɔvi, si dzi nèkpɔ wòtsi la ŋu,"
19,"Lord God All-Powerful, make us strong again! Smile on us and save us.","ekema míate ɖa le ŋuwò o! Gbɔ agbe mí, eye míayɔ wò ŋkɔ!"
1,Be happy and shout to God who makes us strong! Shout praises to the God of Jacob.,"Asaf tɔ na henɔ la, ne woadzi ɖe Gat-viwo tɔ nu."
2,Sing as you play tambourines and the lovely sounding stringed instruments.,"Migli kple dzidzɔ ɖe Mawu, si nye míaƒe ŋusẽ la ŋu, eye mitso aseye ɖe Yakob ƒe Mawu la ŋu!"
3,Sound the trumpets and start the New Moon Festival. We must also celebrate when the moon is full.,"Mixe ha, mina axatsɛwo, gakasaŋku kple saŋku viviwo naɖi!"
4,"This is the law in Israel, and it was given to us by the God of Jacob.","Miku kpẽ le dzinu yeye dzi, eye ne dzinu sɔ tegblẽ le míaƒe ŋkekenyuieɖugbe!"
6,“I lifted the burden from your shoulder and took the heavy basket from your hands.,"Esime wòho de Egipte-nyigba ŋu la, etsɔe wɔ see na Yosef. Gbe, si nyemenya o la, di mese be:"
7,"When you were in trouble, I rescued you, and from the thunderclouds, I answered your prayers. Later I tested you at Meribah Spring.","Meɖe agba ɖa le eƒe abɔta, eye eƒe asi ɖe ɖa le tsikpo ŋu."
8,"“Listen, my people, while I, the Lord, correct you! Israel, if you would only pay attention to me!","Eyɔm le xaxa me, eye mexɔ na wò, meɖo to wò le dziɖegbelilikpo me, eye medo wò kpɔ le dzrewɔtsi la gbɔ. Sela."
9,Don't worship foreign gods or bow down to gods you know nothing about.,"Nye dukɔ, see; Israel, maxlɔ̃ nu wò, be aɖo tom loo!"
10,"I am the Lord your God. I rescued you from Egypt. Just ask, and I will give you whatever you need.","Mawu tutɔa ɖeke meganɔ asiwo o, eye megado gbe ɖa na mawu bubuwo o!"
11,"“But, my people, Israel, you refused to listen, and you would have nothing to do with me!","Nyee nye Yehowa, wò Mawu, si kplɔ wò tso Egipte-nyigba dzi. Ke wò nu baa, ne made nu eme na wò taŋ!"
12,So I let you be stubborn and keep on following your own advice.,"Ke nye dukɔ meɖo to nye gbe o, eye Israel melɔ̃ edzi nam o."
13,"“My people, Israel, if only you would listen and do as I say!","Eyata meɖe asi le wo ŋu ɖe woƒe dzimesesẽ la me, ne woazɔ ɖe woawo ŋutɔ ƒe aɖaŋuɖoɖo la nu."
14,"I, the Lord, would quickly defeat your enemies with my mighty power.","Oo, ɖe wònye ɖe nye dukɔ ɖo tom, eye Israel zɔ nye mɔwo dzi la,"
15,"Everyone who hates me would come crawling, and that would be the end of them.","anye ne asusɔ vie ko mabɔbɔ woƒe futɔwo ɖe anyi, eye matrɔ nye asi ɖe wote ketɔwo ŋu;"
16,But I would feed you with the finest bread and with the best honey until you were full.”,"anye ne Yehowa ƒe adikãtɔwo avivi nu me na wo, eye woƒe ɣeyiɣi anɔ anyi tegbee;"
1,"When all the other gods have come together, the Lord God judges them and says:","Asaf ƒe ha. Mawu tsi tre ɖe Mawu ƒe ha la me, eye wòdrɔ̃ ʋɔnu le mawuwo dome."
2,“How long will you keep judging unfairly and favoring evil people?,"Ɣekayi miadrɔ̃ ʋɔnu madzɔmadzɔ ase do, eye miade ame vɔ̃ɖi la dzi? Sela."
3,Be fair to the poor and to orphans. Defend the helpless and everyone in need.,"Midrɔ̃ ʋɔnu ame tsɛwo kple tsyɔ̃eviwo ɖe eteƒe, eye mitso na hiãtɔwo kple ame dahewo!"
4,Rescue the weak and homeless from the powerful hands of heartless people.,"Mixɔ na ame tsɛwo kple ame dahawo, eye midu wo le ame vɔ̃ɖi la si!"
5,"“None of you know or understand a thing. You live in darkness, while the foundations of the earth tremble.","Womedze sii o, eye womenyae o, wole zɔzɔm le viviti me, eye anyigba ƒe agunuwo katã le ʋaʋãm."
6,"“I, the Most High God, say that all of you are gods and also my own children.","Nyee gblɔ be: Mawuwo mienye, eye dziƒoʋitɔ la ƒe viwo mi katã mienye!"
7,"But you will die, just like everyone else, including powerful rulers.”","Ke miaku abe amegbetɔwo ene, eye miatsi aʋa abe amegãwo dometɔ ɖeka ene."
8,"Do something, God! Judge the nations of the earth; they belong to you.","Mawu, tso, nadrɔ̃ ʋɔnu anyigba, elabena wòe nye dukɔwo katã ƒe domenyila!"
2,Your hateful enemies are turning against you and rebelling.,"Mawu, ɖoɖoe megazi le ŋuwò o, Mawu, megazi kpi o, eye megaɖo ho to o!"
3,"They are sly, and they plot against those you treasure.","Elabena kpɔ ɖa, wò futɔwo nyrã, eye wò ketɔwo kɔ ta dzi."
4,"They say, “Let's wipe out the nation of Israel and make sure that no one remembers its name!”","Wole tame ɖom le aye me de wò dukɔ ŋu, eye wole adaŋu dem ɖe wò amesiwo nèɣla la ŋu."
5,"All of them fully agree in their plans against you, and among them are","Wole gbɔgblɔm be: Miva, míatsrɔ wo, ne womaganye dukɔ o, eye ne womagaɖo ŋku Israel ƒe ŋkɔ dzi azɔ o!"
6,Edom and the Ishmaelites; Moab and the Hagrites;,"Wode adaŋu nu ɖekɛ, ŋuwò wobla nu ɖo:"
7,"Gebal, Ammon, and Amalek; Philistia and Phoenicia.","Edom ƒe agbadɔwo kple Ismaeltɔwo, Moabtɔwo kple Hagaritɔwo,"
8,Even Assyria has joined forces with Moab and Ammon.,"Gebal, Amon, Amalek, Filistitɔwo kple Tirotɔwo."
9,"Our Lord, punish all of them as you punished Midian. Destroy them, as you destroyed Sisera and Jabin at Kishon Creek","Asur hã ɖe wo dzi, woawoe nye Lot-viwo ƒe alɔ. Sela."
10,"near Endor, and let their bodies rot.","Wɔ wo abe Midiantɔwo kple Sisera ene, abe Yabin le Kison-tɔʋu la nu ene!"
11,"Treat their leaders as you did Oreb and Zeeb, Zebah and Zalmunna.","Wotsrɔ̃ le Endor, eye wozu aɖu na anyigba."
12,"All of them said, “We'll take God's valuable land!”","Wɔ woƒe amegãwo abe Oreb kple Zeeb ene, eye woƒe aʋafiawo katã ahe Zebax kple Zalmuna ene;"
13,"Our God, scatter them around like dust in a whirlwind.","wo, amesiwo gblɔ be: Miaxɔ Mawu ƒe nɔƒewo na mía ɖokui!"
14,"Just as flames destroy forests on the mountains,","Nye Mawu, wɔ wo abe yali ene, eye abe gbe ƒuƒu le ya nu ene!"
15,pursue and terrify them with storms of your own.,"Alesi dzo bia ave, eye dzo ƒe ade tɔa dzo towoe la,"
16,"Make them blush with shame, until they turn and worship you, our Lord.","nenema natsɔ wò ya ʋuduʋudu ati wo yomee, eye nado dzikatsoƒoe na wo kple wò ahom!"
17,Let them be forever ashamed and confused. Let them die in disgrace.,"De ŋukpe mo na wo fũ, ne woadi wò ŋkɔ, Yehowa!"
18,"Make them realize that you are the Lord Most High, the only ruler of earth!","Ŋu akpe wo, eye ŋɔ adzi wo tegbee, woƒe mo atsi dã, eye woatsrɔ̃,"
1,"Lord God All-Powerful, your temple is so lovely!","Korax-viwo ƒe ha na henɔ la, ne woadzi ɖe Gat-viwo tɔ nu."
3,"Lord God All-Powerful, my King and my God, sparrows find a home near your altars; swallows build nests there to raise their young.",Yehowa ƒe xɔxɔnuwo le nye luʋɔ dzrom yi ɖe menye ke; nye dzi kple nye ŋutilã le aseye tsom de Mawu gbagbe la ŋu.
4,"You bless everyone who lives in your house, and they sing your praises.","Xevi kpɔ aƒe, eye sagbadre kpɔ atɔ na eɖokui, afisi wòatsɔ viawo aɖoe, eye nye wò vɔsamlekpuiwo, Yehowa Zebaot, nanye kple Mawunye."
5,You bless all who depend on you for their strength and all who deeply desire to visit your temple.,Woayra amesiwo le aƒewò me la; woakafu wò ɖaa. Sela.
6,"When they reach Dry Valley, springs start flowing, and the autumn rain fills it with pools of water.","Woayra amegbetɔ, siwo ƒe ŋusẽ le mewò, amesiwo ƒe dziwo le Zion mɔtatawo ŋu."
7,"Your people grow stronger, and you, the God of gods, will be seen in Zion.","Ne woto aɖatsibali me la, wowɔnɛ wòzua tsidzɔƒe; eye aɖatsi tsɔa yayra ɖoa atsyɔ̃ na."
8,"Lord God All-Powerful, the God of Jacob, please answer my prayer!","Wole azɔli dzi, woƒe ŋusẽ le gã dom ɖe dzi, wova do ɖe Mawu ŋku me le Zion."
9,"You are the shield that protects your people, and I am your chosen one. Won't you smile on me?","Yehowa, Mawu Zebaot, ɖo to nye gbedodoɖa, Yakob ƒe Mawu, see! Sela."
10,"One day in your temple is better than a thousand anywhere else. I would rather serve in your house, than live in the homes of the wicked.","Mawu, mía akpoxɔnu, kpɔ nu, eye nalé ŋku ɖe wò amesiamina la ƒe mo!"
11,"Our Lord and our God, you are like the sun and also like a shield. You treat us with kindness and with honor, never denying any good thing to those who live right.","Elabena ŋkeke akpe mede wò xɔxɔnu nɔnɔ ŋkeke ɖeka nu o, melɔ̃ be, matsi tre ɖe kpui nu le nye Mawu ƒe me, wu esi manɔ eme vɔ̃ɖiwo ƒe agbaɖɔ me."
2,You have forgiven the sin and taken away the guilt of your people.,"Yehowa, eve wò anyigba nu, eye nègaɖo Yakob te,"
3,Your fierce anger is no longer aimed at us.,"ètsɔ wò dukɔ la ƒe vodada ke wo, eye nètsyɔ nu woƒe nuvɔ̃wo katã dzi; Sela,"
4,"Our Lord and our God, you save us! Please bring us back home and don't be angry.","èdzudzɔ wò dzikudodowo katã, eye nèɖe asi le wò dziku heliheli la ŋu."
5,Will you always be angry with us and our families?,"Gatrɔ ɖe mía ŋu, mía xɔname Mawu, eye nadzudzɔ wò adãwɔwɔ ɖe mía ŋu!"
6,Won't you give us fresh life and let your people be glad because of you?,"Ɖe ànɔ dɔmedzoe dom ɖe mía ŋu ɖikaa, eye nanɔ wò dziku didim ɖe nu tso dzidzime yi dzidzimea?"
7,Show us your love and save us!,"Ɖe màgagbɔ agbe mí, ne wò dukɔ nakpɔ dzidzɔ de ŋuwò oa?"
8,"I will listen to you, Lord God, because you promise peace to those who are faithful and no longer foolish.","Yehowa, na míakpɔ wò amenuveve, eye na wò xɔname mi!"
9,"You are ready to rescue everyone who worships you, so that you will live with us in all your glory.","Mase nusi gblɔ ge Mawu Yehowa ala; elabena agblɔŋutifafa na eƒe dukɔ kple eƒe mawumemewo, eye malɔ̃ be, woagatrɔ ɖe bometsitsi ŋu o."
10,Love and loyalty will come together; goodness and peace will unite.,"Nyateƒe, eƒe xɔname tsɔ ɖe amesiwo vɔ̃nɛ la gbɔ, ne bubu nanɔ míaƒe anyigba ŋu."
11,Loyalty will sprout from the ground; justice will look down from the sky above.,Amenuveve kple nyateƒe ado go wo nɔewo; dzɔdzɔenyenye kple ŋutifafa agbugbɔ nu na wo nɔewo.
12,"Our Lord, you will bless us; our land will produce wonderful crops.","Nyateƒe amie tso anyigba me, eye dzɔdzɔenyenye ado mo ɖa tso dziƒo."
13,"Justice will march in front, making a path for you to follow.","Yehowa ana nu nyui hã, eye míaƒe anyigba ame eƒe ku."
1,"Please listen, Lord, and answer my prayer! I am poor and helpless.","Dawid ƒe gbedodoɖa. Yehowa, ƒu to anyi, eye naɖo tom, elabena hiã tum, eye mede ahe."
2,"Protect me and save me because you are my God. I am your faithful servant, and I trust you.","Kpɔ nye luʋɔ ta, elabena ame kɔkɔe menye; nye Mawu, xɔ na wò dɔla, si ɖoa dzi ɖe ŋuwò la!"
3,Be kind to me! I pray to you all day.,"Aƒetɔ, ve nunye, elabena wò yɔm mele gbawotsyogbe."
4,"Make my heart glad! I serve you, and my prayer is sincere.","Do dzidzɔ na wò dɔla ƒe luʋɔ, elabena Aƒeto, wòe mekɔ nye luʋɔ dzi na!"
5,"You willingly forgive, and your love is always there for those who pray to you.","Elabena Aƒetɔ, wò dɔme nyo, eye nèlɔ̃a tsɔtsɔke; amenuveve bɔ ɖe asiwò na amesiwo katã yɔa wò la."
6,"Please listen, Lord! Answer my prayer for help.","Yehowa, se nye gbedodoɖa, eye nalé to ɖe nye kokoƒogbe ŋu!"
7,"When I am in trouble, I pray, knowing you will listen.","Mayɔ wò le nye xaxagbe, elabena àɖo tom."
8,No other gods are like you; only you work miracles.,"Amea ɖeke mede nuwo le mawuwo dome o, eye naneke mede wò dɔwɔwɔwo nu o."
9,"You created each nation, and they will all bow down to worship and honor you.","Aƒetɔ, dukɔ, siwo katã nèwɔ la, ava de ta agu na wò, eye woade bubu wò ŋkɔ ŋu."
10,You perform great wonders because you alone are God.,"Elabena èlolo, eye nèwɔa nukunuwo; wò ɖeɖe koe nye Mawu."
11,"Teach me to follow you, and I will obey your truth. Always keep me faithful.","Yehowa, fia wò mɔm, ne mazɔ le wò nyateƒe la me; tsa nye dzi ɖo nu ɖeka kolia ŋu, ne mava wò ŋkɔ!"
12,"With all my heart I thank you. I praise you, Lord God.","Makafu wò Aƒetɔ Mawu tso dzi blibo me, eye made bubu wò ŋkɔ ŋu ɖaa."
13,Your love for me is so great that you protected me from death and the grave.,"Elabena wò amenuveve sɔ gbɔ ɖe dzinye, eye nèɖe nye luʋɔ tso keke tsiẽƒe ʋi ke."
14,"Proud and violent enemies, who don't care about you, have ganged up to attack and kill me.","Mawu, dadalawo tso de ŋunye, eye ŋutasẽlawo ƒe ha le nye agbe yome tim, eye womele buwòm ɖa o."
15,"But you, the Lord God, are kind and merciful. You don't easily get angry, and your love can always be trusted.","Ke wò, Aƒetɔ la, Mawu nublanuikpɔla kple amenuvela nènye, ègbɔa dzi blewu, eye amenuveve kple nyateƒe bɔ ɖe asiwò."
16,"I serve you, Lord, and I am the child of one of your servants. Look on me with kindness. Make me strong and save me.","Trɔ ɖe ŋunye, eye nave nunye, na wò ŋusẽ wò dɔla, eye naxɔ na wò dɔlanyɔnu vi!"
17,"Show that you approve of me! Then my hateful enemies will feel like fools, because you have helped and comforted me.","Wɔ dzesi le ŋunye hena nyui, ne nye ketɔwo nakpɔe, ŋu nakpe wo, elabena wò Yehowae kpe ɖe ŋunye, eye nèfa akɔ nam."
1,"Zion was built by the Lord on the holy mountain,",Hadzidzi; Korax-viwo ƒe ha. Eƒe agunu le to kɔkɔewo dzi.
2,and he loves that city more than any other place in all of Israel.,Yehowa lɔ̃a Zion ƒe agbowo wu nɔƒewo katã le Yakob.
3,"Zion, you are the city of God, and wonderful things are told about you.","Mawu ƒe du, nya nyui wogblɔ de ŋuwò. Sela."
4,"Egypt, Babylonia, Philistia, Phoenicia, and Ethiopia are some of those nations that know you, and their people all say, “I was born in Zion.”","Meyɔ Raxab kple Babel be, wonye amesiwo nyam; kpɔ ɖa, Filistitɔwo, Tiro kple Kus la, afima wodzi wo ɖo."
5,"God Most High will strengthen the city of Zion. Then everyone will say, “We were born here too.”","Ke woagblɔ le Zion ŋu be: Eya me wodzi amesiame ɖo, eye eya dziƒoʋitɔ la li kee."
6,"The Lord will make a list of his people, and all who were born here will be included.","Ne Yehowa le dukɔwo ɖem agbalẽ me la, axlẽ wo be, afima wodzi wo ɖo. Sela."
7,"All who sing or dance will say, “I too am from Zion.”",Hadzilawo kple ɣeɖulawo agblɔ be: „Nye susuwo katã le dziwò.“
1,"You keep me safe, Lord God. So when I pray at night,","Hadzidzi. Korax-viwo ƒe ha na henɔ la, ne woadzi ɖe „Dɔléle“ ƒe gbe nu. Heman tso Ezrax-viwo dome ƒe nufiameha."
3,I am deeply troubled and close to death;,"Nye gbedodoɖa neva ŋkuwò me, eye naƒu to anyi de nye kokoƒoƒo ŋu!"
4,I am as good as dead and completely helpless.,"Elabena fukpekpe ɖi ƒo na nyee luʋɔ, eye nye agbe te ɖe tsiẽƒe ŋu."
5,"I am no better off than those in the grave, those you have forgotten and no longer help.","Wobum ɖe amesiwo yi aʋli me le dome, eye mele abe ŋutsu gbɔdzɔgbɔdzɔ ene."
7,your anger rolls over me like ocean waves.,Etsɔm ɖe aʋli me ƒe do kple viviti me kpakple atsiaƒu ƒe gogloƒe.
