verse_number,english_verse,translation_verse
8,Then he sent back his answer: I received your message and will give you all the cedar and pine logs you need.,"Le Hiram di inaŋ imina tun Solomonn chee ke: “M kan saah di inaŋ i tii ni mi na, ki ga ŋa tiwan ni aa ban na. M ga tii ni si santina, ni idɔ iken na."
9,"My workers will carry them down from Lebanon to the Mediterranean Sea. They will tie the logs together and float them along the coast to wherever you want them. Then they will untie the logs, and your workers can take them from there. To pay for the logs, you can provide the grain I need for my household.","Maatutum ga joo ŋidɔgen, ki nya ni Lebanonn, ki di dan nnyusakpem chee, ki nan buu ŋi ŋipapan, ki di deen nnyun pu, aan ŋi nan saa saah gee nin chee na. Nima chee le maatutum ga buur ŋi, le saatutum gaa ŋi. Maah ga li ban ke aa ŋa pu na le ye ke aa yeh maatutum ngbaan aapuul.”"
12,The Lord kept his promise and made Solomon wise. Hiram and Solomon signed a treaty and never went to war against each other. Solomon's Workers,"Uwumbɔr nan joo waah puu tipuur ti na, le ki tii Solomonn nlan. Nsuudoon nan bi Solomonn ni Hiram aasisik ni, le bi ŋa kimɔbaan."
17,He ordered the workers to cut and shape large blocks of good stone for the foundation of the temple.,"Solomonn aamɔboln pu, le bi nan kpii ŋitakpal ŋi filk ki ŋan na, ke bi di maa Uwumbɔr Aadichal aadinyikl."
18,"Solomon's and Hiram's men worked with men from the city of Gebal, and together they got the stones and logs ready for the temple.","Solomonn aatutum, ni Hiram aatutum, ni bitutum bi nan nyan ni Biblos aatiŋ ni na, le nan toor ŋitakpal ni idɔ i bi ga di maa Uwumbɔr Aadichal na."
4,The windows were narrow on the outside but wide on the inside.,"Uwumbɔr Aadichal ngbaan aagon nan kpa ŋibun, le ŋi ponn ni wɔb waa jer lipaal wɔb."
2,Chronicles,Bibɔrb Aabɔr
27,Solomon put them next to each other in the most holy place. Their wings were spread out and reached across the room.,"Ni nan si kpak tɔb Chain Chain Aapepel ni, le naah taln ifeen pu na ilee ti tuu tɔb kidiik ngbaan aasisik ni, le ilee i gur na nibaa aafeen ti tuu lidigbimal libaa, le nee mu yoo ti tuu liken."
9,The roof of the temple was made out of beams and cedar boards. The workers finished building the outside of the temple.,"Kina le Ubɔr Solomonn nan maa Uwumbɔr Aadichal doo. U nan di santina aadɔ, ni lipiln le ŋeeb paacham."
13,"If you obey my commands and do what I say, I will keep the promise I made to your father David. I will live among my people Israel in this temple you are building, and I will not desert them.","M ga li bi saah bi maa Lidichal li na ponn ni, ki bi maanib Israel yaab chee. Maan di bi lii daalbaadaal.”"
6,"Along the sides and back of the temple, there were three levels of storage rooms. The rooms on the bottom level were just over two meters wide, the rooms on the middle level were over two and a half meters wide, and those on the top level were just over three meters wide. There were ledges on the outside of the temple that supported the beams of the storage rooms, so that nothing was built into the temple walls.","Taab aadiik mɔk aawawaan nan ye ŋitaa ŋilole ni ligeln la, le sisik ni yoo ye ŋitaa ŋiwae, le paacham yoo ye ŋitaa kipiik ni ligeln. Baah nan maa Uwumbɔr Aadichal ngbaan aagon na, taab aagoln mɔk nan filk jer li tok li pu na. Bi nan ŋa kina ke paacham aadir na taa ki li kpa nibaa taab ke ni li tek ti."
7,Solomon did not want the noise of hammers and axes to be heard at the place where the temple was being built. So he gave orders for the workers to shape the blocks of stone at the quarry.,"Bi nan kpii ŋitakpal ŋi mɔmɔk bi joo maa na ŋitakpajoo ni la, kina pu na, ugagaar, bee kichɔk, bee tikur tibaa aafuuk aa nan ki bi Uwumbɔr Aadichal ngbaan aamaam chee."
10,"Storage rooms just over two meters high were all around the temple, and they were attached to the temple by cedar beams.","Tidiwaatiir ti bi nan maa tɔŋ tɔb pu nfum mutataa, aan kibaa mɔk aah paa paacham pu na ye ŋitaa ŋilole ni ligeln na, nan tab Uwumbɔr Aadichal aagon lipaal wɔb, le bi di santina aadɔ dab ti chuu ŋigon ngbaan."
11,The Lord told Solomon:,"Uwumbɔr nan bui Solomonn ke,"
15,"The floor of the temple was made out of pine, and the walls were lined with cedar from floor to ceiling.","Bi nan di santina aakpan le di tam tam ponn ni aagon pu, ki nyan kitiŋ ki ti tuu ilɔkdɔ, le ki di busub bu naahn bugbum na aadɔ, ki di nak kitiŋ ke ncheen na."
16,"The most holy place was in the back of the temple, and it was nine meters square. Cedar boards standing from floor to ceiling separated it from the rest of the temple.","Ponn ni aadiik ki bi yin ki ke Chain Chain Aapepel ni na, nan bi Uwumbɔr Aadichal ngbaan aapuwɔb la. Kaafɔfɔk nan ye ŋitaa piitaa, le bi di santina aadɔ ki chol kiir ki, ki nyan kitiŋ ki ti tuu ilɔkdɔ."
18,"The inside walls were lined with cedar to hide the stones, and the cedar was decorated with carvings of gourds and flowers.","Bi nan naan nchichibum, ni nsupuun aawan le ŋa santina aakpan ŋi bi di tam ki ponn ni na pu; bi nan di santina aakpan le tam ki ponn ni ki ti doo, le baa waa ŋitakpal ŋi bi di maa kidiik ngbaan na."
19,The sacred chest was kept in the most holy place.,"Uwumbɔr Aadichal ngbaan aapuwɔb na, bi nan maa ponn ni aadiik kibaa, le ki di Uwumbɔr Aakaal Aadakaa siin nima."
22,"This room was nine meters long, nine meters wide, and nine meters high, and it was lined with pure gold. There were also gold chains across the front of the most holy place. The inside of the temple, as well as the cedar altar in the most holy place, was covered with gold.",Bi nan di salmaa le boon Uwumbɔr Aadichal ngbaan aaponn ni mɔmɔk. Kina le bi nan ŋa kitork aabimbiln li nan bi Chain Chain Aapepel ni na mu.
23,Solomon had two statues of winged creatures made from olive wood to put in the most holy place. Each creature was four and a half meters tall,"Bi nan di olif aasub naan tiwan ni kpa ifeen na nilee nibaa siin Chain Chain Aapepel ni, le nibaa mɔk aah paa paacham pu na ye ŋitaa kipiik ni ŋiŋmu."
26,"and four and a half meters across. They had two wings, and the wings were just over two meters long.","Ni mɔmɔk aawiwiir, ni mbimbin nan ye tiwanbaan la. Nibaa mɔk nan kpa ifeen ilelee la, le yaafɔfɔk ye ŋitaa ŋilole ni ligeln, le ifeen ngbaan aah ga taln ki ti tuu tɔb pu na ye ŋitaa kipiik ni ŋiŋmu."
29,"The walls of the two rooms were decorated with carvings of palm trees, flowers, and winged creatures.","Bi nan naan naan ifeen aawan, ni libɔkpal aasui, ni nsupuun le ŋa kidisakpeŋ aagon, ni ponn ni aadiik na aagon pu."
30,Even the floor was covered with gold.,Hali kidiik ngbaan ponn ni kitiŋ nan ye salmaa la.
32,"The two doors to the most holy place were made out of olive wood and were decorated with carvings of palm trees, flowers, and winged creatures. The doors and the carvings were covered with gold. The door frame came to a point at the top.","Bi nan naan naan ifeen aawan, ni libɔkpal aasui, ni nsupuun le tam tam jaaleŋ tiib ngbaan. Bi nan di salmaa le boon jaaleŋ tiib, ni ifeen aawanaankaan, ni libɔkpal aasui ngbaan."
34,"The two doors to the main room of the temple were made out of pine, and each one had two sections so they could fold open. The door frame was shaped like a rectangle and was made out of olive wood.","Bi nan di busub bu naahn bugbum na aadɔ le di ŋa jaaleŋ tiib bi kpai na bilee, le ki di piin,"
35,"The doors were covered with gold and were decorated with carvings of palm trees, flowers, and winged creatures.","le ki naan naan ifeen aawanaankaan, ni libɔkpal aasui, ni nsupuun ŋa bi pu, le ki di salmaa boon ni kpal kpal."
36,The inner courtyard of the temple had walls made out of three layers of cut stones with one layer of cedar beams.,"Bi nan ŋa kichinbik, Uwumbɔr Aadichal aanimbiin ni, le ki di santina aakpan tɔŋ ŋitakpal aakuul itaa mɔk pu, ki maa ŋigon gob kichinbik ngbaan."
37,"Work began on the temple during Ziv, the second month of the year, four years after Solomon became king of Israel.","Libiln aaŋmalee, u bi yin u ke Sif na ni, le bi nan piin lidinyikl aamaam. Solomonn aanaan ni aabinanar ni, le nan bi na."
38,"Seven years later the workers finished building it during Bul, the eighth month of the year. It was built exactly as it had been planned.","Solomonn aanaan ni aabin kipiik ni libaa ni aaŋmaniin, u bi yin u ke Bul na ni, le bi nan toor Uwumbɔr Aadichal doo, baah nan siin ke bi ŋa li pu na. Solomonn nan di ŋibin ŋilole le maa li."
2,Chronicles,Bibɔrb Aabɔr
22,"-centimeter strip, and there were four braces attached to the corners of each stand. The panels and the supports were attached to the stands,",Nsupuunaankee ngbaan nan bi tikumann aajaatɔlk tiib ngbaan pu la. Kina le jaatɔlk tiib ngbaan aatuln nan doo. Tikumann aakin na aabɔr (
8,"The section of the palace where Solomon lived was behind Justice Hall and looked exactly like it. He had a similar place built for his wife, the daughter of the king of Egypt.","Solomonn ubaa aadir ti mu nan ki ye lichiln libaa, ki bi Libɔjil Aanaakook aapuwɔb na, nan bi ke tidir tiken na la. U nan ki maa kina aadichal tii upuu, u nan ye Ijipt aatiŋ ni aabɔr aabisal na."
9,"From the foundation all the way to the top, these buildings and the courtyard were made out of the best stones carefully cut to size, then smoothed on every side with saws.","Bi nan di ŋitakpal ŋi ŋan na le maa tidir ngbaan mɔmɔk, ni lichisakpeln, ki piin lidinyikl ki ti teer ti. Bi nan kpii ŋitakpal ngbaan baah kpii ŋitakpal nin chee na, le ki gii ŋi ŋaŋ baah ban pu na, le ki di kapenta tiib aajum ŋakr ŋimɔgben mɔmɔk."
12,"The walls around the palace courtyard were made out of three layers of cut stones with one layer of cedar beams, just like the front porch and the inner courtyard of the temple. Hiram Makes the Bronze Furnishings (","Baah nan maa libɔrdichal aachiln, ni Uwumbɔr Aadichal aachinbik, ni Laanaakook na, bi nan di santina aadɔ paan nkuul tatar pu la. Huram aatuln"
17,"The caps were decorated with seven rows of designs that looked like chains,","U nan naan tiwan ni naahn tikululn na tɔŋ bi mɔmɔk bilee aapaacham,"
14,"Hiram was a skilled bronze worker from the city of Tyre. His father was now dead, but he also had been a bronze worker from Tyre, and his mother was from the tribe of Naphtali. King Solomon asked Hiram to come to Jerusalem and make the bronze furnishings to use for worship in the Lord's temple, and he agreed to do it.","Ute, u kaa nan ki bi na, nan koo Taya aatiŋ ni la. U mu nan ye tikumann aawanŋal kpaan la; Huram aana nan ye Naftali aanibol ni aanii la. Huram nan ye unii u bae ki nyi tiwan aaŋam sakpen na la. U nan kii Ubɔr Solomonn aayim ngbaan, ke u ga li yeh tikumann aatuln mɔmɔk. Tikumann aajaatɔlk tiib bilee na aabɔr ("
16,"For the top of each column, he also made a bronze cap just over two meters high.","U nan ki di tikumann ŋa tiwanaankaan nilee. Nibaa mɔk aafɔfɔk nan ye ŋitaa ŋilole ni ligeln, ke u di tɔŋ jaatɔlk tiib ngbaan pu."
18,with two rows of designs that looked like pomegranates.,le ki ŋa tikumann aanyɔla nyɔla ni bi ke ŋisubil na ikuul ilelee ni pu.
19,The caps for the columns of the porch were almost two meters high and were shaped like lilies.,"Bi nan naan tiwanaankaan ngbaan ke nsupuun na la, naah fɔk pu na le nan ye ŋitaa ŋiloob,"
20,"The chain designs on the caps were right above the rounded tops of the two columns, and there were","le ki tɔk liwakokoln libaa pu, tiwanaankaan ni bi ke tikululn na pu. U nan naan ŋisubinaankee ngbaan ikui ilee, le ki bi ikuul ilee pu, ki mann goln tiwanaankaan ngbaan."
21,"Hiram placed the two columns on each side of the main door of the temple. The column on the south side was called Jachin, and the one on the north was called Boaz.","Huram nan di tikumann aajaatɔlk tiib bilee ngbaan di ŋum Uwumbɔr Aadichal aabisamɔb chee la: u nan yin jaatɔlk u ŋub ŋŋangii wɔb na ke Jakinn, le ki yin u ŋub ŋŋangan wɔb na ke Boas."
24,"Two rows of bronze gourds were around the outer edge of the bowl, ten gourds to every","U nan ŋa nyɔla nyɔla nfum mulee pu, ki mann goln nkinja ngbaan aamɔgbaln. Nyɔla nyɔla ngbaan nan naahn ntuunbim la, le mu ni nkinja ngbaan aakur mɔmɔk nan ye nfum mubaa."
25,The bowl itself sat on top of twelve bronze bulls with three bulls facing outward in each of four directions.,"Nkinja ngbaan nan si tɔk tikumann aanaaja kipiik ni ilee pu la. I nan si le imunjal lik tɔb, itata lik lipepel libaabaa."
27,"Hiram made ten movable bronze stands, each one over a meter high, almost two meters long, and almost two meters wide.","Huram nan ki ŋa tikumann aatɔroku tiib kipiik; ubaa mɔk aafɔfɔk nan ye ŋitaa ŋiloob, le nwawaan mu ye ŋitaa ŋiloob, le ki paa paacham mu ŋitaa ŋinaa ni ligeln."
29,"The sides were made with panels attached to frames decorated with flower designs. The panels themselves were decorated with figures of lions, bulls, and winged creatures.","le ki naan ichinn, ni inaaja, ni ifeen aawanaankaan ŋa tipiln ngbaan pu, ni idɔ i ŋub kaakaa na pu, le ki ŋa gɔlngɔln aawanaankaan nibaa ŋa idɔ ngbaan pu, ichinn ni inaaja ngbaan aapaacham, ni taab mu."
33,"and looked like chariot wheels. The axles, rims, spokes, and hubs were made out of bronze.","Ŋitaa ngbaan nan bi ke itaan aatɔroku aataa na la, ŋikujal, ni tifambann, ni ipinbi, ni ŋikumbuu nan ye tikumann aakur la."
37,"Hiram made the ten bronze stands from the same mold, so they were exactly the same size and shape.","Kina le u nan ŋa tɔroku tiib ngbaan; bi mɔmɔk nan naahn, le baawiwiir ni baawan mɔmɔk ŋak tɔb."
38,"Hiram also made ten small bronze bowls, one for each stand. The bowls were almost two meters across and could hold about","Huram nan ki ŋa tisapar kipiik mu. Tɔroku mɔk nan kpa kisapeek. Kisapeek kibaa mɔk aawawaan nan ye ŋitaa ŋiloob la, le ki ga ŋmaa joo ikinja inaa aanyun."
39,"He put five stands on the south side of the temple, five stands on the north side, and the large bowl at the southeast corner of the temple.","U nan di tɔroku tiib biŋmu le siin Uwumbɔr Aadichal ni aaŋangii wɔb, le ki di biŋmu biken na siin ŋŋangan wɔb; le ki di nkinja na siin ŋŋangii ni liwipuul aasisik ni. Uwumbɔr Aadichal ni aawan aah ti kpaan pu na ("
46,near the Jordan River between Succoth and Zarethan by pouring melted bronze into clay molds.,"Ubɔr nan cha bi ŋa tiwan nee mɔmɔk baah donni tikur nin chee, aan ni bi Sukof ni Saretann aatim aasisik ni, ki bi Jɔɔdann Aafataŋ ni na la."
47,"There were so many bronze things that Solomon never bothered to weigh them, and no one ever knew how much bronze was used.","Solomonn aa nan cha bi ŋaŋ tikumann ngbaan aanyunyuun, ba pu? ni ye ke tiwan ngbaan nan wiir sakpen, kina pu na, ubaa aa nan nyi taanyunyuun aah ye pu na."
48,Solomon gave orders to make the following temple furnishings out of gold: the altar; the table that held the sacred loaves of bread;,"Solomonn nan ki cha bi di salmaa mu naan Uwumbɔr Aadichal ni aawan nibam. Nima le ye kitork aabimbiln, ni teebul u pu bi joo boroboro u bi di tii Uwumbɔr na paani na,"
50,"cups, lamp snuffers, and small sprinkling bowls; dishes for incense; fire pans; and the hinges for the doors to the most holy place and the main room of the temple.","ni n‑yikum, ni baah joo tiwan ni toor ŋikaryapal na, ni ŋisambil, ni tulalee aayon aasambim, ni nsambim mu bi joo moi mmii na; ni Chain Chain Aapepel aajaaleŋ, ni Uwumbɔr Aadichal aadir tiken aajaaleŋ tiib aakur. Bi nan di salmaa le naan tiwan nimina mɔmɔk."
51,"After the Lord's temple was finished, Solomon put into its storage rooms everything that his father David had dedicated to the Lord, including the gold and the silver.","Ubɔr Solomonn aah nan doo Uwumbɔr Aadichal ni aatuln mɔmɔk na, le u di tiwan ni mɔmɔk ute David nan di tii Uwumbɔr na ŋa Lidichal ngbaan aawan aadir ponn ni. Nima le ye tikunabr, ni salmaa, ni tiwan niken na."
2,Chronicles,Bibɔrb Aabɔr
5,Solomon and a crowd of people stood in front of the chest and sacrificed more sheep and cattle than could be counted.,"Ubɔr Solomonn, ni Israel aanib ngbaan mɔmɔk nan kuun sil Uwumbɔr Aakaal Aadakaa ngbaan aanimbiin ni, ki di ipiih ni inaa i wiir ti nyaŋ na toor kitork."
8,"The poles were so long that they could be seen from right outside the most holy place, but not from anywhere else. And they stayed there from then on.","Unii yaa nan si Chain Chain Aapepel ngbaan aanimbiin ni kan, le u ga li waa idɔ ngbaan aajuu aah kpii ni pu na, naa ye kina kan, saan li waa i. Idɔ ngbaan beenin bi nima din wee."
9,"The only things kept in the chest were the two flat stones Moses had put there when the Lord made his agreement with the people of Israel at Mount Sinai, after bringing them out of Egypt.","Moses aah nan di ŋitakpapapan ŋi ŋa u ponn ni, Sainai Aajool chee na baanja le bi Uwumbɔr Aakaal Aadakaa ngbaan ni, nibaa aa nan ki bi u ni ki kpee ŋi pu. Israel yaab aah nan nyan ni Ijipt aatiŋ ni, aan Uwumbɔr puu tipuur tii bi na, le Moses nan di ŋi ŋa u ponn ni."
13,Now I have built a glorious temple where you can live forever.” Solomon Speaks to the People (,"Tɔ, m maa Saadichal li ŋan sakpen, ki wiir na tii si, nima le aa ga li koo n‑yoonn mɔmɔk.” Solomonn aah di tibɔr ti tuk binib ngbaan na ("
14,Solomon turned toward the people standing there. Then he blessed them,"Israel aanib aah nan si nima na, le Ubɔr Solomonn nan fenn toŋ bi, le ki mee Uwumbɔr aanyoor ŋa bi pu."
16,"and said: Praise the Lord God of Israel! Long ago he brought his people out of Egypt. He did not choose a city from any tribe in Israel where his temple would be built, but he kept his promise to make my father David the king of Israel.","‘Ki nyan n‑yoonn mu m nyan ni maanib Ijipt aatiŋ ni ki nan saa din na, maa lee kitiŋ kibaa Israel yaab aatiŋ ni, ke nima chee le bi ga maa Lidichal li ponn ni bi ga li dooni mi na. M tee lee si David, ke aa li joo maanib Israel yaab.’”"
17,"So when David wanted to build a temple for the Lord God of Israel,","Solomonn nan ki bui ke, “Nte David nan ŋa nlandak, ke u maa Uwumbɔr Aadichal li ponn ni bi ga li dooni Israel yaab Aadindaan Uwumbɔr na,"
18,"the Lord said, “It's good that you want to build a temple where I can be worshiped.","le Uwumbɔr nan bui u ke, ‘Ni ŋan ke aa ban aa maa Lidichal tii mi,"
19,But you're not the one to do it. Your son will build a temple to honor me.”,"aa mu aan ŋmaa maa li. Ni ye aajapɔɔn la, aabaa aajapɔɔn le ga maa Lidichal tii mi.’"
20,"The Lord has done what he promised. I am the king of Israel like my father, and I've built a temple for the Lord our God.","“Tɔ, le Uwumbɔr sil joo waah puu tipuur ti na. Min le nab nte aanaan pu, ki ye Israel yaab aabɔr, le ki maa Lidichal li ponn ni bi ga li dooni timi Israel yaab Aadindaan Uwumbɔr na."
21,I've also made a place in the temple for the sacred chest. And in that chest are the two flat stones on which is written the solemn agreement the Lord made with our ancestors when he led them out of Egypt. Solomon Prays at the Temple (,M ki di Waakaal Aadakaa u ŋitakpapapan ŋilee na bi u ni na di siin Waadichal ngbaan ni. Ŋitakpapapan ngbaan pu le bi nan ŋmee kimɔbaan ki Uwumbɔr ni tiyajaatiib nan ŋa buyoonn uma Uwumbɔr nyan ni bi Ijipt aatiŋ ni na.” Solomonn aah nan mee limeel li na (
42,"Foreigners will hear about you and your mighty power, and some of them will come to live among your people Israel. If any of them pray toward this temple,","“Uwɔwɔnja u bi kitiŋ ki daa na ni yaa ŋun saah kpa liyimbil pu na, ni saah tun ŋitukpaan ŋi tii saanib na, ki dan nan doon si, ki mee si Saadichal limina ponn ni kan,"
23,"and prayed: Lord God of Israel, no other god in heaven or on earth is like you! You never forget the agreement you made with your people, and you are loyal to anyone who faithfully obeys your teachings.","le ki mee limeel ke, “Israel yaab Aadindaan Uwumbɔr, ubaa aa bi paacham, ni kitiŋ mɔmɔk pu ke sin na. Saanib yaa di bisui mɔmɔk kii tii si kan, le aa joo saah nan puu tipuur ti tii bi na, le ki mɔk bi saageehm."
24,"My father David was your servant, and today you have kept every promise you made to him.","Aa joo saah nan puu tipuur ti tii nte David na, ti mɔmɔk gbiin din wee."
25,"Lord God of Israel, you promised my father that someone from his family would always be king of Israel, if they do their best to obey you, just as he did.","Tɔ, Israel yaab Aadindaan Uwumbɔr, m mee ke aa ga li joo tipuur tiken ti aa nan puu tii nte, ki bui u ke uyaabitiib yaa joo saakaal ke waah joo i pu na kan, bi ponn ni ubaa ga li bi n‑yoonn mɔmɔk ki ye Israel yaab aabɔr, ki joo bi."
26,Please keep this promise you made to your servant David.,"Israel yaab Aadindaan Uwumbɔr, kina pu na, cha saah nan puu pu tii saatutunn, nte David na mɔmɔk gbiin kina."
27,"There's not enough room in all of heaven for you, Lord God. How could you possibly live on earth in this temple I have built?","“Tɔ, Uwumbɔr, m nyi ke saan ŋmaa koo taab do. Hali paacham mɔmɔk aa waa sakpen ki ga ŋeer si, kina pu na, Lidichal li m maa na par ke aa li koo li ponn ni."
29,This is the temple where you have chosen to be worshiped. Please watch over it day and night and listen when I turn toward it and pray.,"Li kii Lidichal limina nwiin pu, ni kinyeek mɔmɔk, nin chee aa lee ke bi li dooni si na le na do. M yaa di nnimbil toŋ Lidichal limina ki mee si kan, aa ŋun maameel."
30,"I am your servant, and the people of Israel belong to you. So whenever any of us look toward this temple and pray, answer from your home in heaven and forgive our sins.","M ni saanib yaa di tinimbil toŋ ni Lidichal limina, ki mee si kan, aa ŋun timi aameel. Saah bi aado paacham na, ŋun, ki di cha pinn timi."
31,"Suppose someone accuses a person of a crime, and the accused has to stand in front of the altar in your temple and say, “I swear I am innocent!”","“Uwumbɔr, unii yaa tun uken taani, aan bi joo ni u kitork aabimbiln taab, Saadichal ni do, ke u nan puu tipuur ke waa nyi kan,"
32,Listen from heaven and decide who is right. Then punish the guilty person and let the innocent one go free.,"saah bi paacham na, pel ki ji saanaagbiib tibɔr. Daa unii u lir na aatafal ki ŋeer waah tun pu na, ki di unii u aabɔr ŋan na lii."
33,"Suppose your people Israel sin against you, and then an enemy defeats them. If they come to this temple and beg for forgiveness,","“Saanib Israel yaab aadim yaa nyaŋ bi, baah tun si titunwanbir pu na pu, aan bi yaa fenn ki gir ni aa chee Saadichal ni do, ki sunn bibaa taab, ki mee si ke aa di cha pinn bi kan,"
34,listen from your home in heaven. Forgive them and bring them back to the land you gave their ancestors.,"saah bi paacham na, pel baameel. Di cha pinn saanib baatunwanbir, ki giin ni bi kitiŋ ki aa nan di tii bi ni biyaabitiib na pu."
35,"Suppose your people sin against you, and you punish them by holding back the rain. If they turn toward this temple and pray in your name and stop sinning,","“Saanib yaa tun si titunwanbir, aan aa chuu utaal, waa ki nu, le bi yaa kpeln baabimbin, ki di binimbil toŋ ni Saadichal limina, ki sunn bibaa taab, ki mee si kan,"
36,"listen from your home in heaven and forgive them. The people of Israel are your servants, so teach them to live right. And please send rain on the land you gave them to be theirs forever.","saah bi paacham na, pel baameel. Di ubɔr ni Israel aanib aatunwanbir cha pinn bi. Uwumbɔr, mɔk bi ke bi tun tiwan ni ŋan na, ki cha utaal nu saatiŋ ki aa di tii saanib ke ki li ye biyaan n‑yoonn mɔmɔk na pu."
37,"Sometimes the crops may dry up or rot or be eaten by locusts or grasshoppers, and your people will be starving. Sometimes enemies may surround their towns, or your people will become sick with deadly diseases.","“Nkon yaa lir kitiŋ kee pu, bee iweenlirkee yaa lir, bee libuln li ton na, bee itoon le yaa bii tijikaar, bee saanib aadim le yaa nan tak bi, bee iween le yaa bi bikaasisik ni kan,"
38,Listen when anyone in Israel truly feels sorry and sincerely prays with arms lifted toward your temple.,"li pel baameel. Saanib Israel yaab ubaa aasui yaa bii, le u taln uŋaal limeel ponn ni, ki di toŋ ni Saadichal limina kan,"
39,"You know what is in everyone's heart. So from your home in heaven answer their prayers, according to the way they live and what is in their hearts.","pel waameel. Saah bi aado paacham na, pel, ki di cha pinn u, ki ter u. Sin baanja le nyi unibɔn aasui ponn ni aalandak. Unii aabimbin yaa ŋeer pu na kan, aa ŋa udaan kina,"
40,Then your people will worship and obey you for as long as they live in the land you gave their ancestors.,"aan saanib li keei saamɔb, n‑yoonn mumɔk bi bi kitiŋ ki aa di tii tiyaajatiib na pu."
43,"listen from your home in heaven and answer their prayers. Then everyone on earth will worship you, just like your people Israel, and they will know that I have built this temple to honor you.","pel waameel. Saah bi aado paacham na, pel u chee, ki ŋa waah ban pu na tii u, aan dulnyaa aanib mɔmɔk bee si, ki li keei saamɔb, ke saanib Israel yaab aah ŋani pu na. Nima le bi ga bee ke maah maa Lidichal li na ponn ni, le bi ga li dooni si."
44,"Our Lord, sometimes you will order your people to attack their enemies. Then your people will turn toward this temple I have built for you in your chosen city, and they will pray to you.","“Aa yaa bui saanib ke bi faa baadim butɔb, aan bi si nin chee mɔk, ki lik ni kitiŋ ki aa lee na, ni Saadichal li m maa tii si na, ki yaa mee si kan,"
45,Answer their prayers from heaven and give them victory.,"pel baameel. Saah bi paacham na, ŋun baameel ki tii bi linyaŋ."
46,"Everyone sins. But when your people sin against you, suppose you get angry enough to let their enemies drag them away to foreign countries.","“Aa nyi ke unii ubaa aa bi kaa tun titunwanbir, kina pu na, saanib yaa tun si titunwanbir, le saaŋuul ponn ni aa cha baadim nyaŋ bi, ki chuu bi tinaagbiir, ki di bi buen kitiyayaŋ ni, hali kitiŋ ngbaan ni yaa daa kan,"
50,Forgive your people no matter how much they have sinned against you. Make the enemies who defeated them be kind to them.,"Di cha pinn bi baatunwanbir, ni baah yii saamɔb pu na mɔmɔk, ki cha baadim li joo bi tiŋann."
51,"Remember, they are the people you chose and rescued from Egypt that was like a blazing fire to them.",Bi ye aabaa aanib bi aa nyan ni bi mmii sakpiin mu ye Ijipt aatiŋ na ni la.
52,"I am your servant, and the people of Israel belong to you. So listen when any of us pray and cry out for your help.","“Ndindaan Uwumbɔr, li kpa saanib Israel yaab ni baabɔr pu tiŋann n‑yoonn mɔmɔk, ki ŋun baameel n‑yoonn mu mɔmɔk bi yin si ki ban nterm na."
53,"When you brought our ancestors out of Egypt, you told your servant Moses to say to them, “From all people on earth, the Lord God has chosen you to be his very own.” Solomon Blesses the People","Aa lee bi binib mɔmɔk ponn ni, ke bi li ye aabaa aanib, ke saah nan cha saatutunn Moses tuk bi pu, buyoonn aa nan nyan ni tiyaajatiib Ijipt aatiŋ ni na.” Kookoo aameel"
54,"When Solomon finished his prayer at the altar, he was kneeling with his arms lifted toward heaven. He stood up,","Solomonn aah mee Uwumbɔr ti doo na, le u fii sil kitork aabimbiln taab, waah ba gbaa nin chee ki joo uŋaal paacham na."
56,Praise the Lord! He has kept his promise and given us peace. Every good thing he promised to his servant Moses has happened.,"“Pak Uwumbɔr u tii waanib nsuudoon, waah nan puu ke u ga ŋa pu na. U joo tiŋann aapuur ti u nan puu tii waatutunn Moses timi pu na."
57,"The Lord our God was with our ancestors to help them, and I pray that he will be with us and never abandon us.","Tidindaan Uwumbɔr li bi ti chee, ke waah nan bi tiyaajatiib chee pu na; u taa di timi lii kpala, bee u siir cha timi;"
58,May the Lord help us obey him and follow all the laws and teachings he gave our ancestors.,"u cha ti li keei waamɔb, aan ti li bi n‑yoonn mɔmɔk ke waah ban ti li bi pu na, ki li joo waakaal, ni waah tuk tiyaajatiib pu na mɔmɔk."
59,"I pray that the Lord our God will remember my prayer day and night. May he help everyone in Israel each day, in whatever way we need it.","Tidindaan Uwumbɔr li teer timi aameel, ni tiwan ni ti gaŋni u ki ban na bɔr n‑yoonn mɔmɔk. Cha u li san Israel aanib, ni baabɔr kinimbaak n‑yoonn mɔmɔk, ki joo cha baah ban pu iwiin mɔmɔk na wɔb,"
60,Then every nation will know that the Lord is the only true God.,"aan dulnyaa aatimbol mɔmɔk ga bee ke Uwumbɔr baanja le ye Uwumbɔr, ubaa aa ki bi."
61,"Obey the Lord our God and follow his commands with all your heart, just as you are doing today. Solomon Dedicates the Temple (","Nimi, Tidindaan Uwumbɔr aanib, li ŋani waah ban pu na n‑yoonn mɔmɔk, ki li dii waakaal, ni waah len pu na mɔmɔk, ke naah dii din wee pu na.” Baah di Uwumbɔr Aadichal tii u pu na ("
