verse_number,english_verse,translation_verse
7,Do not worship any god except me.,He bɛ voɡ bɛlbwa tomɛ ka ja n nɛ.
8,Do not make idols that look like anything in the sky or on earth or in the ocean under the earth.,"He bɛ komɛlbwa waa lɔ nyundua kɛɛ harɛ ta, hale nee bini bɛlbwa chaa ɛ."
9,"Don't bow down and worship idols. I am the Lord your God, and I demand all your love. If you reject me and worship idols, I will punish your families for three or four generations.","He bɛ an dɛɛ ɡuŋi a ba ɛ kɛŋɔ hɛɛ tomaa. Dɛkalkɛŋɔ menee Korowii haa dɛ tom mɛ la, n dɛ mee. N dɛ tɛr banɔ la baa hah mɛ deŋne. Hale dɛ́ kpoŋe ka tel ba naanar bele batoro kɛɛ banaarɛ baa ka ba la nɛ,"
10,"But if you love me and obey my laws, I will be kind to your families for thousands of generations.",dɛɛ nyin banɔ la baa nyin mɛ dɛɛ teŋɛ men Mmarare ta la wa. Hale dɛ́ kpoŋe ka tel ba naanar bele kaɡboŋ nɛ.
11,"Do not misuse my name. I am the Lord your God, and I will punish anyone who misuses my name.",He bɛ men Korowii haa dɛ tom mɛ nɔ dɛɛ ŋwɛɛ wesale bɛlbwa ta. Mɛɛ tɛr naate waa dɛ ŋwɛɛ mɛ ɡɛ la deŋnee.
13,"You have six days when you can do your work,","Tɔpera anumɛlee he dɔ kɛŋɔ hé ɛ he toma bɛlbwa,"
14,"but the seventh day of the week belongs to me, your God. No one is to work on that day—not you, your children, your oxen or donkeys or any other animal, not even those foreigners who live in your towns. And don't make your slaves do any work.","kɛ tɔpenuanɛte la ɛ Ona Tɔpere tɛ men Korowii haa dɛ tom mɛ. O telaa, he bɛ toma bɛlbwa ɛ o ta. He ne he bibaala ne bihaahna kɛɛ bonɔɔna, kɛɛ toli bɛlbwa bɛ toma ɛ. Hale he nae ne keeɡore, ne kondɛɛre te bɛlbwa, dɛ hɔɔhra kwaraa baa lɔ he deremi bɛ toma ɛ. Gɛ aa ɛ bonɔɔ kɛɛ tolo waa lɔ he sie la ɡe won dɔ bɔr onɛ ɡɛ haa dɛ onɛ la."
16,"Respect your father and mother, and you will live a long and successful life in the land I am giving you.","Hé duu he nyare ne he mɛɛnanar, ɡɛ men Korowii haa dɛ tom mɛ la aa do heyaa la. Anee dɛɛ ba ɡela he dɔ mkpajaŋ, wobɛlbwa do wer tɛ heya harɛ maa kpɔa dɛɛ tɛ heyaa la ta."
19,Do not steal.,He bɛ dɛɛ ŋwɛ.
22,"When we were gathered at the mountain, the Lord spoke to us in a loud voice from the dark fiery cloud. The Lord gave us these commands, and only these. Then he wrote them on two flat stones and gave them to me. The People Were Afraid (Exodus","A ɡɛ waa nɔɔ Korowii che nii ta dɛ bol takpeɡ ne baama aa bira kpirkpir bini bwe la ta he bwa be la, o ta wobɛlbwa kpɔe ja a ta ɡɛ saŋ. Dɛ chwera bwepɛle anɛ ta dɛ kpɔ tɛ mɛ."
23,"When fire blazed from the mountain, and you heard the voice coming from the darkness, your tribal leaders came to me","Haa no taa la le bwejen la bɔr bela nii la aa dɛ hɔ biro la ta la, he dea nomonnyuune dɛ nomonome baa jaa bwa ba n be,"
24,"and said: Today the Lord our God has shown us how powerful and glorious he is. He spoke to us from the fire, and we learned that people can live, even though God speaks to them.","dɛ ba ŋɔ, ‘Korowii ɡelɔ ya na o jirima ne ɡɛ waa do kan, ya no o taa nii la ta. Fini ya nao kɛŋɔ Korowii bol waa nɛn be naa, naate ta won o nyu dɔe dɛ́ ta so le."
25,"But we don't want to take a chance on being killed by that terrible fire, and if we keep on hearing the Lord's voice, we will die.","Aah bɔkwaa ɡela ya berɛ jo seo ta jaɔ? Dɛ ya berɔ ba no Korowii taa ja aa, nidamanta aa do ɔma la dɛ ba yaa fuih ya serewe."
26,"Has anyone else ever heard the only true God speaking from fire, as we have? And even if they have, would they live to tell about it?","Nɛwɛnyini besoo no Korowii waa lole saŋ bɛlbwa wobol le nii ta kɛ yan, dɛ ta dɔ o nyu dɛ so le nɔ?"
27,"Moses, go up close and listen to the Lord. Then come back and tell us, and we will do everything he says.","Hen Mosis, la dɛ́ ka no waa bwa Korowii yaa dɛ tomɔ aa dɛ ba bola, dɛ́ ba ŋɔ ya be. Yaa noo dɛɛ teŋɛ a ta.’"
28,"The Lord heard you and said: Moses, I heard what the people said to you, and I approve.","Korowii no ɡɛ haa bola la dɛ ŋɔ, ‘N no ɡɛ nɛra la aa bol he be la, anɔ la bwa baa bola la wer."
29,I wish they would always worship me with fear and trembling and be this willing to obey me! Then they and their children would always enjoy a successful life.,"Dɛ ba pɛla fe ɛɛ lawɔɔ saŋ bɛlbwa dɛɛ duu mɛ, dɛɛ teŋɛ n waa bwa ta naa, ba ne ba naanar wobɛlbwa fe ɛɛ maɡroo tɛɛ ba."
30,"Now, tell them to return to their tents,","La ka ŋɔ ba be ŋɔ, bá berɛ ka jo ba tɛnte deene bini."
31,"but you come back here to me. After I tell you my laws and teachings, you will repeat them to the people, so they can obey these laws in the land I am giving them. Moses said:","Ásɛ a ka n ne hen Mosis ɡbo bonɔ, ásɛ n bol men Mmarare ne waa maa dɛ ba ban doe a ta bwa la he be, ka bol baɡ ba ásɛ ba kaa ɛa harɛ maa kpɔa tɛɛ ba ŋɔ bá ka so o ta la ta.’ ”"
33,"Follow them, because they make a path that will lead to a long successful life in the land the Lord your God is giving you.","Waa Korowii aa do heyaa a ta la taa chɛ kɛŋɔ hé do sie, ásɛ dɛ dɔ he nyu á chiɡ heyaa kɛrɛdɛ, dɛ́ dɔ mkpajaŋ harɛ haa dɛ la ka so o ta la.”"
1,"The Lord told me to give you these laws and teachings, so you can obey them in the land he is giving you. Soon you will cross the Jordan River and take that land.","Mosis berɔ ŋɔ, “Mmarare Korowii aa do mɛ ŋɔ ń baɡle heyaa laanee mɛɛ ba heyaa baɡla nɔ. Hé kaa do sie a ta, harɛ haa dɛ ba o ta kaala ka so la ta."
2,"And if you and your descendants want to live a long time, you must always worship the Lord and obey his laws.","Hé ne he bii ne naanar bwa ɔmɛ Korowii haa dɛ tomɔ nɔ, dɛ́ teŋɛ o Mmarare bwa maa kpɔa dɛɛ tɛ heyaa nɔ ta, ásɛ he won so biɡri."
3,"Pay attention, Israel! Our ancestors worshiped the Lord, and he promised to give us this land that is rich with milk and honey. Be careful to obey him, and you will become a successful and powerful nation.","Israel tena, hé noa dɛ́ kaa teŋɛ a ta, ásɛ a do wer kɛrɛdɛ dɛ́ tɛ heya. Anee dɛ́ ɡel hé ya kohona harɛpare ondɛɛɡe ta, ɡɛ Korowii he naawa aa tomɔ aa baɡɛ heyaa nyoa la."
4,"Listen, Israel! The Lord our God is the only true God!","Israel tena, hé no. Korowii yaa dɛ tomɔ habɔɔ, Dɔɔ bɛlbwa toole kpa."
5,"So love the Lord your God with all your heart, soul, and strength.","Hé nyin Korowii he bambile bwa, he hweera ne he bokpeɡa bwa ne."
7,"and tell them to your children over and over again. Talk about them all the time, whether you're at home or walking along the road or going to bed at night, or getting up in the morning.","Hé kpɔa baɡle he bii. Hɛ́ɛ dalawe a ta, he dem soɡa bini ne ŋwɛnɛ bɛlbwa haa dɛ kaa, hale he chɔe ne he ira bini bwa."
8,Write down copies and tie them to your wrists and foreheads to help you obey them.,"Hé kpɔa ɛ kɛŋɔ nɔnloɡ do he nɔɔra, dɛ́ kpɔa vɔwɛ he tili ta ásɛ aa lii heya."
9,Write these laws on the door frames of your homes and on your town gates. Worship Only the Lord Moses said to Israel:,Hé chwera dawɛ he deene ɡbeni daa ne he deremi ɡbeni ta.” Deŋnekpeɡ tena jae
10,"The Lord promised your ancestors Abraham, Isaac, and Jacob that he would give you this land. Now he will take you there and give you large towns, with good buildings that you didn't build,","Mosis berɔ ŋɔ, “Dɛ Korowii kpɔ heyaa ka tel harɛ waa baɡɛ he naawa, Abraham ne Aesek dɛ Jekɔb nyoa kɛ wɛɛ tɛ heyaa la ta, bwɛjena aa wera he laa vɔrɔwa,"
11,"and houses full of good things that you didn't put there. The Lord will give you wells that you didn't have to dig, and vineyards and olive orchards that you didn't have to plant. But when you have eaten so much that you can't eat any more,","ne deene kondɛɛɡa aa sua he laa nyina do, ne buli haa wola an kwii, ne daa kooni ne ɔleve kooni he laa dua, asɛ he di kwaa dɛ vaɡɛ aa,"
12,don't forget it was the Lord who set you free from slavery and brought you out of Egypt.,hé nyiŋi kɛrɛdɛ dɛ bɛ Korowii waa soh. Onee le he ne Ijipt harɛ he fa aa di somanjiri o ta la.
13,"Worship and obey the Lord your God with fear and trembling, and promise that you will be loyal to him.","Hɛ́ɛ duu Korowii dɛ́ɛ tomɛ o ɡbo, dɛɛ baɡɛ nyoa o sɔn ta."
14,Don't have anything to do with gods that are worshiped by the nations around you.,"He bɛ komɛlbwa nɛɛ teŋɛ dɛ tomɔ, he bɛ harɛre aa bar heyaa nɔ voɡare tomɛ."
15,"If you worship other gods, the Lord will be furious and wipe you off the face of the earth. The Lord your God is with you,","Dɛkalkɛŋɔ Korowii haa dɛ tomɔ o do he baah ta nɔ dɛ mee. He ɛ ɡɛ naa, wɛɛ kpɔ o bandiaa ba chɔɡ heyaa kɛŋɔ nii ken le harɛ la ta."
16,"so don't try to make him prove that he can help you, as you did at Massah.",He bɛ Korowii haa dɛ tomɔ daah na ɡɛ haa daahno na Maasa la.
17,Always obey the laws that the Lord has given you,Hé nyiŋi kɛrɛdɛ dɛ́ɛ teŋɛ mmarare waa kpɔa tɛ heyaa la bwa ta.
20,"Someday your children will ask, “Why did the Lord give us these laws and teachings?”","Kerekere dɛ he naanar bɔɔ heyaa ŋɔ, ‘Bɔkwa waa Korowii yaa dɛ tomɔ ŋɔ yaa teŋɛ Mmarare nɔ ta nɔɔ?’"
21,"Then you will answer: We were slaves of the king of Egypt, but the Lord used his great power and set us free.","He ŋɔ ba be ŋɔ, ‘Ya fa dɛ di somanjiri Ijipt kooro harɛ ta, asɛ Korowii che o kpeɡri ta dɛ le ya ne bela."
22,"We saw him perform miracles and make horrible things happen to the king, his officials, and everyone else.","Ya siwi ta, Korowii ɡelɔ nyokpowaa ne wejena aa do ɔma kohona chole Ijipt harɛ ta, ne kooro ne o dem tena bwa nɛ."
23,"The Lord rescued us from Egypt, so he could bring us into this land, as he had promised our ancestors.","Kɛ ya te, o le ya ne bela dɛ ba tɛ yaa harɛ waa baɡɛ ya naawa nyoa ŋɔ wɛɛ kpɔɔ tɛ yaa la."
25,"That's why the Lord our God demands that we obey his laws and worship him with fear and trembling. And if we do, he will protect us and help us be successful.","Dɛ ya do sie Mmarare waa kpɔa tɛ yaa nɔ ta naa, anee dɛ́ ɡel o tea too ya nɛ.’ ”"
11,So be sure to obey his laws and teachings I am giving you today. The Lord Will Bless You if You Obey (Deuteronomy,"Anomanta, hé nyiŋi kɛrɛdɛ dɛ́ɛ teŋɛ Mmarare waa baɡle heyaa dɛ kpɔ tɛ heyaa fini nɔ ta."
16,"When the Lord helps you defeat your enemies, you must destroy them without pity! And don't get trapped into worshiping their gods.","Harɛre nɛra Korowii haa dɛ tomɔ la aa kpɔa do he nɔn ta la, hé chɔɡ ba bwa. He bɛ ba sum na dɛ́ tomɛ ba voɡare ɡe, a do kɛŋɔ bela dɛ́ lawɛ heya."
2,"the Lord will force them out of the land. Then you must destroy them without mercy. Don't make any peace treaties with them,","Dɛ Korowii laa nɔn kpɔ ba nɛɛ dɛ ɡel he pɔ ba nɛ aa, a chɛ kɛŋɔ hé kpoo ba kwaraa. Hé ne ba bɛ fɔo fɔwɛ, he bɛ ba sum ɡe na."
4,"If you do, those people will lead your descendants to worship other gods and to turn their backs on the Lord. That will make him very angry, and he will quickly destroy Israel.","Gɛ laa aa, baa berɛ he bii liiree baa wola Korowii nɛɛ teŋɛ, dɛ́ kaa tomɛ voɡa, ásɛ o baah di he nɛɛ dɛ́ den kpoo heyaa warane."
5,"So when you conquer these nations, tear down the altars where they worship their gods. Break up their sacred stones, cut down the poles that they use in worshiping the goddess Asherah, and throw their idols in the fire. The Lord's Chosen People Moses said:","Waa aa chɛ kɛŋɔ hé ɛɛ ba laanee kɛŋɔ, hé paɡre bela baa kpoo kwaa dɛ fuah dɛɛ tɛ ba voɡare, dɛ́ kuuɡi bwea baa paaɡa dɛɛ duura la, dɛ́ teŋni voɡhaah Asera dajaŋa la ta, dɛ́ fuh ba voɡare."
6,"Israel, you are the chosen people of the Lord your God. There are many nations on this earth, but he chose only Israel to be his very own.","Dɛkalkɛŋɔ he do ɡoroŋ dɛ tɛ Korowii haa dɛ tomɔ. Onee le heyaa cheɡ tɛ o te le harɛre nɛra bwa bini, dɛ kpɔ heyaa ɛ o nɛra he waa ɛɛ su o siwi."
8,"but the Lord chose you because he loves you and because he had made a promise to your ancestors. Then with his mighty arm, he rescued you from the king of Egypt, who had made you his slaves.","Nyina waa dɛ nyin heyaa la, ne o baɡa waa baɡɛ he naawa nyoa la waa o che o kpeɡri ta lɛ heyaa le Ijipt kooro nɔn ta ne somanjiri dii waa dɛ do heyaa a ta la ta."
9,"You know that the Lord your God is the only true God. So love him and obey his commands, and he will faithfully keep his agreement with you and your descendants for a thousand generations.","Anomanta, hé jemɛ kɛŋɔ Korowii haa dɛ tomɔ nɔ, Dɔɔ bɛlbwa toole o habɔɔ. O waa dɔ kasinteŋ dɛɛ teŋɛ o fɔo waa fɔwa, dɛ kpɔ o nyina aa wola jaɡa dɔe baɡle banɔ la baa dɛ nyin o wa, dɛɛ teŋɛ o Mmarare ta la naanar bele kaɡboŋ baa ba lol ba la."
10,"But if you turn against the Lord, he will quickly destroy you.","Kɛ banɔ la baa haoh la te, wɛ́ɛ tɛr ba deŋnee waa wola kpɔ hɛlɛ kwaraa."
14,God will bless you more than any other nation—your families will grow and your livestock increase.,"Korowii ɛɛ swee heyaa andɛɛɡaa ɡwaa harɛ nɔ ta nɛra, bɛlbwa toole dɛ́ ɡwaa heyaa kondɔɔh ta, he bini baala ne haahna bɛlbwa toole waa wola lolɛ, hale he kondɛɛra kwara."
26,"so destroy it. If you bring it home with you, both you and your house will be destroyed. Stay away from those disgusting idols!","Hɛɛ berɛ ɡɛ voɡare la bɛlbwa ne he deremi bala, ɡɛ laa aa, he ne a bwa ɛɛ cheo tɛ kɛŋɔ Korowii chɔɡ heya. A ɛ kondoŋa he kia, dɛkalkɛŋɔ Korowii lea cheɡ kɛŋɔ wɛɛ chɔɡaa.”"
13,"The Lord will love you and bless you by giving you many children and plenty of food, wine, and olive oil. Your herds of cattle will have many calves, and your flocks of sheep will have many lambs.","Wɛɛ nyin heyaa dɛ́ swee heyaa andɛɛɡa, dɛ́ ɡel he mun ya kohona. Wɛɛ ɡeloo he loɡle, he kooni kwaa kɛŋɔ mea ne ɡrepore ne ɔlevere bwa do wer, ásɛ he kondɛɛra ɡe ya. A ɡɛ hɛɛra nɔ bwaa wɛɛ ba kpɔe tɛ heyaa harɛ la waa ŋwɛɛra baɡle he naawa ŋɔ wɛɛ kpɔɔ tɛ heyaa la ta."
12,"If you completely obey these laws, the Lord your God will be loyal and keep the agreement he made with you, just as he promised our ancestors.","Dɛ he no ɡɛ waa nɔ dɛ teŋɛ a ta kasinteŋ ne naa, Korowii haa dɛ tomɔ ɛɛ teŋɔɔ dɛ́ kpoŋe o fɔo la bini, dɛ́ɛ nyin he waa ɡɛ waa ŋwɛɛra baɡle he naawa la."
15,"You will no longer suffer with the same horrible diseases that you sometimes had in Egypt. You will be healthy, but the Lord will make your enemies suffer from those diseases. Destroy the Nations and Their Gods Moses said to Israel:",Korowii ɛɛ kpɔ nɔnee tɔ he nɛɛ dɛ́ le weela bɛlbwa ta. Waa ɡel weechɔɡa haa naa Ijipt harɛ ta la ba he nɛ. Nɛra baa hah heyaa la nɛɛ wɛɛ ba kpɔe ta.
17,"You may be thinking, “How can we destroy these nations? They are more powerful than we are.”","He bɛ dɛɛ bol kɛŋɔ, ‘Nɛra nɔ sii ya nɛ, ɛrɛɛ yaa ba ɛɛ dɛ́ won doŋ ba ɔ?’"
18,But stop worrying! Just remember what the Lord your God did to Egypt and its king.,"He bɛ ban ɔmɛ, hé lii ɡɛ Korowii haa dɛ tomɔ aa ɛ Ijipt kooro ne o harɛ nɛra bwa la."
19,You saw how the Lord used his tremendous power to work great miracles and bring you out of Egypt. And he will again work miracles for you when you face these enemies you fear so much.,"Hé lii hɔhɔrɔwa ne nyokpowaa ne kpeɡri, ne bokpeɡa Korowii haa dɛ tomɔ nɔ aa kpɔa ɛ Ijipt tena dɛ lawɛ heyaa le la. Gɛ tentenee wɛɛ ba nɛra haa dɛ ɔm ba taraken nɔ ɛɛ."
20,"Some of them may try to survive by hiding from you, but the Lord will make them panic, and soon they will be dead.","Korowii haa dɛ tomɔ nɔ ɛɛ ɡeloo jeŋibotoola jo ba bini, hale dɛ́ kpoo ba bini banɔ la baa kaa sɔh dɛɛ lii kɛŋɔ ba dɔ ba nyu la kwara."
21,"So don't be frightened when you meet them in battle. The Lord your God is great and fearsome, and he will fight at your side.","Anomanta, he bɛ ban ɔmɛ. Korowii haa dɛ tomɔ nɔ lɔ he baah ta, o kan o waa do ɔma kohona."
22,"As you attack these nations, the Lord will force them out little by little. He won't let you get rid of them all at once—if he did, there wouldn't be enough people living in the land to keep down the number of wild animals.","Tama tamaa Korowii haa dɛ tomɔ nɔ ɛɛ ba ba doŋa ta, haa ba bwa kerabeŋkpoŋii kpoo. A ba ɡɛ naa, kpɔɡ bini olchɔɡa ɛɛ warɔɔ dɛɛ aah heya."
24,"But when you attack your enemies, the Lord will make them panic, and you will easily destroy them. You will defeat their kings one after another until they are gone, and no one will remember they ever lived.","Ba koranar ɡe la, wɛɛ kpɔ baa do he lɔɡa, ásɛ he kpoo ba le harɛ nɔ ta ba waa tonɛ. Nomɛlbwa aa won che he sie, hɛɛ chɔɡ ba bwaa."
25,"After you conquer a nation, burn their idols. Don't get trapped into wanting the silver or gold on an idol. Even the metal on an idol is disgusting to the Lord,","Hé fuh ba voɡare, he bɛ ɡel he pɛla lawɛ suuɡapoŋa ne suuɡaswɛm aa lɔ a ta la ásɛ dɛ ba kpɔa, dɛkalkɛŋɔ a do kɛŋɔ bela, dɛ́ won lawɛ heya. Korowii haa dɛ tomɔ nɔ kii."
1,"Israel, do you want to go into the land the Lord promised your ancestors? Do you want to capture it, live there, and become a powerful nation? Then be sure to obey every command I am giving you.","Mosis berɔ ŋɔ, “Hé ɡel he sie chɔ harɛ hɛɛ teŋɛ Mmarare maa kpɔa tɛ heyaa fini nɔ ta kɛrɛdɛ. Ásɛ dɛ dɔ he nyu, hé mun ya dɛ́ won jo harɛ Korowii aa baɡɛ he naawa nyoa la ta dɛ́ kpɔ ɛ he kon."
3,"so he made you go hungry. Then he gave you manna, a kind of food that you and your ancestors had never even heard about. The Lord was teaching you that people need more than food to live—they need every word that the Lord has spoken.","O ɡelɔ lɔr kpo heyaa he pwɛr he te, asɛ o tɛ heyaa kondikwaa ane baa dɛ yera maana la he di, kondikwaa he ne he naawa aa wola an jemɛ bwa. O ɛ ɡɛ dɛ ɡel he jemɛ kɛŋɔ kondikwaa ɡbo laa dɛɛ tɛ nɛn mkpa. Waa Korowii aa dɛ bol la bwa ɡe dɛ tɛ nɛn mkpa."
5,"So keep in mind that the Lord has been correcting you, just as parents correct their children.","Hé jemɛ kɛŋɔ, ɡɛ nɛwɛnyini aa dɛ tɛr o bie deŋne la, ɡɛɛ Korowii haa dɛ tomɔ ɡe ɛɛ ɛ heya."
6,Obey the commands the Lord your God has given you and worship him with fear and trembling.,"Anomanta, hé teŋɛ waa la Korowii aa dɛ do heyaa la ta, dɛ́ kpɔ duure dɛɛ tɛo."
7,The Lord your God is bringing you into a good land with streams that flow from springs in the valleys and hills.,"Korowii dɛ kaa he ne harɛpare ondɛɛɡe ta. Nenabɔɔne aa dɛ palɛ ɡboo o bwa. Neerare bulo dɛɛ le o ta, ɡɛɛ ane palɛ dɛɛ jo felembɔjena ta, ane ɡe palɛ dɛɛ kpɔ deŋɡarere dor."
9,"You can dig for copper in those hills, and the stones are made of iron ore. And you won't go hungry. Wheat and barley fields are everywhere, and so are vineyards and orchards full of fig, pomegranate, and olive trees, and there is plenty of honey. Don't Forget the Lord Moses said to Israel:","Kondikwaa ne komɛlbwa ɡe aa heyaa nya bela. Ba dɔ bune dɛɛ le bela bwea la ta, asɛ a deŋɡarere ɡe taa baa kwi suuɡa te bɛlbwa."
10,"After you eat and are full, give praise to the Lord your God for the good land he gave you.","Dɛ he baa di kwaa dɛ vaɡre aa, hé kpɛɛ Korowii haa dɛ tomɔ nɔ, harɛpare ondɛɛɡe waa kpɔa tɛ heyaa la wa."
11,"Make sure that you never forget the Lord or disobey his laws and teachings that I am giving you today. If you always obey them,","Hé nyiŋi kɛrɛdɛ kɛŋɔ haa Korowii haa dɛ tomɔ la waa soh, dɛ́ ba vɛh o Mmarare maa kpɔa dɛɛ tɛ heyaa fini nɔ."
12,"you will have plenty to eat, and you will build good houses to live in.","He baa di kwaa dɛɛ vaɡre, dɛ do he dedɛɛɡa dɛ so a bini,"
13,"You will get more and more cattle, sheep, silver, gold, and other possessions.","asɛ he nae ne peera ne suuɡapoŋa ne suuɡaswɛm dɛ komɛlbwa ya aa,"
14,"But when all this happens, don't be proud! Don't forget that you were once slaves in Egypt and that it was the Lord who set you free.",he bɛ he te maŋkura dɛ́ ba soh Korowii haa dɛ tomɔ o lawɛ heyaa le Ijipt harɛ ta somanjiri dii ta la wa.
15,"Remember how he led you in that huge and frightening desert where poisonous snakes and scorpions live. There was no water, but the Lord split open a rock, and water poured out so you could drink.","Onee tɔ he sie dɛ kpɔ heyaa kpɔ pua hɛŋle ɡbo harɛ waa kana dɛ do ɔma, nyɔɡre ne hwel ne harɛkonchɔɡa, ne nɔrɔme aa lɔ o ta la. Onee ɡela nee le bwe ta dɛ tɛ heyaa he nyɔ la."
16,"He also gave you manna, a kind of food your ancestors had never even heard about. The Lord was testing you to make you trust him, so that later on he could be good to you.","O tɛ heyaa maana he di pua hɛŋle ɡbo harɛ la ta, kondikwaa he naawa aa wola an jemɛ bwa. Nee ne kondikwaa nyae nɔɔ o kpɔ daah heyaa na, asɛ wobɛlbwa do wer tɛ heyaa he daahna dɛ na la habɔɔ."
17,"When you become successful, don't say, “I'm rich, and I've earned it all myself.”","Anomanta, he bɛ ba lii kɛŋɔ he ɡbaɡba kpeɡri ne he bokpeɡa taa a che he dɔ kwa."
18,"Instead, remember that the Lord your God gives you the strength to make a living. That's how he keeps the promise he made to your ancestors.","Hé lii Korowii haa dɛ tomɔ la wa, dɛkalkɛŋɔ onee tɛ heyaa wejema he kondɔɔh dɔe ta. Anee ɡela o nyoa waa baɡɛ he naawa la chɔ le ba le fini la."
20,"But I'm warning you—if you forget the Lord your God and worship other gods, the Lord will destroy you, just as he destroyed the nations you fought.","kɛŋɔ harɛre ane nɛra waa tɔ he sie dɛ kpoo ba la. Dɛ he ta o waa noɛ yaa, ɡɛɛ Korowii haa dɛ tomɔ nɔ ɛɛ ba heyaa ɛɛ.”"
1,"Israel, listen to me! You will soon cross the Jordan River and go into the land to force out the nations that live there. They are more powerful than you are, and the walls around their cities reach to the sky.","Mosis berɔ ŋɔ, “Israel tena hɛ́ɛ no, fini hɛ́ɛ le Jɔɔdan Moo la baŋ harɛ taa dɛ́ ka doŋi harɛre nɛra baa kana dɛ do kpeɡri ɡwaa heya. Ba dɔ bwɛjena dɛ ma danjwɛkpeɡa a kaa nyundua bara."
2,"Some of these nations are descendants of the Anakim. You know how tall and strong they are, and you've heard that no one can defeat them in battle.","Ba ɛ nɛra bane baa do kpeɡri dɛ kpeɡ kohona baa yer ba Anak tena la. He ɡbabir jemɔ dɛ no ɡɛ ba yon ŋɔ, ‘Nomɛlbwa toole dɛ́ won che Anak tena sie la.’"
3,"But the Lord your God has promised to go ahead of you, like a raging fire burning everything in its path. So when you attack your enemies, it will be easy for you to destroy them and take their land.","Kɛ he te, hé jemɛ kpela kɛŋɔ fini Korowii haa dɛ tomɔ laanee dɛ́ tɔ he sie le moo la baŋ. O do kɛŋɔ nii naa dɛ chɔɡ kwaa la, dɛ́ pɔ ba nɛ. Hɛ́ɛ doŋ baa le, dɛ́ kpoo ba warane ɡɛ waa baɡɛ heyaa nyoa la."
6,"After the Lord helps you wipe out these nations and conquer their land, don't think he did it because you are such good people. You aren't good—you are stubborn! No, the Lord is going to help you, because the nations that live there are evil, and because he wants to keep the promise he made to your ancestors Abraham, Isaac, and Jacob. When Israel Made an Idol (Exodus","Anomanta, hé no a mun kɛŋɔ he nɛndɛɛɡa ɛɛ waa laa Korowii haa dɛ tomɔ nɔ koh kpɔ ɡɛ harɛpare ondɛɛɡe la ɛɛ ba heyaa tɛɛ ŋɔ ó ɛ he kon. A waa laa, he ɛ lwɛmkpeɡ nɛra."
7,Don't ever forget how you kept rebelling and making the Lord angry the whole time you were in the desert. You rebelled from the day you left Egypt until the day you arrived here.,"Hé lii ɡɛ saŋ haa ɛ Korowii o baah di pua hɛŋle ɡbo harɛ ta, dɛ ɛo deŋnekpeɡ dɛ le ɡɛ saŋ haa le Ijipt harɛ ta dɛ ba tel bonɔ la."
8,At Mount Sinai you made the Lord so angry that he was going to destroy you.,Sinai Bwejen la lɔɡaa he ɡel o baah di kohona kɛŋɔ o fee kpoo heya.
12,"he said: Moses, hurry down the mountain to those people you led out of Egypt. They have already disobeyed me and committed the terrible sin of making an idol.","Belaa Korowii ŋɔ n be ŋɔ, ‘Tu le bonɔ kaa warane, he nɛra haa le ba ne Ijipt harɛ ta ba la ɛ wechɔɡa. Ba deno le waa maa do ba a ta la ta dɛ ɛ voɡ dɛɛ tomɔ.’"
13,"I've been watching the Israelites, and I've seen how stubborn and rebellious they are.","Dɛ berɛ ŋɔ, ‘N na nɛra nɔ kɛŋɔ ba ɛ lwɛmkpeɡ tena kohona!"
14,"So don't try to stop me! I am going to wipe them out, and no one on earth will remember they ever lived. Then I will let your descendants become an even bigger and more powerful nation than Israel. Moses said:","Gel mɛ ń kpoo ba ásɛ ba sɔn den he harɛ nɔ ta. Ásɛ n ɛɛ harɛ bir nɛra mɛɛ, dɛ́ ɡel hé warɛ dɛ́ do kpeɡri ɡwaa ba.’"
15,"Fire was raging on the mountaintop as I went back down, carrying the two stones with the commandments on them.","Anee men Mosis laa berɛ dɛ tu, dɛ kpoŋe bwepɛle anɛ la fɔo la aa lɔ a ta la, dɛ nii la ta dɛ lawɛ bwejen la ta."
16,"I saw how quickly you had sinned and disobeyed the Lord your God. There you were, worshiping the metal idol you had made in the shape of a calf.",N nao kɛŋɔ he ɛ wechɔɡa dɛ jo Korowii haa dɛ tomɔ nɛɛ kohona. He ɛ voɡ o le nabale dɛ tɛ he te. He deno laa he te kpɔ ŋwɛnɛre Korowii aa do heyaa la ta.
17,So I threw down the two stones and smashed them before your very eyes.,"Anomanta, n kpɔ bwepɛle anɛ la ɡo harɛ a bwa paɡre wɛjɛwɛjɛ ken he siwi ta."
20,"I bowed down at the place of worship and prayed to the Lord, without eating or drinking for","Korowii baah fa di Arɔn ɡba nɛɛ ɡɛ saŋ taeh kɛŋɔ wɛɛ chɔɡoo, asɛ n soŋe tɛ o ɡe ɡɛ."
21,"It was a sin for you to make that idol, so I threw it into the fire to melt it down. Then I took the lump of gold, ground it into powder, and threw the powder into the stream flowing down the mountain.","Asɛ dɛ kpɔ nabale haa ɛo o ɛ wechɔɡa tɛ heyaa la do nii ta, asɛ dɛ paɡro dɛ namɔ o ɛ mohooh ken, dɛ pa ta nee bɛl waa pala le bwejen la ta."
22,"You also made the Lord angry when you were staying at Taberah, at Massah, and at Kibroth-Hattaavah.","Gɛ tentenee he berɛ ɡel Korowii baah di Tabera ne Maasa, dɛ Kebrɔt Hataava."
